"","pka1","pka2","logA","Na.A","Energy.kJ.mol","Flux.mol.m2s"
"1",7.75,2.75,-0.75,5,9.73391502520393,3.1663e-05
"2",13.5,5.5,0.5,-1,85.5468112647385,0.0002507
"3",2,5.5,-2,5,1.29216268218969,-0.0020946
"4",2,0,0.5,5,0.43001116748811,-2.7899
"5",8.03378728334792,2.8558458549669,0.295646085985936,0.251962279900908,16.5116856888026,0.00017293
"6",7.27135021518916,3.14183163631242,0.0398031745571643,0.82459990400821,12.2333527966757,0.00011182
"7",6.78793406847399,2.89284874731675,-0.714789251680486,3.36861182097346,8.3120582765576,2.5213e-06
"8",6.13325396145228,4.89300256350543,0.472795085050166,2.21599223045632,10.811134272975,9.8267e-05
"9",7.65798447118141,4.28672417264897,0.15581251308322,1.24617516575381,14.3839248866831,0.00013616
"10",7.51258505659644,0.355305713484995,-1.8044192395173,4.91130956541747,6.49360450776445,-0.0012015
"11",6.864935237349,0,-2,3.04849259444968,0.512039397982786,-0.0024417
"12",6.79452869526331,2.20900212063465,-1.99870834178574,4.98789262516156,5.9206832654295,-0.0014858
"13",8.82701040572841,0.0271663569261914,-1.99999694714115,5,6.14435553135412,-0.0014765
"14",5.88636706262682,1.21853224758262,-2,3.93838925035719,0.845246948958843,-0.0023864
"15",6.6451980419407,0,-2,5,0.456480077847964,-0.0030743
"16",5.39812804463586,2.89118081018384,-1.99999999599496,4.99999999359561,3.67386886126523,-0.0016273
"17",7.77548357682358,0,-2,3.90762680326139,2.59531630926174,-0.0016816
"18",5.05992569227728,2.26978580764111,-1.99964512332019,3.7089538363099,1.2097457542517,-0.0021555
"19",7.66184037682363,1.35063042146761,-2,5,6.17932849318899,-0.0014747
"20",5.73499083527611,1.55425548393173,-2,5,0.94406453304857,-0.0022865
"21",6.6573040103475,1.74065400647906,-2,2.7688467296522,5.13368772405601,-0.0015331
"22",7.27378574717384,3.19522159363053e-05,-2,2.05816838972562,1.53723219761227,-0.0018846
"23",7.89576668968251,0,-2,5,2.70032776902988,-0.001662
"24",7.54738311467693,2.48692235532438,-0.742386747181223,2.43089197331225,10.3559205538996,4.5629e-05
"25",6.96978618751443,0.853230292879377,-1.99999985295394,4.08785380835474,2.4037925790404,-0.0017199
