"A","Na.shift","k1","k2","beta1","Na","beta2","dist","pCO2.lean","it.num","DIC.diff","Energy.sep","DIC.flux","dist.perc"
1.57107533889357,-0.0654516225215048,2.04041109740948e-07,8.04096366375e-13,0,-0.122467871770277,0,0.00429384986995809,3.28664096656732e-08,1,2.7684987611085,18.5556420578068,0.00015916,0.0725
0.258157189082363,0.0271073170455487,3.27868396944808e-05,1.51564873266694e-09,0,0.00377098390851373,0,0.00453773658003597,0.0052907352487623,3,0.292316718498334,9.16193401046024,4.8659e-05,0.075
1.6737974605108,-0.0209068816246412,1.45385712112235e-05,2.13312842979267e-10,0,-0.0559163536269092,0,0.00466351881414038,0.000686565164777373,3,2.10323566727775,11.1344393523229,0.00015697,0.0775
0.559132239628815,0.0581093611164699,4.69107704428454e-05,3.1626500681178e-10,0,0.0255016642290912,0,0.00474421315243592,0.00162636212621324,3,0.805922842358627,9.69092460373845,8.8374e-05,0.08
1.39746425644092,-0.0295030752769296,0.000103513639000303,2.79306236531247e-10,0,-0.0586977963601063,0,0.00497871463538657,0.000688185772889466,2,1.71606796673927,10.8681358906905,0.00014373,0.0825
1.17746004978249,-0.0162446044317188,6.07257560206897e-05,2.4762109217658e-10,0,-0.0338456233651496,0,0.00508877396565682,0.000790117549628684,3,1.55666353969046,10.611961703053,0.00013137,0.085
0.320919056560476,-0.0322812400855188,7.40999539274598e-05,6.62745254680895e-10,0,-0.0143711533198529,0,0.00536844918605055,0.00153927435570949,2,0.441235908793728,9.37710579804781,7.2279e-05,0.0875
1.75075235740558,0.0188716771443766,1.61724553182442e-05,2.99259614871092e-14,0,0.0111552287811446,0,0.0054312007718332,2.51522910501036e-10,2,3.11392741676121,19.7846550388217,0.00017301,0.09
0.834749023257241,-0.0914047489082868,3.02978789868812e-07,1.57791337313304e-11,0,-0.0867343876629813,0,0.00547501569907481,1.0314835584802e-05,2,1.44345644453182,15.0469428841196,0.00011732,0.0925
1.83882594238193,-0.0351945218640087,4.76385395705548e-05,2.93396103996633e-10,0,-0.0877019241130415,0,0.00551377959709968,0.000610863166039056,3,2.0466912169169,11.3457174023448,0.00016533,0.095
1.78568304726877,-0.0279878998055217,8.08037578333269e-06,1.94574221185436e-10,0,-0.0722985563022367,0,0.00556921637878525,0.000506884578990696,3,2.26368204436166,11.3220527817495,0.0001641,0.0975
0.529859832601609,-0.0129455096678266,8.83949182088135e-05,4.30690242902513e-10,0,-0.0134825534930572,0,0.00567966032970775,0.00122034667823332,3,0.731368349479512,9.74555200218953,8.9141e-05,0.1
1.95026027139185,-0.035058966980252,2.5881493660519e-08,1.09988241747677e-12,0,-0.0927523638500222,0,0.00582750292038922,6.46410579412729e-08,2,3.45529761240456,19.6580881495862,0.00017737,0.1025
1.41290303855854,0.0407814654048182,1.21869031464777e-05,1.90013753503202e-10,0,0.0399589684053559,0,0.00584651351595461,0.00142951661256379,3,1.88406951991194,10.7584807651067,0.00013684,0.105
1.12698146940689,0.037224201433892,3.08184217598979e-05,1.32551975803009e-10,0,0.0278637168618796,0,0.00584888253288569,0.000765481524946036,3,1.68874120354907,10.5864668594432,0.00012868,0.1075
0.961558628027859,0.0767545566815017,8.05007597504604e-05,1.32848645425344e-10,0,0.0617845233672031,0,0.00585143620743426,0.000953527934173775,2,1.46918270823132,10.355824593129,0.00011774,0.11
0.325578696921232,0.0165471737293651,1.93732633402315e-05,7.80387593607134e-10,0,0.00131767354902055,0,0.00587345976348208,0.00264201347680927,3,0.426492014691934,9.27964225553129,6.6674e-05,0.1125
1.31014440238368,0.003299615938487,4.91764518997308e-05,2.73856014799368e-10,0,-0.0120538316779713,0,0.00604568127006218,0.00131147828273703,3,1.63398890191223,10.6896811275385,0.00013319,0.115
0.780611032647371,0.0291478138154628,4.26135960320423e-05,3.18072298932872e-10,0,0.0129954671338096,0,0.00615501683155304,0.00156804420066542,3,1.05891056617524,10.0479141771201,0.00010255,0.1175
0.93724031748049,0.0682556532707599,8.06628452295373e-05,1.32820129897002e-10,0,0.0522564461728192,0,0.00619994319941337,0.000881085364521272,3,1.4387867677155,10.3539084191742,0.00011697,0.12
1.52931983541696,-0.0146601872116447,9.88967510337772e-06,1.2793404234105e-10,0,-0.0415366130364062,0,0.00621223583005151,0.000414698390932903,3,2.19982072232587,11.1135172326255,0.00015296,0.1225
0.255531838248847,-0.015306649320586,1.66979396953451e-05,4.90867110734036e-10,0,-0.00710548421643039,0,0.00623225040368515,0.00128743965499906,3,0.380305041542905,9.33260849250348,6.8486e-05,0.125
1.11228487609357,0.0611462154685462,5.95661655258122e-05,2.49437157126417e-10,0,0.0541084497448532,0,0.00631254978703771,0.00196991039621952,3,1.465255274238,10.3617007096514,0.00011712,0.1275
0.416588801831253,0.0177183784016797,6.85508761970208e-05,7.02484778739868e-10,0,0.00217391800585783,0,0.00637521040137712,0.00254792574666909,3,0.533217508017623,9.44078112465164,7.3336e-05,0.13
1.54624609633245,-0.0292540358315035,9.41318012097323e-06,1.71602567345849e-10,0,-0.0645620149105876,0,0.00637942480048565,0.000401660409150966,3,2.09538873659436,11.1421140487656,0.00015399,0.1325
0.907816012057495,0.0605708568286845,5.27187307911281e-05,2.85387083684125e-10,0,0.0436394935424032,0,0.00640837626643542,0.00198031330256176,3,1.21450566658876,10.1401652622041,0.00010643,0.135
1.61730155041077,0.0117434753616659,8.16324802178121e-05,2.66470051830319e-10,0,-0.00122352847050163,0,0.00642800594854424,0.00164262502829681,3,1.90805445822883,10.9331901989094,0.00014399,0.1375
0.935063586803922,-0.0015868617490206,7.12176208358759e-05,1.7031592045067e-10,0,-0.0131721114738502,0,0.00647564382300501,0.000592052366489579,3,1.39379910851101,10.4171270590597,0.00011943,0.14
0.356781503650618,-0.00742358429870546,1.70773825891953e-05,3.92119514804058e-10,0,-0.00710836636420197,0,0.0067838377022959,0.00109046408776547,3,0.531737761267852,9.5438224431877,7.7425e-05,0.1425
1.64623295536162,-0.00181295142229168,8.14636268041431e-05,6.59228001630751e-11,0,-0.0235624523198666,0,0.00683306945715826,0.000233534835009262,3,2.57796140859756,11.2959604114939,0.0001604,0.145
1.48351835117892,-0.0246628339928582,2.8847851036714e-05,3.01846613248202e-10,0,-0.0551317462102211,0,0.00687841209576664,0.000880929589368265,3,1.74669149880527,10.993676505727,0.00014598,0.1475
1.31117258941006,-0.000942119676485845,1.32194712125424e-05,1.26267475600893e-10,0,-0.0176249388633779,0,0.00693714687377754,0.000490104902261155,3,1.94047351179407,10.8942159961278,0.00014115,0.15
1.50548592120474,0.0635627831822743,1.0132255618892e-05,1.93785503299404e-10,0,0.0768743011784443,0,0.00698652400493044,0.00188813149402229,3,1.95747402389444,10.79458177889,0.00013633,0.1525
1.09597794675726,0.0953904003763011,7.12081673780259e-07,5.76852669739537e-13,0,0.0908460508103053,0,0.00717787656503287,1.16560079497544e-07,2,1.96834895148547,16.4320173824455,0.00013271,0.155
1.36194703731048,0.0181704674180824,6.82532701610235e-06,1.5040603393097e-10,0,0.00772287630022288,0,0.00721686164612953,0.000818146905681656,3,1.93350938404194,10.8917923760152,0.00014049,0.1575
0.422163295862265,0.0365257882513106,5.10057646554754e-05,7.32159999188051e-10,0,0.0101428059538622,0,0.0073212265990477,0.00304461105415539,1,0.53062615608949,9.42533215737657,7.076e-05,0.16
0.728033720044592,0.0383434569799635,6.74963340659525e-05,4.13156162812038e-10,0,0.0188149081239352,0,0.00743062478646812,0.00217681055315782,3,0.938661192822972,9.93939204718083,9.4919e-05,0.1625
0.737424638813528,-0.0186457021114333,4.077452441419e-05,2.2489007492653e-10,0,-0.0229676081301175,0,0.00760512825654492,0.000587717256735381,3,1.09202278125015,10.2077055824034,0.0001073,0.165
0.258297425560522,-0.0193877391309395,4.67393099232242e-05,1.4351170008909e-09,0,-0.00823652092446719,0,0.00760770317512672,0.0038175250607826,3,0.3011960486064,9.25447516509491,5.6054e-05,0.1675
0.418611900784086,0.020071758913118,9.52640917543928e-06,1.02866805046808e-11,0,0.00316962839089916,0,0.00772325627551289,9.39919131948842e-06,3,0.749057301942483,12.6416804686405,8.7891e-05,0.17
1.53327568443492,-0.00528834466822445,9.97790098601178e-05,6.87458081684494e-11,0,-0.0272744363461361,0,0.00792793420638115,0.000222764772881755,1,2.4134149985419,11.227909262666,0.00015504,0.1725
1.95922030695263,0.0537145025831652,7.95762691252957e-05,3.35331363370005e-11,0,0.0807482904018889,0,0.00795153777561767,0.000206759946861031,3,3.18646338093983,11.7160725613451,0.00017451,0.175
0.46279995671208,0.0543270843598997,8.78545908959045e-05,1.84333667964088e-10,0,0.0193575728311541,0,0.00813250364156505,0.000786799546942267,3,0.739661108654752,9.80117117096407,8.6998e-05,0.1775
0.303035330231382,0.0485986194396975,1.75242203867062e-05,3.84026062805084e-11,0,0.0109391570628057,0,0.00815747865282751,8.88721433437537e-05,2,0.530121949252496,11.1119917387097,7.8165e-05,0.18
1.38345013867515,0.033076707044879,4.94268885711126e-05,2.86314809980497e-10,0,0.0284668482147159,0,0.00836399074867682,0.0020806436084179,3,1.66444810087879,10.6970169152724,0.00012902,0.1825
0.250547485640732,-0.00145273668290699,6.50200378687648e-06,9.06927529123798e-10,0,-0.00349582309370955,0,0.00840951625532691,0.00266541587780856,3,0.331917217268439,9.26964740376754,6.1258e-05,0.185
0.974408837920055,-0.0970703318249434,7.77360829950374e-05,3.3695892217316e-12,0,-0.106766299704058,0,0.00845182579986297,6.04726374393711e-07,1,1.70104366866791,15.1718113627139,0.00012602,0.1875
0.331939608437268,0.0574370717523679,2.09192521343357e-05,2.20431214044456e-10,0,0.0149163940017984,0,0.00873727364991483,0.000860937757624623,3,0.532746519472939,9.60842222348229,7.6681e-05,0.19
0.351315564514227,-0.0153007273002197,3.98658802160537e-05,2.73841678267439e-10,0,-0.00976682820538278,0,0.00889566675892311,0.000687161547955091,3,0.551597213640623,9.66856980218381,7.9224e-05,0.1925
0.502207659867482,0.0310412173398969,9.60907693184779e-06,5.54566964857668e-10,0,0.00931154137136403,0,0.00892706661571229,0.00234697313835535,3,0.654708770116096,9.68821053340177,8.0094e-05,0.195
1.52003792793183,-0.0328442436396359,1.14838464588365e-05,1.01326980011174e-10,0,-0.0689249701456283,0,0.00899130146724363,0.000182327704156234,3,2.28254811375433,11.2703514327967,0.00015498,0.1975
1.52558077492286,0.0181887327227741,1.73979339922824e-09,4.26422728212774e-11,0,0.00867862127553878,0,0.00959957753528658,0.000162753265523996,1,2.54414064585805,18.350149185915,0.00015399,0.2
0.49184718198218,0.0291573461845829,6.62424590043689e-05,1.72440448342322e-10,0,0.0081928687801887,0,0.00963807732675752,0.000627954694407832,3,0.789327809405985,9.92888326753482,9.0119e-05,0.2025
2,0,1e-04,1e-09,0,-0.025,0,0.0100162219162823,0.00649230491054764,0,1.17847551231685,13.0507177332034,0.00010191,0.205
0.675439011375916,-0.0366878900786563,0.000124969213114792,5.7557855432972e-12,0,-0.0332234198463949,0,0.0100671901867244,1.60294085645773e-06,2,1.21808195402187,13.4995358295315,0.00010721,0.2075
1.46443991563283,-0.0041271556634456,2.45961340361193e-05,3.44422226644902e-10,0,-0.0243494704369902,0,0.010095622368226,0.00159904497577884,1,1.64889486629304,10.9504278209363,0.00013766,0.21
1.29839354731305,0.0319752189037163,6.62786911286728e-06,9.19659720870978e-11,0,0.0252864985570943,0,0.010195064087749,0.000502655377622744,2,2.00890344433731,11.0078781177014,0.00014019,0.2125
0.390010398941993,-0.0221781134585686,1.10700572221225e-05,1.43115785447697e-09,0,-0.0135248248645321,0,0.0102216061273018,0.00374859472018931,3,0.408160807250889,9.87401558396774,6.4691e-05,0.215
0.816713486973521,-0.024381686285696,4.36466763376152e-05,5.12727651088974e-10,0,-0.0301217706118543,0,0.010263218584463,0.0013617730649511,3,0.973931455504552,10.2967129575871,0.00010634,0.2175
0.730663967802091,0.0454642854943933,3.16090133539122e-05,4.98794337727267e-10,0,0.0240858156350943,0,0.0106614232216986,0.0028285628933239,3,0.89091024277612,9.9736668362941,9.0248e-05,0.22
1.26903613619536,0.0403949335778597,4.87855219986942e-05,3.33027222638156e-10,0,0.0353996787270734,0,0.0107177805309004,0.00249484319018496,3,1.49281059761194,10.5990851865729,0.00011979,0.2225
1.62839688172686,-0.00883657459434635,1.04470770199565e-05,6.46265255467228e-11,0,-0.0347444115361662,0,0.0107328178479011,0.000196887760016504,3,2.56175794721549,11.447393503186,0.00015998,0.225
0.81419120358376,0.0511840070108182,5.01575630210828e-07,5.73793771908547e-12,0,0.0314961782275806,0,0.0110113515832081,5.49867087385667e-06,2,1.46212358516541,14.1880279572502,0.00011579,0.2275
0.44737231195196,-0.018723758280468,1.5796772811753e-05,2.39057309304109e-10,0,-0.0139686449297621,0,0.0110685593930315,0.000581382451731325,3,0.699732096060346,9.92619713959744,8.7204e-05,0.23
1.22113335418981,-0.026108263572678,2.14317803992233e-07,1.13529147850116e-12,0,-0.0471458383959483,0,0.0111810157150597,9.06556830286315e-08,0,2.19620528321183,17.311946530595,0.00014097,0.2325
0.583904326142687,0.0649866466273778,9.8117787847797e-05,6.8006315848947e-12,0,0.0306471800304484,0,0.011561235058954,7.19563173306786e-06,2,1.04946916775874,12.8241275462868,0.00010005,0.235
1.76000666388191,0.00229709296153138,4.93645818658082e-05,3.44022761592792e-10,0,-0.0179571843786724,0,0.0117253130596964,0.00199519869933164,3,1.85641362399926,11.1971175898851,0.00014618,0.2375
1.21729240120132,0.0190656362487576,1.71647676679149e-06,7.67862865691807e-13,0,0.00799229911466453,0,0.0118932251622188,9.88846657631766e-08,2,2.18676237301768,16.2367413090673,0.00014032,0.24
0.131819203891676,-0.0320841235657568,5.25036245433501e-06,1.61100028319841e-09,0,-0.00587704367464619,0,0.0121578053471489,0.00441934406026896,2,0.164893779749626,9.17729044256728,4.4882e-05,0.2425
1.94693946763865,-0.0359398012918018,1.51343893962885e-09,2.1198311772626e-10,0,-0.0943093609395827,0,0.0122530553248675,0.00040390393819758,2,2.48271854253411,18.4353395638364,0.00016634,0.245
1.38231840836564,0.0337857063581876,1.98983559040821e-05,5.45427658004427e-11,0,0.0294236237339883,0,0.0127128557425287,0.000263695660174741,2,2.24689296042985,11.2495202170806,0.00014674,0.2475
0.666850537972805,0.0329277617141138,3.23248521495095e-05,6.28045435274152e-10,0,0.0136222638886371,0,0.0127318235817852,0.00310554300260437,3,0.779037105351967,9.94284470701213,8.4752e-05,0.25
0.301259355823705,0.040647022460051,6.06281361034928e-06,2.2939170924909e-10,0,0.00847955385467034,0,0.0127376799565814,0.000799676332832526,3,0.484501990605002,9.72862126887059,7.4584e-05,0.2525
0.325425320727101,0.0796293186206064,7.13577192921665e-05,1.45918520519905e-10,0,0.0218455800423026,0,0.0129009279102549,0.000594767104754032,3,0.540308020571989,9.79740522418523,7.7527e-05,0.255
1.51545232643839,0.0662034492939711,6.62121102365552e-05,2.99096162131369e-10,0,0.0813850171703146,0,0.0130459551508944,0.00317764761982472,1,1.7318996059497,10.7707118350956,0.00012339,0.2575
1.40210903246099,-0.0310422188461532,1.33110827448809e-05,7.61489710205901e-11,0,-0.0610509383375846,0,0.0130971595765652,0.000131087151891351,3,2.21311546855466,11.3231085651335,0.00014948,0.26
1.99516741693951,-0.0912019988987595,1.16602388746368e-07,1.05770884368048e-12,0,-0.206902849274302,0,0.0132117769534417,5.81458719116562e-08,1,3.43629865442216,19.4355334497578,0.00017859,0.2625
1.52596310216911,0.0129147748534191,7.80694538965045e-05,3.77239688747072e-10,0,0.000632931122025153,0,0.0133357815539896,0.00236751308560826,3,1.631774991037,10.9724532168653,0.00013239,0.265
2,0.1,1e-04,1e-14,0,0.175,0,0.0136397636652646,1.06167850512491e-10,0,3.52074326553538,20.3910997315339,0.00019004,0.2675
1.52977026215949,0.0375525986059877,7.3273037044075e-05,4.09033753977866e-11,0,0.0383247203372582,0,0.0137221305752154,0.000194691020668093,3,2.51888479694091,11.4607956967365,0.00015479,0.27
0.731675853260692,0.0398781612889048,1.13611892998753e-05,1.08170313132839e-10,0,0.0200319395217683,0,0.0138542574152145,0.000468834193704377,3,1.18834789352807,10.4708918035951,0.0001076,0.2725
1.5839640454444,0.00400620391050202,8.86485856446827e-06,3.49295282448517e-10,0,-0.013453867615101,0,0.0139411587017248,0.00195167379422899,3,1.72388392013226,11.1424495280626,0.00013927,0.275
1.30147284828865,0.0355962766930524,2.04055922244238e-05,3.73005062799737e-10,0,0.0300591770125696,0,0.0139810728709714,0.0027431273741714,3,1.46510975994864,10.7138119252523,0.00011887,0.2775
1.702525246609,-0.0256424989551306,7.5297757066495e-05,4.31042867570894e-11,0,-0.0649385674398673,0,0.0141321068898406,7.25602778539328e-05,1,2.77697655322318,11.6917314915841,0.00016494,0.28
1.84872202424398,-0.0176673032227421,3.63358420395003e-05,4.07550422782103e-10,0,-0.0557709578799297,0,0.0142885430790951,0.00162842696687052,2,1.80650510660301,11.4680470362074,0.00015403,0.2825
0.739994711093496,-0.0092733283917479,4.21833248173713e-05,6.91931808284063e-10,0,-0.0161121478527953,0,0.0143983856594027,0.00231297739058237,3,0.82013059114213,10.2199883224417,9.4644e-05,0.285
0.236361724697053,0.0417736049275845,1.45036032587693e-05,2.4027810942723e-11,0,0.00691915974878404,0,0.0145107204048701,4.20506870402509e-05,1,0.412182011553478,11.639964951206,7.2596e-05,0.2875
0.259103434392788,0.00436847166531658,1.61901807174992e-05,2.07914622836931e-10,0,-0.00210690691837874,0,0.0145484243178419,0.00056817437851793,3,0.422942397654544,9.7552749458578,7.2319e-05,0.29
0.389917073076935,-0.0290938978618402,5.42692331156196e-06,2.89888014265639e-10,0,-0.0162181709121497,0,0.014732495026203,0.000643718941225801,3,0.603191810846947,9.97732606856434,8.2488e-05,0.2925
1.20648694082648,-0.029860291505606,9.37958075587014e-06,4.57021979940358e-10,0,-0.0511071385111167,0,0.0148887282313703,0.00114292142603554,3,1.32548279060594,10.9784918764761,0.00012965,0.295
1.11039733515965,-0.00894942863577004,6.15891828188824e-05,5.34383374161707e-10,0,-0.023817388397856,0,0.0149596512127568,0.00206487171694047,3,1.17804515006958,10.7002497569298,0.00011632,0.2975
1.31993187824288,-0.0295110222669367,3.76035497975082e-05,6.23066176775198e-11,0,-0.0554516875277011,0,0.0150583623869862,0.000103059236366574,3,2.14261817588214,11.317875367495,0.00014541,0.3
1.44727059164404,0.0271659052556601,6.00549912877653e-06,5.37391995572388e-11,0,0.0212255333763547,0,0.0154384262675718,0.000246905814951802,3,2.3452493820496,11.435793705007,0.00015026,0.3025
0.239178884163542,0.0194165151456287,3.72181781430076e-05,9.94744108205089e-11,0,0.00165428437483171,0,0.0156231987391798,0.000258251032465001,3,0.405807418292473,10.2621677570024,7.2057e-05,0.305
0.640886030131393,0.0285415848050761,2.68330582568967e-05,7.48800653315812e-10,0,0.0102808276027413,0,0.0157672824029363,0.00352952882881559,3,0.715006926524977,9.97480638239713,8.0352e-05,0.3075
0.491572717896074,-0.0254046092726228,4.90142654189219e-06,2.18390875221326e-10,0,-0.0186328718009319,0,0.0165249163642815,0.000488656361841963,3,0.771043421933991,10.2317169913637,9.1056e-05,0.31
0.737437955895439,0.037321002362296,7.4614421229074e-08,6.01620721807012e-11,0,0.0183039492453274,0,0.0165533545319634,0.00021319550073504,1,1.25419213223999,13.4273177568041,0.00010973,0.3125
0.89239903811831,0.0181530795525759,1.89328879198629e-08,2.439281106289e-11,0,0.00504480275512506,0,0.0169086999463639,5.04437929082192e-05,1,1.56655511395285,15.8493395239268,0.00012081,0.315
0.619631653046235,0.0320244652684778,7.18687967202341e-06,1.12268559621924e-10,0,0.0120979766891507,0,0.0169243445181315,0.000422477775414362,0,1.01786203105284,10.4462736202242,0.00010045,0.3175
1.44861161885527,0.0638281301437225,6.34157069785157e-05,6.33672122411883e-10,0,0.0743545257003119,0,0.0169989137325814,0.00677054473836215,3,1.24492888903686,11.2247812318631,8.4082e-05,0.32
1.32253837526498,0.00274594945584812,1.81570743254624e-05,5.01737915713513e-11,0,-0.0129001061589151,0,0.0170570366129683,0.000151201117022084,3,2.1807967381954,11.388848284089,0.00014488,0.3225
1.97751273112372,0.0198192676529288,1.56206327954649e-06,7.10620399342818e-14,0,0.0144739449661687,0,0.0178083141960245,1.31105499940546e-09,1,3.49925608113982,19.3634316397144,0.00018013,0.325
1.86172432861617,-0.00125904075988652,9.44839248713962e-08,1.56366014435827e-13,0,-0.0256155409211022,0,0.0178883980816784,3.9549401880868e-09,2,3.30600130322089,20.4110110574866,0.0001739,0.3275
1.36047194426858,-0.0340447574040098,7.11751065473529e-06,6.63160545204983e-11,0,-0.0633228366009424,0,0.0183321944702967,9.73296892475272e-05,3,2.18857602660611,11.4996862590404,0.00014765,0.33
1.13145975359158,-0.0381042810059129,3.41740223170143e-07,1.00681069289936e-12,0,-0.0572567073176294,0,0.0185050492166047,5.03023808038982e-08,2,2.03903619612407,17.2177911119378,0.00013606,0.3325
0.322798317672305,0.00991639379464929,9.07938571559624e-06,6.68838089258185e-11,0,-0.000833983736614937,0,0.0187699905670753,0.000150444774573501,3,0.55815616015171,10.7703232364191,7.9662e-05,0.335
1.1042328141164,0.0241253503132612,5.0869894034559e-09,4.04836617575265e-11,0,0.0128370932915014,0,0.018985599217765,0.000132654602317098,0,1.8837552079276,16.9428566437354,0.00013258,0.3375
1.37382364034157,0.0317613300123518,1.06655796953889e-06,1.55717740093669e-10,0,0.0264616705153895,0,0.0193802902860289,0.00100684048113715,2,1.92931302422086,11.3639055079445,0.00013917,0.34
1,-0.1,1e-04,1e-09,0,-0.1125,0,0.0194618773269262,0.00222180574177922,0,0.827710586770179,13.2238657842062,0.00010885,0.3425
1.75663269042778,-0.0490465654855034,1.71213128976526e-07,1.20083706385679e-09,0,-0.108114708915389,0,0.0197155194116671,0.00250188671764252,2,1.02893880485961,15.8654623138898,0.00014002,0.345
0.379007707390215,0.019595355528322,8.62619667930802e-07,5.81578267333858e-10,0,0.00268919443190782,0,0.0207044929798056,0.00205858990209325,2,0.517772194859346,10.1688098241206,7.3599e-05,0.3475
1.26476589987495,-0.0303073716432184,2.15490638311373e-05,6.29757416413101e-10,0,-0.0541413039176165,0,0.0208478469047179,0.00160589582956758,3,1.20765852122116,11.1928466467505,0.0001282,0.35
