"","pka1","pka2","logA","Na.A","Energy.kJ.mol","Flux.mol.m2s","order"
"1",2,2.75,-0.75,-3.15,415.444361179351,-0.0044838,0
"2",13.5,2.75,-0.75,-3.15,36.5968163776836,7.3156e-05,0
"3",7.75,0,-0.75,-3.15,23.4712464068432,-0.00014796,0
"4",7.75,5.5,-0.75,-3.15,21.9841511800885,7.0428e-05,0
"5",7.75,2.75,-2,-3.15,214.055078413692,-0.0014535,0
"6",7.75,2.75,0.5,-3.15,16.3463793767486,0.00022257,0
"7",7.75,2.75,-0.75,-7,15.8574328804966,6.7345e-05,0
"8",7.75,2.75,-0.75,0.7,508.315503540348,-0.003349,0
"9",2,0,-2,-7,21.1200765661537,-0.0034131,0
"10",13.5,0,-2,-7,214.847486459053,-0.0014524,0
"11",2,5.5,-2,-7,83.9814902035364,-0.0017067,0
"12",13.5,5.5,-2,-7,214.847625980256,-0.0014524,0
"13",2,0,0.5,-7,7516.55999835301,-0.012191,0
"14",13.5,0,0.5,-7,40.6323875751927,0.00018359,0
"15",2,5.5,0.5,-7,10247.0002473648,-0.0036056,0
"16",13.5,5.5,0.5,-7,45.0304617979096,0.00030867,0
"17",2,0,-2,0.7,26.4775900417391,-0.0033635,0
"18",13.5,0,-2,0.7,28.5841895133057,-0.003349,0
"19",2,5.5,-2,0.7,28.1083615474847,-0.0033604,0
"20",13.5,5.5,-2,0.7,28.5841895133348,-0.003349,0
"21",2,0,0.5,0.7,9036.79819764844,-0.0033642,0
"22",13.5,0,0.5,0.7,9039.27401103782,-0.003349,0
"23",2,5.5,0.5,0.7,9038.67734087195,-0.0033642,0
"24",13.5,5.5,0.5,0.7,9039.27451965828,-0.003349,0
"25",3.72879410139285,0.604796602739953,-1.42800408578478,-6.81082331195939,88.1741814787249,-0.0035696,0
"26",5.37685373239219,3.14708038710523,0.471051130560227,-0.875054825819097,38.213307764461,0.00011871,0
"27",3.5137697776081,4.74875486805104,-1.59452797891572,-3.41962834920268,17.1663994024785,-0.00014174,0
"28",5.49127919401508,3.66441238753032,-0.0577803298365325,-1.95280391606502,10.758626721273,9.7593e-05,0
"29",13.2686464836588,2.89415526529774,-0.327544502681121,-0.198581071081571,56.3168821729664,0.00010292,0
"30",12.0806973342551,4.35680207586847,-1.66157191840466,-4.08059232493397,25.1256890813676,4.9836e-05,0
"31",10.8958328189328,1.35679605102632,-1.87847145472188,-5.43764688970987,1418.49770584687,-0.00083871,0
"32",11.3503231260693,0.0169525274541229,-1.92585397383664,-1.47702077303547,543.864443577007,-0.0011022,0
"33",5.5434323803056,2.11260775185656,0.110466765007004,-4.26753455814905,19027.4701692303,-0.0010042,0
"34",10.0935436284635,4.9312574894866,-1.51561426918488,-1.41825965712778,24.5735161384304,5.2633e-05,0
"35",10.0769382276339,4.01272282120772,-0.898423865903169,-0.761660707485862,31.6731991413247,6.7706e-05,0
"36",8.01158111763652,0.274386452976614,-1.92486855131574,0.120838639652357,248.660229595034,-0.0026079,0
"37",2.77391176717356,3.94912113214377,0.137180779245682,-4.56212802310474,2739.46606454607,-0.0053283,0
"38",2.87474106752779,1.58607165224385,0.00381440808996558,-0.838750840374268,3893.38381210501,-0.0082606,0
"39",3.02743490866851,3.62204658682458,-1.55493998655584,-3.98352406274062,138.856463413334,-0.0017162,0
"40",11.0094518472906,4.34564354736358,-0.186743796104565,-0.029285088228062,66.5105513798934,0.00011667,0
"41",9.69977530452888,3.54292343382258,-1.11116739094723,-2.91507227069233,26.246378676615,5.9201e-05,0
"42",4.28587260108907,1.75080064695794,-0.779297602595761,-5.79429547139443,443.443953394119,-0.0033424,0
"43",7.13385827152524,1.38960213738028,-0.610692142974585,-3.67175603203941,12.591919588219,2.6332e-05,0
"44",10.2492564768763,1.45454782794695,-1.56397849309724,-0.631901040510274,31.01663850468,5.1255e-05,0
"45",4.68015342194121,3.55126573727466,-1.69048497849144,-6.59651938204188,1400.27375134091,-0.00028862,0
"46",10.03174125019,4.93412905815057,0.0998180209426209,-2.65751633336768,32.4314955179124,0.00018059,0
"47",11.3306447920622,3.40437428245787,-0.566041451413184,-2.50085650349502,33.5667409887762,9.0753e-05,0
"48",4.18635649560019,3.76981262129266,-1.23838446557056,-3.24973645890132,11.9299462490082,-0.00010882,0
"49",6.86790666007437,4.54830690845847,-1.3371110316366,-5.9945511292899,16.2248799883784,5.4691e-05,0
"50",12.1031006936682,1.38558421144262,-1.93048812728375,-5.6133332578931,493.919647634804,-0.0011224,0
"51",7.27719520230312,0.0298225319711491,-1.2906821554061,-2.77855476692785,9371968.78722665,-0.00047879,0
"52",11.1565155963181,4.43373450648505,-1.16845076659229,-6.84512208022643,29.5400885160486,5.9475e-05,0
"53",9.95451789821264,5.5,0.5,-7,34.2414634738167,0.00029031,1
"54",13.0266309309277,5.5,0.5,-7,43.7629993380767,0.00031052,2
"55",13.5,5.5,0.5,-3.64808004234994,45.033619095756,0.00030868,3
"56",13.5,5.5,0.5,-6.54613173748533,45.0304643887491,0.00030867,4
"57",6.26971765580713,5.5,0.5,-7,16.2811738707504,0.0002247,5
"58",13.5,5.5,0.0505851657666123,-7,41.906089209594,0.00018017,6
"59",8.06858141517175,5.5,0.5,-3.40727650425612,25.3990341561647,0.00022984,7
"60",11.0918963147202,5.49999999994734,0.5,-1.40137203618438,38.4529477452889,0.00031141,8
"61",8.39847632194294,5.5,0.142538961954074,-7,26.3605669671355,0.00016135,9
"62",5.47361996179497,5.5,0.5,-0.897572364989892,15.491823252209,0.00022403,10
"63",13.5,5.5,0.5,-6.09128312762373,45.0304717817262,0.00030867,11
"64",12.5490579304952,5.5,0.5,-7,42.393223619071,0.00031113,12
"65",13.5,5.5,0.171684284974405,-1.78896053703357,42.918915503235,0.00020929,13
"66",4.03048192277125,5.5,0.5,-4.65401914618614,12.1764999178844,0.00017957,14
"67",12.0684162162632,5.5,0.5,-7,40.9708072270069,0.00031119,15
"68",4.15135679009697,5.5,0.163066237134906,-7,10.7736537567791,0.00014062,16
"69",13.5,5.5,-0.401147966832921,-7,39.1214143867768,0.00010472,17
"70",11.3759122916332,5.49999999326113,0.247528428471006,-4.90371001956195,37.4098324076042,0.00023178,18
"71",13.5,5.5,0.5,-5.62396188186075,45.0304937975283,0.00030867,19
"72",8.82510759345782,5.5,0.5,0.7,9039.27491594284,-0.003349,20
"73",11.662092467915,5.5,0.5,-7,39.7493599471893,0.00031087,21
"74",2,5.5,0.5,-2.76330373911025,11473.4965620765,-0.0035019,22
"75",10.7707899704574,5.5,-0.139510830707669,-7,33.8947782248987,0.00014768,23
"76",13.5,5.5,0.5,-5.21228492428615,45.0305465880686,0.00030867,24
"77",13.5,5.5,-0.289638378866847,-0.206039516773735,56.5876888440482,0.0001055,25
"78",2,5.5,-0.0876103377246606,-7,52726.9996788022,-0.00090884,26
"79",10.780689107916,5.5,0.5,-6.34076516783854,37.0329665855049,0.00030708,27
"80",13.5,5.5,-0.114017840441764,-4.16756801559313,40.8978311418754,0.00014746,28
"81",11.4880303716519,5.5,0.165063688435141,0.699999999231579,4180.20185546742,-0.003349,29
"82",5.84737996144573,5.5,0.137960448173203,-4.28316373005061,14.2952088073683,0.00014864,30
"83",13.5,5.5,-0.851365181178393,-7,35.6861691588756,6.7348e-05,31
"84",5.46715928808497,5.5,-0.0457876221878399,-1.79040831340526,13.0044377205953,0.00012169,32
"85",11.4717080862814,5.49999998120754,-0.544408102783907,-2.59328489501487,34.175329123109,9.532e-05,33
"86",11.1473383646652,5.5,0.5,-7,38.1783299662952,0.00030953,34
"87",10.3764432258262,5.5,0.5,-7,35.712171299728,0.00030141,35
"88",2,5.5,0.190068226973118,-4.67476554643478,60225.5182768794,-0.0017037,36
"89",10.8240332777127,5.5,0.5,-6.69948874868155,37.170097326438,0.00030747,37
"90",6.64015898781754,5.5,-0.176908541075663,-7,17.3110716857572,0.00010643,38
"91",11.1521206187634,5.5,-0.109035088169785,-1.42713152833344,35.5515062491635,0.00015422,39
"92",8.25962415975241,5.4999999923363,0.228858443693867,-1.3171715209781,26.3430764022272,0.0001748,40
