adapt,class,typ,mod,n,unc.min,unc.med,unc.max,ptl,adapt.n,unc.min.n,unc.med.n,unc.max.n
0,Pareto Distance,False Negative,lin,6,0,0.000755609081583,0.004553059477963,0.545,0,0,0.220794861501405,1.33043945784639
0,Pareto Distance,False Negative,pol,6,0,0,0,0.005,0,0,0,0
0,Pareto Distance,False Negative,sig,6,0,0,0.004604709840202,0.13,0,0,0,460470.984020184
0.160888888888889,Threshold Cutoff,Total,rad,6,0.284444444444444,0.328888888888889,0.373333333333333,1,0.433014354066986,0.76555023923445,0.885167464114833,1.00478468899522
0.087111111111111,Threshold Cutoff,Total,lin,6,0.342222222222222,0.395555555555556,0.444444444444444,1,0.6125,2.40625,2.78125,3.125
0.087111111111111,Threshold Cutoff,Total,pol,6,0.044444444444444,0.066666666666667,0.093333333333333,0.069,0.890909090909091,0.454545454545455,0.681818181818182,0.954545454545455
0.087111111111111,Threshold Cutoff,Total,sig,6,0.351111111111111,0.413333333333333,0.462222222222222,1,0.890909090909091,3.59090909090909,4.22727272727273,4.72727272727273
0.872761904761905,Threshold Cutoff,False Positive,rad,6,0.837598625918029,0.887659971183999,0.925053272450533,0.711,1.01794662480377,0.976933903211706,1.03532299784174,1.07893670807228
0,Threshold Cutoff,False Positive,lin,6,0.854543441514537,0.899009429836071,0.930409356725146,1,0,0.947154060791974,0.99643902321732,1.03124189784807
0,Threshold Cutoff,False Positive,pol,6,0,0,0,0,0,0,0,0
0,Threshold Cutoff,False Positive,sig,6,0.858058646087793,0.9004329004329,0.93196878450266,1,0,85805864.6087793,90043290.04329,93196878.450266
0.007919191919192,Threshold Cutoff,False Negative,rad,6,0.001942348913843,0.005031446540881,0.010263374485597,0.109,0.681898160490536,0.167249911972797,0.433242959110275,0.883748778103617
0.007588345679012,Threshold Cutoff,False Negative,lin,6,0.002175224466891,0.005614035087719,0.011333783783784,0.224,0.758442607897153,0.217410090053427,0.561113527620705,1.13279295566227
0.007588345679012,Threshold Cutoff,False Negative,pol,6,0.001975308641975,0.004444444444444,0.008711111111111,0.069,0.793719008264463,0.206611570247934,0.464876033057851,0.911157024793388
0.007588345679012,Threshold Cutoff,False Negative,sig,6,0.002221439749609,0.005797101449275,0.011830985915493,0.249,0.793719008264463,0.232356172156908,0.606360043118936,1.23748690490048
0.597333333333333,Utopia Distance,Total,rad,6,0.653333333333333,0.728888888888889,0.813333333333333,0.999,0.972503617945007,1.06367583212735,1.18668596237337,1.32416787264834
0.696888888888889,Utopia Distance,Total,lin,6,0.813333333333333,0.964444444444444,0.982222222222222,1,0.940047961630695,1.09712230215827,1.30095923261391,1.32494004796163
0.952,Utopia Distance,Total,pol,6,0.911111111111111,0.942222222222222,0.96,0.097,1.02881844380403,0.984630163304515,1.01825168107589,1.03746397694524
0.938666666666667,Utopia Distance,Total,sig,6,0.955555555555556,0.973333333333333,0.986666666666667,1,0.976873265494912,0.994449583718779,1.01295097132285,1.0268270120259
0.932723032069971,Utopia Distance,False Positive,rad,6,0.897634269524514,0.936371308016878,0.968050314465409,0.535,1.03117983928019,0.992387160984397,1.03521322161903,1.07023621521409
0.932059405940594,Utopia Distance,False Positive,lin,6,0.912317747611865,0.946482616722333,0.972165540857491,0.711,1.01785492688804,0.996296060503812,1.03360578575194,1.06165280797096
0.936520325203252,Utopia Distance,False Positive,pol,6,0.911520737327189,0.946296296296296,0.972962962962963,0.713,1.01583470134408,0.98871788582991,1.02643860433305,1.05536368437687
0.936087912087912,Utopia Distance,False Positive,sig,6,0.913086419753086,0.947377777777778,0.973511111111111,0.715,1.01384203626192,0.988929974558453,1.0260696703039,1.05437371262604
0.000801822323462,Utopia Distance,False Negative,rad,6,0,0,0,0.004,8.03644646924829,0,0,0
0.000605678233438,Utopia Distance,False Negative,lin,6,0,0,0,0.007,1.30599369085174,0,0,0
0,Utopia Distance,False Negative,pol,6,0,0,0,0,0,0,0,0
0,Utopia Distance,False Negative,sig,6,0,0,0,0,0,0,0,0
0.616,Pareto Distance,Total,rad,9,0.519888888888889,0.595555555555556,0.648888888888889,0.238,1.04210526315789,0.879511278195489,1.00751879699248,1.09774436090226
0.872,Pareto Distance,Total,lin,9,0.471111111111111,0.728888888888889,0.942222222222222,0.143,1.17908653846154,0.637019230769231,0.985576923076923,1.27403846153846
0.875555555555556,Pareto Distance,Total,pol,9,0.831,0.866666666666667,0.893333333333333,0.196,1.01441812564367,0.962796086508754,1.00411946446962,1.03501544799176
0.928,Pareto Distance,Total,sig,9,0.604444444444444,0.942222222222222,0.964444444444444,0.701,0.99618320610687,0.648854961832061,1.01145038167939,1.03530534351145
0.836661417322835,Pareto Distance,False Positive,rad,9,0.819667070707071,0.877244444444444,0.917894813289872,0.925,0.997322419989275,0.977064711743085,1.04569845595963,1.09415476503637
0.857962264150943,Pareto Distance,False Positive,lin,9,0.844416666666667,0.895070707070707,0.929693031493032,0.924,0.994005631220074,0.978312166903277,1.03699819950576,1.0771104362319
0.857485928705441,Pareto Distance,False Positive,pol,9,0.848155339805825,0.899317931793179,0.928443666932795,0.943,0.993482667140701,0.982672252607161,1.04194920006934,1.07569425880473
0.861184,Pareto Distance,False Positive,sig,9,0.854597530864197,0.904300039148694,0.933533477049532,0.96,0.992380980129363,0.984791096089971,1.04206552743827,1.07575253016543
0.001190082644628,Pareto Distance,False Negative,rad,9,0,0,0.001598456474861,0.053,1.69963507566813,0,0,2.28286052558269
0.001107692307692,Pareto Distance,False Negative,lin,9,0,0.00082304526749,0.004388427901586,0.427,0.323676323676324,0,0.24050024050024,1.28233282838546
0,Pareto Distance,False Negative,pol,9,0,0,0,0.01,0,0,0,0
0,Pareto Distance,False Negative,sig,9,0,0,0.005114506498068,0.202,0,0,0,511450.649806814
0.159111111111111,Threshold Cutoff,Total,rad,9,0.284444444444444,0.324444444444444,0.373333333333333,1,0.42822966507177,0.76555023923445,0.873205741626794,1.00478468899522
0.106666666666667,Threshold Cutoff,Total,lin,9,0.333222222222222,0.391111111111111,0.444444444444444,1,0.75,2.34296875,2.75,3.125
0.106666666666667,Threshold Cutoff,Total,pol,9,0.044444444444444,0.066666666666667,0.093333333333333,0,1.09090909090909,0.454545454545455,0.681818181818182,0.954545454545455
0.106666666666667,Threshold Cutoff,Total,sig,9,0.32,0.408888888888889,0.462222222222222,0.998,1.09090909090909,3.27272727272727,4.18181818181818,4.72727272727273
0.807671232876712,Threshold Cutoff,False Positive,rad,9,0.831997101449275,0.888502415458937,0.926081871345029,0.997,0.942028061687958,0.970400560159481,1.036305583472,1.08013641530883
0,Threshold Cutoff,False Positive,lin,9,0.853890602582496,0.900075063280091,0.931975804452377,1,0,0.946430470842669,0.997620144029657,1.03297810838318
0,Threshold Cutoff,False Positive,pol,9,0,0,0,0,0,0,0,0
0,Threshold Cutoff,False Positive,sig,9,0.856203115492272,0.902723004694836,0.933850448933782,1,0,85620311.5492272,90272300.4694836,93385044.8933782
0.011457541191382,Threshold Cutoff,False Negative,rad,9,0.001862663561765,0.004683464861328,0.010241514726508,0.011,0.986574936164044,0.160388442323564,0.403279287362892,0.881866498994377
0.011377777777778,Threshold Cutoff,False Negative,lin,9,0.002089513283693,0.005333333333333,0.011428878648234,0.027,1.13719008264463,0.20884339896419,0.533057851239669,1.14229753018243
0.011377777777778,Threshold Cutoff,False Negative,pol,9,0.001975308641975,0.004444444444444,0.008711111111111,0,1.1900826446281,0.206611570247934,0.464876033057851,0.911157024793388
0.011377777777778,Threshold Cutoff,False Negative,sig,9,0.002160121328225,0.00543713781809,0.0118420734167,0.034,1.1900826446281,0.225942442647478,0.568708888514083,1.23864662545548
0.576888888888889,Utopia Distance,Total,rad,9,0.64,0.72,0.817777777777778,1,0.939218523878437,1.04196816208394,1.17221418234443,1.33140376266281
0.740444444444444,Utopia Distance,Total,lin,9,0.795555555555556,0.964444444444444,0.982222222222222,0.992,0.998800959232614,1.07314148681055,1.30095923261391,1.32494004796163
0.898666666666667,Utopia Distance,Total,pol,9,0.902222222222222,0.937777777777778,0.955555555555556,0.98,0.971181556195965,0.975024015369837,1.01344860710855,1.03266090297791
0.956444444444444,Utopia Distance,Total,sig,9,0.955444444444445,0.968888888888889,0.982222222222222,0.929,0.995374653098982,0.994333950046254,1.00832562442183,1.02220166512488
0.910363191385218,Utopia Distance,False Positive,rad,9,0.892266950191858,0.933125226860254,0.962596666666667,0.868,1.0064597282388,0.986453275686711,1.0316244891333,1.06420688875035
0.923533875338753,Utopia Distance,False Positive,lin,9,0.904612345679012,0.938745679012346,0.964760493827161,0.844,1.00854462620108,0.987881380848182,1.02515666746941,1.05356613071024
0.924269705603039,Utopia Distance,False Positive,pol,9,0.910100737230121,0.938060606060606,0.964363636363636,0.843,1.00254657062448,0.987177625212288,1.01750542935991,1.04603607649405
0.926502087060227,Utopia Distance,False Positive,sig,9,0.912874567901235,0.938745679012346,0.964760493827161,0.843,1.00345998534574,0.988700525689288,1.01672056486568,1.04489624418409
0.00042042042042,Utopia Distance,False Negative,rad,9,0,0,5.92592592592054E-06,0.019,4.21375921375921,0,0,0.059393939393885
0.000989898989899,Utopia Distance,False Negative,lin,9,0,0,0,0.005,2.1344696969697,0,0,0
0,Utopia Distance,False Negative,pol,9,0,0,0,0,0,0,0,0
0,Utopia Distance,False Negative,sig,9,0,0,0,0,0,0,0,0
0.637333333333333,Pareto Distance,Total,rad,12,0.511111111111111,0.586666666666667,0.644444444444444,0.041,1.0781954887218,0.864661654135338,0.992481203007519,1.09022556390977
0.740444444444444,Pareto Distance,Total,lin,12,0.453333333333333,0.72,0.942222222222222,0.449,1.00120192307692,0.612980769230769,0.973557692307692,1.27403846153846
0.864888888888889,Pareto Distance,Total,pol,12,0.826666666666667,0.862222222222222,0.897777777777778,0.49,1.00205973223481,0.957775489186406,0.998970133882595,1.04016477857878
0.942222222222222,Pareto Distance,Total,sig,12,0.568888888888889,0.942222222222222,0.964444444444444,0.422,1.01145038167939,0.610687022900763,1.01145038167939,1.03530534351145
0.868992515831894,Pareto Distance,False Positive,rad,12,0.81879823633157,0.874744525547445,0.921460761460762,0.592,1.03586193996516,0.976029038310554,1.04271848686758,1.09840546906755
0.877642946317104,Pareto Distance,False Positive,lin,12,0.846586069053913,0.894074074074074,0.933761287934863,0.742,1.01680699407346,0.980825562048272,1.03584353472352,1.08182377850976
0.88321986726611,Pareto Distance,False Positive,pol,12,0.848888888888889,0.895620532136792,0.935804878048781,0.702,1.02329799245559,0.983522142121524,1.03766539511214,1.08422295345508
0.887782716049383,Pareto Distance,False Positive,sig,12,0.854597530864197,0.901286701958402,0.938745679012346,0.685,1.02303187459938,0.984791096089971,1.03859312373086,1.08175878445312
0.000818382121498,Pareto Distance,False Negative,rad,12,0,0,0.001499726177437,0.095,1.16878518082484,0,0,2.14185731266269
0.000983451536643,Pareto Distance,False Negative,lin,12,0,0.000924178895877,0.004314537782892,0.488,0.287372202265819,0,0.270052274769256,1.26074155993603
0,Pareto Distance,False Negative,pol,12,0,0,0,0.008,0,0,0,0
0,Pareto Distance,False Negative,sig,12,0,0,0.004889115646259,0.247,0,0,0,488911.56462585
0.108444444444444,Threshold Cutoff,Total,rad,12,0.28,0.328888888888889,0.377777777777778,1,0.291866028708134,0.753588516746412,0.885167464114833,1.01674641148325
0.086222222222222,Threshold Cutoff,Total,lin,12,0.328888888888889,0.386666666666667,0.444444444444444,1,0.60625,2.3125,2.71875,3.125
0.086222222222222,Threshold Cutoff,Total,pol,12,0.044444444444444,0.066666666666667,0.097777777777778,0.077,0.881818181818182,0.454545454545455,0.681818181818182,1
0.086222222222222,Threshold Cutoff,Total,sig,12,0.248777777777778,0.408888888888889,0.462222222222222,1,0.881818181818182,2.54431818181818,4.18181818181818,4.72727272727273
0.783238095238095,Threshold Cutoff,False Positive,rad,12,0.83413289514867,0.88819879099128,0.924319248826291,1,0.913530449845721,0.97289164504267,1.03595145080377,1.0780805789645
0,Threshold Cutoff,False Positive,lin,12,0.852026227717889,0.89923896499239,0.931054131054131,1,0,0.944364045500123,0.996693434104865,1.03195654919793
0,Threshold Cutoff,False Positive,pol,12,0,0,0,0,0,0,0,0
0,Threshold Cutoff,False Positive,sig,12,0.854497431586812,0.901964573268921,0.933333333333333,1,0,85449743.1586812,90196457.3268921,93333333.3333333
0.00727747196738,Threshold Cutoff,False Negative,rad,12,0.001749822984749,0.004920668420732,0.010520393811533,0.156,0.626641556135489,0.150672074456615,0.423704183295412,0.905879951000408
0.007434271604938,Threshold Cutoff,False Negative,lin,12,0.002042700729927,0.005555555555556,0.011670774647887,0.216,0.743043158861341,0.204164561591362,0.555268595041322,1.16647463551973
0.007434271604938,Threshold Cutoff,False Negative,pol,12,0.001975308641975,0.004444444444444,0.00956049382716,0.077,0.777603305785124,0.206611570247934,0.464876033057851,1
0.007434271604938,Threshold Cutoff,False Negative,sig,12,0.002136169316506,0.005714285714286,0.012176134560457,0.238,0.777603305785124,0.223437131504417,0.597697756788666,1.27358845479987
0.575111111111111,Utopia Distance,Total,rad,12,0.631111111111111,0.715555555555556,0.808888888888889,0.999,0.936324167872648,1.02749638205499,1.16497829232996,1.31693198263386
0.690666666666667,Utopia Distance,Total,lin,12,0.773333333333333,0.96,0.982222222222222,1,0.931654676258993,1.0431654676259,1.29496402877698,1.32494004796163
0.909333333333333,Utopia Distance,Total,pol,12,0.902222222222222,0.937777777777778,0.955555555555556,0.956,0.982708933717579,0.975024015369837,1.01344860710855,1.03266090297791
0.824,Utopia Distance,Total,sig,12,0.955555555555556,0.973333333333333,0.986666666666667,1,0.857539315448659,0.994449583718779,1.01295097132285,1.0268270120259
0.935505729945192,Utopia Distance,False Positive,rad,12,0.89449247049247,0.935287327052033,0.967946856151795,0.498,1.03425627445877,0.988913718483762,1.03401481729247,1.07012183600018
0.938269151138716,Utopia Distance,False Positive,lin,12,0.910903708445962,0.945457279562543,0.972838092765663,0.64,1.02463627548486,0.994751859863108,1.03248606690874,1.06238726788731
0.945603038936372,Utopia Distance,False Positive,pol,12,0.911301295426882,0.945915492957746,0.972836499311744,0.51,1.02568663465954,0.988479859284985,1.02602555056873,1.05522651045559
0.94282131661442,Utopia Distance,False Positive,sig,12,0.913086419753086,0.947377777777778,0.973511111111111,0.518,1.02113473651793,0.988929974558453,1.0260696703039,1.05437371262604
0.000233918128655,Utopia Distance,False Negative,rad,12,0,0,0.000342151675485,0.028,2.3444976076555,0,0,3.42929292929293
8.33333333333333E-05,Utopia Distance,False Negative,lin,12,0,0,0,0.015,0.1796875,0,0,0
0,Utopia Distance,False Negative,pol,12,0,0,0,0,0,0,0,0
0,Utopia Distance,False Negative,sig,12,0,0,0,0,0,0,0,0
0.626666666666667,Pareto Distance,Total,rad,15,0.497777777777778,0.582222222222222,0.644444444444444,0.062,1.06015037593985,0.842105263157895,0.984962406015037,1.09022556390977
0.734222222222222,Pareto Distance,Total,lin,15,0.44,0.702222222222222,0.937777777777778,0.414,0.992788461538462,0.594951923076923,0.949519230769231,1.26802884615385
0.84,Pareto Distance,Total,pol,15,0.826666666666667,0.862222222222222,0.897888888888889,0.897,0.973223480947477,0.957775489186406,0.998970133882595,1.04029351184346
0.920888888888889,Pareto Distance,Total,sig,15,0.546555555555555,0.937777777777778,0.964444444444444,0.598,0.988549618320611,0.586712786259542,1.00667938931298,1.03530534351145
0.82784571099597,Pareto Distance,False Positive,rad,15,0.821187088274045,0.873846153846154,0.921468995510662,0.96,0.986813866127719,0.978876612670908,1.04164760416565,1.09841528427165
0.839603724394786,Pareto Distance,False Positive,lin,15,0.843851445966515,0.893829457364341,0.9351619395898,0.983,0.972736057182739,0.977657321600274,1.03556013019965,1.0834465254423
0.841624758220503,Pareto Distance,False Positive,pol,15,0.850645009604759,0.893081761006289,0.935969456300257,0.988,0.975105924817781,0.985556782497789,1.0347239764491,1.08441363371554
0.848036345679012,Pareto Distance,False Positive,sig,15,0.854597530864197,0.900365432098766,0.938750466988728,0.986,0.977230347881825,0.984791096089971,1.03753150311753,1.08176430185323
0.002465218759836,Pareto Distance,False Negative,rad,15,0,0,0.001562881562882,0.005,3.52074059085391,0,0,2.23205366062509
0.00343961352657,Pareto Distance,False Negative,lin,15,0,0.000998442367601,0.004638337209996,0.075,1.00508187464709,0,0.291752639883481,1.35535827564813
0,Pareto Distance,False Negative,pol,15,0,0,0,0.016,0,0,0,0
0,Pareto Distance,False Negative,sig,15,0,0,0.005312961405476,0.307,0,0,0,531296.140547612
