"","x","var","prob","mod","class","cat"
"1003",0.364864864864865,"x3",0,"pol","Utopia Distance","paret"
"1004",0.364864864864865,"x3",0,"sig","Utopia Distance","paret"
"1005",0.364864864864865,"x3",0.827333333333333,"rad","Threshold Cutoff","paret"
"1006",0.364864864864865,"x3",0.843333333333333,"lin","Threshold Cutoff","paret"
"1007",0.364864864864865,"x3",1,"pol","Threshold Cutoff","paret"
"1008",0.364864864864865,"x3",1,"sig","Threshold Cutoff","paret"
"1009",0.378378378378378,"x1",0.840666666666667,"rad","Pareto Distance","paret"
"1010",0.378378378378378,"x1",0.877333333333333,"lin","Pareto Distance","paret"
"1011",0.378378378378378,"x1",1,"pol","Pareto Distance","paret"
"1012",0.378378378378378,"x1",1,"sig","Pareto Distance","paret"
"1013",0.378378378378378,"x1",0.556,"rad","Utopia Distance","paret"
"1014",0.378378378378378,"x1",0.101333333333333,"lin","Utopia Distance","paret"
"1015",0.378378378378378,"x1",0,"pol","Utopia Distance","paret"
"1016",0.378378378378378,"x1",0,"sig","Utopia Distance","paret"
"1017",0.378378378378378,"x1",0.826,"rad","Threshold Cutoff","paret"
"1018",0.378378378378378,"x1",0.827333333333333,"lin","Threshold Cutoff","paret"
"1019",0.378378378378378,"x1",1,"pol","Threshold Cutoff","paret"
"1020",0.378378378378378,"x1",1,"sig","Threshold Cutoff","paret"
"1021",0.378378378378378,"x2",0.867333333333333,"rad","Pareto Distance","paret"
"1022",0.378378378378378,"x2",0.882666666666667,"lin","Pareto Distance","paret"
"1023",0.378378378378378,"x2",1,"pol","Pareto Distance","paret"
"1024",0.378378378378378,"x2",1,"sig","Pareto Distance","paret"
"1025",0.378378378378378,"x2",0.44,"rad","Utopia Distance","paret"
"1026",0.378378378378378,"x2",0.157333333333333,"lin","Utopia Distance","paret"
"1027",0.378378378378378,"x2",0,"pol","Utopia Distance","paret"
"1028",0.378378378378378,"x2",0,"sig","Utopia Distance","paret"
"1029",0.378378378378378,"x2",0.866666666666667,"rad","Threshold Cutoff","paret"
"1030",0.378378378378378,"x2",0.851333333333333,"lin","Threshold Cutoff","paret"
"1031",0.378378378378378,"x2",1,"pol","Threshold Cutoff","paret"
"1032",0.378378378378378,"x2",1,"sig","Threshold Cutoff","paret"
"1033",0.378378378378378,"x3",0.853333333333333,"rad","Pareto Distance","paret"
"1034",0.378378378378378,"x3",0.956,"lin","Pareto Distance","paret"
"1035",0.378378378378378,"x3",1,"pol","Pareto Distance","paret"
"1036",0.378378378378378,"x3",1,"sig","Pareto Distance","paret"
"1037",0.378378378378378,"x3",0.391333333333333,"rad","Utopia Distance","paret"
"1038",0.378378378378378,"x3",0.0153333333333333,"lin","Utopia Distance","paret"
"1039",0.378378378378378,"x3",0,"pol","Utopia Distance","paret"
"1040",0.378378378378378,"x3",0,"sig","Utopia Distance","paret"
"1041",0.378378378378378,"x3",0.853333333333333,"rad","Threshold Cutoff","paret"
"1042",0.378378378378378,"x3",0.872,"lin","Threshold Cutoff","paret"
"1043",0.378378378378378,"x3",1,"pol","Threshold Cutoff","paret"
"1044",0.378378378378378,"x3",1,"sig","Threshold Cutoff","paret"
"1045",0.391891891891892,"x1",0.858666666666667,"rad","Pareto Distance","paret"
"1046",0.391891891891892,"x1",0.9,"lin","Pareto Distance","paret"
"1047",0.391891891891892,"x1",1,"pol","Pareto Distance","paret"
"1048",0.391891891891892,"x1",1,"sig","Pareto Distance","paret"
"1049",0.391891891891892,"x1",0.548,"rad","Utopia Distance","paret"
"1050",0.391891891891892,"x1",0.072,"lin","Utopia Distance","paret"
"1051",0.391891891891892,"x1",0,"pol","Utopia Distance","paret"
"1052",0.391891891891892,"x1",0,"sig","Utopia Distance","paret"
"1053",0.391891891891892,"x1",0.843333333333333,"rad","Threshold Cutoff","paret"
"1054",0.391891891891892,"x1",0.853333333333333,"lin","Threshold Cutoff","paret"
"1055",0.391891891891892,"x1",1,"pol","Threshold Cutoff","paret"
"1056",0.391891891891892,"x1",1,"sig","Threshold Cutoff","paret"
"1057",0.391891891891892,"x2",0.876666666666667,"rad","Pareto Distance","paret"
"1058",0.391891891891892,"x2",0.887333333333333,"lin","Pareto Distance","paret"
"1059",0.391891891891892,"x2",1,"pol","Pareto Distance","paret"
"1060",0.391891891891892,"x2",1,"sig","Pareto Distance","paret"
"1061",0.391891891891892,"x2",0.404,"rad","Utopia Distance","paret"
"1062",0.391891891891892,"x2",0.136666666666667,"lin","Utopia Distance","paret"
"1063",0.391891891891892,"x2",0,"pol","Utopia Distance","paret"
"1064",0.391891891891892,"x2",0,"sig","Utopia Distance","paret"
"1065",0.391891891891892,"x2",0.87,"rad","Threshold Cutoff","paret"
"1066",0.391891891891892,"x2",0.852666666666667,"lin","Threshold Cutoff","paret"
"1067",0.391891891891892,"x2",1,"pol","Threshold Cutoff","paret"
"1068",0.391891891891892,"x2",1,"sig","Threshold Cutoff","paret"
"1069",0.391891891891892,"x3",0.849333333333333,"rad","Pareto Distance","paret"
"1070",0.391891891891892,"x3",0.96,"lin","Pareto Distance","paret"
"1071",0.391891891891892,"x3",1,"pol","Pareto Distance","paret"
"1072",0.391891891891892,"x3",1,"sig","Pareto Distance","paret"
"1073",0.391891891891892,"x3",0.426666666666667,"rad","Utopia Distance","paret"
"1074",0.391891891891892,"x3",0.0266666666666667,"lin","Utopia Distance","paret"
"1075",0.391891891891892,"x3",0,"pol","Utopia Distance","paret"
"1076",0.391891891891892,"x3",0,"sig","Utopia Distance","paret"
"1077",0.391891891891892,"x3",0.846666666666667,"rad","Threshold Cutoff","paret"
"1078",0.391891891891892,"x3",0.870666666666667,"lin","Threshold Cutoff","paret"
"1079",0.391891891891892,"x3",1,"pol","Threshold Cutoff","paret"
"1080",0.391891891891892,"x3",1,"sig","Threshold Cutoff","paret"
"1081",0.405405405405405,"x1",0.867333333333333,"rad","Pareto Distance","paret"
"1082",0.405405405405405,"x1",0.904666666666667,"lin","Pareto Distance","paret"
"1083",0.405405405405405,"x1",1,"pol","Pareto Distance","paret"
"1084",0.405405405405405,"x1",1,"sig","Pareto Distance","paret"
"1085",0.405405405405405,"x1",0.55,"rad","Utopia Distance","paret"
"1086",0.405405405405405,"x1",0.0813333333333333,"lin","Utopia Distance","paret"
"1087",0.405405405405405,"x1",0,"pol","Utopia Distance","paret"
"1088",0.405405405405405,"x1",0,"sig","Utopia Distance","paret"
"1089",0.405405405405405,"x1",0.860666666666667,"rad","Threshold Cutoff","paret"
"1090",0.405405405405405,"x1",0.880666666666667,"lin","Threshold Cutoff","paret"
"1091",0.405405405405405,"x1",1,"pol","Threshold Cutoff","paret"
"1092",0.405405405405405,"x1",1,"sig","Threshold Cutoff","paret"
"1093",0.405405405405405,"x2",0.882666666666667,"rad","Pareto Distance","paret"
"1094",0.405405405405405,"x2",0.896,"lin","Pareto Distance","paret"
"1095",0.405405405405405,"x2",1,"pol","Pareto Distance","paret"
"1096",0.405405405405405,"x2",1,"sig","Pareto Distance","paret"
"1097",0.405405405405405,"x2",0.417333333333333,"rad","Utopia Distance","paret"
"1098",0.405405405405405,"x2",0.123333333333333,"lin","Utopia Distance","paret"
"1099",0.405405405405405,"x2",0,"pol","Utopia Distance","paret"
"1100",0.405405405405405,"x2",0,"sig","Utopia Distance","paret"
"1101",0.405405405405405,"x2",0.882,"rad","Threshold Cutoff","paret"
"1102",0.405405405405405,"x2",0.864,"lin","Threshold Cutoff","paret"
"1103",0.405405405405405,"x2",1,"pol","Threshold Cutoff","paret"
"1104",0.405405405405405,"x2",1,"sig","Threshold Cutoff","paret"
"1105",0.405405405405405,"x3",0.862,"rad","Pareto Distance","paret"
"1106",0.405405405405405,"x3",0.966666666666667,"lin","Pareto Distance","paret"
"1107",0.405405405405405,"x3",1,"pol","Pareto Distance","paret"
"1108",0.405405405405405,"x3",1,"sig","Pareto Distance","paret"
"1109",0.405405405405405,"x3",0.424666666666667,"rad","Utopia Distance","paret"
"1110",0.405405405405405,"x3",0.034,"lin","Utopia Distance","paret"
"1111",0.405405405405405,"x3",0,"pol","Utopia Distance","paret"
"1112",0.405405405405405,"x3",0,"sig","Utopia Distance","paret"
"1113",0.405405405405405,"x3",0.863333333333333,"rad","Threshold Cutoff","paret"
"1114",0.405405405405405,"x3",0.89,"lin","Threshold Cutoff","paret"
"1115",0.405405405405405,"x3",1,"pol","Threshold Cutoff","paret"
"1116",0.405405405405405,"x3",1,"sig","Threshold Cutoff","paret"
"1117",0.418918918918919,"x1",0.865333333333333,"rad","Pareto Distance","paret"
"1118",0.418918918918919,"x1",0.903333333333333,"lin","Pareto Distance","paret"
"1119",0.418918918918919,"x1",1,"pol","Pareto Distance","paret"
"1120",0.418918918918919,"x1",1,"sig","Pareto Distance","paret"
"1121",0.418918918918919,"x1",0.51,"rad","Utopia Distance","paret"
"1122",0.418918918918919,"x1",0.0513333333333333,"lin","Utopia Distance","paret"
"1123",0.418918918918919,"x1",0,"pol","Utopia Distance","paret"
"1124",0.418918918918919,"x1",0,"sig","Utopia Distance","paret"
"1125",0.418918918918919,"x1",0.856666666666667,"rad","Threshold Cutoff","paret"
"1126",0.418918918918919,"x1",0.879333333333333,"lin","Threshold Cutoff","paret"
"1127",0.418918918918919,"x1",1,"pol","Threshold Cutoff","paret"
"1128",0.418918918918919,"x1",1,"sig","Threshold Cutoff","paret"
"1129",0.418918918918919,"x2",0.868,"rad","Pareto Distance","paret"
"1130",0.418918918918919,"x2",0.885333333333333,"lin","Pareto Distance","paret"
"1131",0.418918918918919,"x2",1,"pol","Pareto Distance","paret"
"1132",0.418918918918919,"x2",1,"sig","Pareto Distance","paret"
"1133",0.418918918918919,"x2",0.443333333333333,"rad","Utopia Distance","paret"
"1134",0.418918918918919,"x2",0.134666666666667,"lin","Utopia Distance","paret"
"1135",0.418918918918919,"x2",0,"pol","Utopia Distance","paret"
"1136",0.418918918918919,"x2",0,"sig","Utopia Distance","paret"
"1137",0.418918918918919,"x2",0.864666666666667,"rad","Threshold Cutoff","paret"
"1138",0.418918918918919,"x2",0.841333333333333,"lin","Threshold Cutoff","paret"
"1139",0.418918918918919,"x2",1,"pol","Threshold Cutoff","paret"
"1140",0.418918918918919,"x2",1,"sig","Threshold Cutoff","paret"
"1141",0.418918918918919,"x3",0.867333333333333,"rad","Pareto Distance","paret"
"1142",0.418918918918919,"x3",0.982,"lin","Pareto Distance","paret"
"1143",0.418918918918919,"x3",1,"pol","Pareto Distance","paret"
"1144",0.418918918918919,"x3",1,"sig","Pareto Distance","paret"
"1145",0.418918918918919,"x3",0.448666666666667,"rad","Utopia Distance","paret"
"1146",0.418918918918919,"x3",0.036,"lin","Utopia Distance","paret"
"1147",0.418918918918919,"x3",0,"pol","Utopia Distance","paret"
"1148",0.418918918918919,"x3",0,"sig","Utopia Distance","paret"
"1149",0.418918918918919,"x3",0.870666666666667,"rad","Threshold Cutoff","paret"
"1150",0.418918918918919,"x3",0.925333333333333,"lin","Threshold Cutoff","paret"
"1151",0.418918918918919,"x3",1,"pol","Threshold Cutoff","paret"
"1152",0.418918918918919,"x3",1,"sig","Threshold Cutoff","paret"
"1153",0.432432432432432,"x1",0.884,"rad","Pareto Distance","paret"
"1154",0.432432432432432,"x1",0.915333333333333,"lin","Pareto Distance","paret"
"1155",0.432432432432432,"x1",1,"pol","Pareto Distance","paret"
"1156",0.432432432432432,"x1",1,"sig","Pareto Distance","paret"
"1157",0.432432432432432,"x1",0.494666666666667,"rad","Utopia Distance","paret"
"1158",0.432432432432432,"x1",0.04,"lin","Utopia Distance","paret"
"1159",0.432432432432432,"x1",0,"pol","Utopia Distance","paret"
"1160",0.432432432432432,"x1",0,"sig","Utopia Distance","paret"
"1161",0.432432432432432,"x1",0.877333333333333,"rad","Threshold Cutoff","paret"
"1162",0.432432432432432,"x1",0.900666666666667,"lin","Threshold Cutoff","paret"
"1163",0.432432432432432,"x1",1,"pol","Threshold Cutoff","paret"
"1164",0.432432432432432,"x1",1,"sig","Threshold Cutoff","paret"
"1165",0.432432432432432,"x2",0.886,"rad","Pareto Distance","paret"
"1166",0.432432432432432,"x2",0.903333333333333,"lin","Pareto Distance","paret"
"1167",0.432432432432432,"x2",1,"pol","Pareto Distance","paret"
"1168",0.432432432432432,"x2",1,"sig","Pareto Distance","paret"
"1169",0.432432432432432,"x2",0.441333333333333,"rad","Utopia Distance","paret"
"1170",0.432432432432432,"x2",0.132,"lin","Utopia Distance","paret"
"1171",0.432432432432432,"x2",0,"pol","Utopia Distance","paret"
"1172",0.432432432432432,"x2",0,"sig","Utopia Distance","paret"
"1173",0.432432432432432,"x2",0.880666666666667,"rad","Threshold Cutoff","paret"
"1174",0.432432432432432,"x2",0.854,"lin","Threshold Cutoff","paret"
"1175",0.432432432432432,"x2",1,"pol","Threshold Cutoff","paret"
"1176",0.432432432432432,"x2",1,"sig","Threshold Cutoff","paret"
"1177",0.432432432432432,"x3",0.884666666666667,"rad","Pareto Distance","paret"
"1178",0.432432432432432,"x3",0.99,"lin","Pareto Distance","paret"
"1179",0.432432432432432,"x3",1,"pol","Pareto Distance","paret"
"1180",0.432432432432432,"x3",1,"sig","Pareto Distance","paret"
"1181",0.432432432432432,"x3",0.411333333333333,"rad","Utopia Distance","paret"
"1182",0.432432432432432,"x3",0.0426666666666667,"lin","Utopia Distance","paret"
"1183",0.432432432432432,"x3",0,"pol","Utopia Distance","paret"
"1184",0.432432432432432,"x3",0,"sig","Utopia Distance","paret"
"1185",0.432432432432432,"x3",0.885333333333333,"rad","Threshold Cutoff","paret"
"1186",0.432432432432432,"x3",0.956666666666667,"lin","Threshold Cutoff","paret"
"1187",0.432432432432432,"x3",1,"pol","Threshold Cutoff","paret"
"1188",0.432432432432432,"x3",1,"sig","Threshold Cutoff","paret"
"1189",0.445945945945946,"x1",0.89,"rad","Pareto Distance","paret"
"1190",0.445945945945946,"x1",0.924666666666667,"lin","Pareto Distance","paret"
"1191",0.445945945945946,"x1",1,"pol","Pareto Distance","paret"
"1192",0.445945945945946,"x1",1,"sig","Pareto Distance","paret"
"1193",0.445945945945946,"x1",0.465333333333333,"rad","Utopia Distance","paret"
"1194",0.445945945945946,"x1",0.0233333333333333,"lin","Utopia Distance","paret"
"1195",0.445945945945946,"x1",0,"pol","Utopia Distance","paret"
"1196",0.445945945945946,"x1",0,"sig","Utopia Distance","paret"
"1197",0.445945945945946,"x1",0.880666666666667,"rad","Threshold Cutoff","paret"
"1198",0.445945945945946,"x1",0.911333333333333,"lin","Threshold Cutoff","paret"
"1199",0.445945945945946,"x1",1,"pol","Threshold Cutoff","paret"
"1200",0.445945945945946,"x1",1,"sig","Threshold Cutoff","paret"
"1201",0.445945945945946,"x2",0.908,"rad","Pareto Distance","paret"
"1202",0.445945945945946,"x2",0.92,"lin","Pareto Distance","paret"
"1203",0.445945945945946,"x2",1,"pol","Pareto Distance","paret"
"1204",0.445945945945946,"x2",1,"sig","Pareto Distance","paret"
"1205",0.445945945945946,"x2",0.449333333333333,"rad","Utopia Distance","paret"
"1206",0.445945945945946,"x2",0.138666666666667,"lin","Utopia Distance","paret"
"1207",0.445945945945946,"x2",0,"pol","Utopia Distance","paret"
"1208",0.445945945945946,"x2",0,"sig","Utopia Distance","paret"
"1209",0.445945945945946,"x2",0.900666666666667,"rad","Threshold Cutoff","paret"
"1210",0.445945945945946,"x2",0.878,"lin","Threshold Cutoff","paret"
"1211",0.445945945945946,"x2",1,"pol","Threshold Cutoff","paret"
"1212",0.445945945945946,"x2",1,"sig","Threshold Cutoff","paret"
"1213",0.445945945945946,"x3",0.882666666666667,"rad","Pareto Distance","paret"
"1214",0.445945945945946,"x3",0.996,"lin","Pareto Distance","paret"
"1215",0.445945945945946,"x3",1,"pol","Pareto Distance","paret"
"1216",0.445945945945946,"x3",1,"sig","Pareto Distance","paret"
"1217",0.445945945945946,"x3",0.46,"rad","Utopia Distance","paret"
"1218",0.445945945945946,"x3",0.0513333333333333,"lin","Utopia Distance","paret"
"1219",0.445945945945946,"x3",0,"pol","Utopia Distance","paret"
"1220",0.445945945945946,"x3",0,"sig","Utopia Distance","paret"
"1221",0.445945945945946,"x3",0.886,"rad","Threshold Cutoff","paret"
"1222",0.445945945945946,"x3",0.976,"lin","Threshold Cutoff","paret"
"1223",0.445945945945946,"x3",1,"pol","Threshold Cutoff","paret"
"1224",0.445945945945946,"x3",1,"sig","Threshold Cutoff","paret"
"1225",0.459459459459459,"x1",0.89,"rad","Pareto Distance","paret"
"1226",0.459459459459459,"x1",0.916666666666667,"lin","Pareto Distance","paret"
"1227",0.459459459459459,"x1",1,"pol","Pareto Distance","paret"
"1228",0.459459459459459,"x1",1,"sig","Pareto Distance","paret"
"1229",0.459459459459459,"x1",0.446,"rad","Utopia Distance","paret"
"1230",0.459459459459459,"x1",0.0193333333333333,"lin","Utopia Distance","paret"
"1231",0.459459459459459,"x1",0,"pol","Utopia Distance","paret"
"1232",0.459459459459459,"x1",0,"sig","Utopia Distance","paret"
"1233",0.459459459459459,"x1",0.881333333333333,"rad","Threshold Cutoff","paret"
"1234",0.459459459459459,"x1",0.918,"lin","Threshold Cutoff","paret"
"1235",0.459459459459459,"x1",1,"pol","Threshold Cutoff","paret"
"1236",0.459459459459459,"x1",1,"sig","Threshold Cutoff","paret"
"1237",0.459459459459459,"x2",0.888,"rad","Pareto Distance","paret"
"1238",0.459459459459459,"x2",0.902666666666667,"lin","Pareto Distance","paret"
"1239",0.459459459459459,"x2",1,"pol","Pareto Distance","paret"
"1240",0.459459459459459,"x2",1,"sig","Pareto Distance","paret"
"1241",0.459459459459459,"x2",0.446,"rad","Utopia Distance","paret"
"1242",0.459459459459459,"x2",0.116666666666667,"lin","Utopia Distance","paret"
"1243",0.459459459459459,"x2",0,"pol","Utopia Distance","paret"
"1244",0.459459459459459,"x2",0,"sig","Utopia Distance","paret"
"1245",0.459459459459459,"x2",0.880666666666667,"rad","Threshold Cutoff","paret"
"1246",0.459459459459459,"x2",0.86,"lin","Threshold Cutoff","paret"
"1247",0.459459459459459,"x2",1,"pol","Threshold Cutoff","paret"
"1248",0.459459459459459,"x2",1,"sig","Threshold Cutoff","paret"
"1249",0.459459459459459,"x3",0.884,"rad","Pareto Distance","paret"
"1250",0.459459459459459,"x3",0.999333333333333,"lin","Pareto Distance","paret"
"1251",0.459459459459459,"x3",1,"pol","Pareto Distance","paret"
"1252",0.459459459459459,"x3",1,"sig","Pareto Distance","paret"
"1253",0.459459459459459,"x3",0.468,"rad","Utopia Distance","paret"
"1254",0.459459459459459,"x3",0.0606666666666667,"lin","Utopia Distance","paret"
"1255",0.459459459459459,"x3",0,"pol","Utopia Distance","paret"
"1256",0.459459459459459,"x3",0,"sig","Utopia Distance","paret"
"1257",0.459459459459459,"x3",0.889333333333333,"rad","Threshold Cutoff","paret"
"1258",0.459459459459459,"x3",0.997333333333333,"lin","Threshold Cutoff","paret"
"1259",0.459459459459459,"x3",1,"pol","Threshold Cutoff","paret"
"1260",0.459459459459459,"x3",1,"sig","Threshold Cutoff","paret"
"1261",0.472972972972973,"x1",0.898,"rad","Pareto Distance","paret"
"1262",0.472972972972973,"x1",0.931333333333333,"lin","Pareto Distance","paret"
"1263",0.472972972972973,"x1",1,"pol","Pareto Distance","paret"
"1264",0.472972972972973,"x1",1,"sig","Pareto Distance","paret"
"1265",0.472972972972973,"x1",0.412,"rad","Utopia Distance","paret"
"1266",0.472972972972973,"x1",0.0173333333333333,"lin","Utopia Distance","paret"
"1267",0.472972972972973,"x1",0,"pol","Utopia Distance","paret"
"1268",0.472972972972973,"x1",0,"sig","Utopia Distance","paret"
"1269",0.472972972972973,"x1",0.889333333333333,"rad","Threshold Cutoff","paret"
"1270",0.472972972972973,"x1",0.934666666666667,"lin","Threshold Cutoff","paret"
"1271",0.472972972972973,"x1",1,"pol","Threshold Cutoff","paret"
"1272",0.472972972972973,"x1",1,"sig","Threshold Cutoff","paret"
"1273",0.472972972972973,"x2",0.884,"rad","Pareto Distance","paret"
"1274",0.472972972972973,"x2",0.895333333333333,"lin","Pareto Distance","paret"
"1275",0.472972972972973,"x2",1,"pol","Pareto Distance","paret"
"1276",0.472972972972973,"x2",1,"sig","Pareto Distance","paret"
"1277",0.472972972972973,"x2",0.418666666666667,"rad","Utopia Distance","paret"
"1278",0.472972972972973,"x2",0.118,"lin","Utopia Distance","paret"
"1279",0.472972972972973,"x2",0,"pol","Utopia Distance","paret"
"1280",0.472972972972973,"x2",0,"sig","Utopia Distance","paret"
"1281",0.472972972972973,"x2",0.880666666666667,"rad","Threshold Cutoff","paret"
"1282",0.472972972972973,"x2",0.849333333333333,"lin","Threshold Cutoff","paret"
"1283",0.472972972972973,"x2",1,"pol","Threshold Cutoff","paret"
"1284",0.472972972972973,"x2",1,"sig","Threshold Cutoff","paret"
"1285",0.472972972972973,"x3",0.913333333333333,"rad","Pareto Distance","paret"
"1286",0.472972972972973,"x3",1,"lin","Pareto Distance","paret"
"1287",0.472972972972973,"x3",1,"pol","Pareto Distance","paret"
"1288",0.472972972972973,"x3",1,"sig","Pareto Distance","paret"
"1289",0.472972972972973,"x3",0.475333333333333,"rad","Utopia Distance","paret"
"1290",0.472972972972973,"x3",0.0613333333333333,"lin","Utopia Distance","paret"
"1291",0.472972972972973,"x3",0,"pol","Utopia Distance","paret"
"1292",0.472972972972973,"x3",0,"sig","Utopia Distance","paret"
"1293",0.472972972972973,"x3",0.916,"rad","Threshold Cutoff","paret"
"1294",0.472972972972973,"x3",1,"lin","Threshold Cutoff","paret"
"1295",0.472972972972973,"x3",1,"pol","Threshold Cutoff","paret"
"1296",0.472972972972973,"x3",1,"sig","Threshold Cutoff","paret"
"1297",0.486486486486487,"x1",0.902666666666667,"rad","Pareto Distance","paret"
"1298",0.486486486486487,"x1",0.928,"lin","Pareto Distance","paret"
"1299",0.486486486486487,"x1",1,"pol","Pareto Distance","paret"
"1300",0.486486486486487,"x1",1,"sig","Pareto Distance","paret"
"1301",0.486486486486487,"x1",0.407333333333333,"rad","Utopia Distance","paret"
"1302",0.486486486486487,"x1",0.00866666666666667,"lin","Utopia Distance","paret"
"1303",0.486486486486487,"x1",0,"pol","Utopia Distance","paret"
"1304",0.486486486486487,"x1",0,"sig","Utopia Distance","paret"
"1305",0.486486486486487,"x1",0.897333333333333,"rad","Threshold Cutoff","paret"
"1306",0.486486486486487,"x1",0.936666666666667,"lin","Threshold Cutoff","paret"
"1307",0.486486486486487,"x1",1,"pol","Threshold Cutoff","paret"
"1308",0.486486486486487,"x1",1,"sig","Threshold Cutoff","paret"
"1309",0.486486486486487,"x2",0.887333333333333,"rad","Pareto Distance","paret"
"1310",0.486486486486487,"x2",0.9,"lin","Pareto Distance","paret"
"1311",0.486486486486487,"x2",1,"pol","Pareto Distance","paret"
"1312",0.486486486486487,"x2",1,"sig","Pareto Distance","paret"
"1313",0.486486486486487,"x2",0.465333333333333,"rad","Utopia Distance","paret"
"1314",0.486486486486487,"x2",0.122,"lin","Utopia Distance","paret"
"1315",0.486486486486487,"x2",0,"pol","Utopia Distance","paret"
"1316",0.486486486486487,"x2",0,"sig","Utopia Distance","paret"
"1317",0.486486486486487,"x2",0.886666666666667,"rad","Threshold Cutoff","paret"
"1318",0.486486486486487,"x2",0.854666666666667,"lin","Threshold Cutoff","paret"
"1319",0.486486486486487,"x2",1,"pol","Threshold Cutoff","paret"
"1320",0.486486486486487,"x2",1,"sig","Threshold Cutoff","paret"
"1321",0.486486486486487,"x3",0.912666666666667,"rad","Pareto Distance","paret"
"1322",0.486486486486487,"x3",1,"lin","Pareto Distance","paret"
"1323",0.486486486486487,"x3",1,"pol","Pareto Distance","paret"
"1324",0.486486486486487,"x3",1,"sig","Pareto Distance","paret"
"1325",0.486486486486487,"x3",0.443333333333333,"rad","Utopia Distance","paret"
"1326",0.486486486486487,"x3",0.066,"lin","Utopia Distance","paret"
"1327",0.486486486486487,"x3",0,"pol","Utopia Distance","paret"
"1328",0.486486486486487,"x3",0,"sig","Utopia Distance","paret"
"1329",0.486486486486487,"x3",0.918,"rad","Threshold Cutoff","paret"
"1330",0.486486486486487,"x3",1,"lin","Threshold Cutoff","paret"
"1331",0.486486486486487,"x3",1,"pol","Threshold Cutoff","paret"
"1332",0.486486486486487,"x3",1,"sig","Threshold Cutoff","paret"
"1333",0.5,"x1",0.918666666666667,"rad","Pareto Distance","paret"
"1334",0.5,"x1",0.945333333333333,"lin","Pareto Distance","paret"
"1335",0.5,"x1",1,"pol","Pareto Distance","paret"
"1336",0.5,"x1",1,"sig","Pareto Distance","paret"
"1337",0.5,"x1",0.359333333333333,"rad","Utopia Distance","paret"
"1338",0.5,"x1",0.004,"lin","Utopia Distance","paret"
"1339",0.5,"x1",0,"pol","Utopia Distance","paret"
"1340",0.5,"x1",0,"sig","Utopia Distance","paret"
"1341",0.5,"x1",0.914,"rad","Threshold Cutoff","paret"
"1342",0.5,"x1",0.955333333333333,"lin","Threshold Cutoff","paret"
"1343",0.5,"x1",1,"pol","Threshold Cutoff","paret"
"1344",0.5,"x1",1,"sig","Threshold Cutoff","paret"
"1345",0.5,"x2",0.891333333333333,"rad","Pareto Distance","paret"
"1346",0.5,"x2",0.906666666666667,"lin","Pareto Distance","paret"
"1347",0.5,"x2",1,"pol","Pareto Distance","paret"
"1348",0.5,"x2",1,"sig","Pareto Distance","paret"
"1349",0.5,"x2",0.446,"rad","Utopia Distance","paret"
"1350",0.5,"x2",0.109333333333333,"lin","Utopia Distance","paret"
"1351",0.5,"x2",0,"pol","Utopia Distance","paret"
"1352",0.5,"x2",0,"sig","Utopia Distance","paret"
"1353",0.5,"x2",0.887333333333333,"rad","Threshold Cutoff","paret"
"1354",0.5,"x2",0.863333333333333,"lin","Threshold Cutoff","paret"
"1355",0.5,"x2",1,"pol","Threshold Cutoff","paret"
"1356",0.5,"x2",1,"sig","Threshold Cutoff","paret"
"1357",0.5,"x3",0.91,"rad","Pareto Distance","paret"
"1358",0.5,"x3",1,"lin","Pareto Distance","paret"
"1359",0.5,"x3",1,"pol","Pareto Distance","paret"
"1360",0.5,"x3",1,"sig","Pareto Distance","paret"
"1361",0.5,"x3",0.479333333333333,"rad","Utopia Distance","paret"
"1362",0.5,"x3",0.072,"lin","Utopia Distance","paret"
"1363",0.5,"x3",0,"pol","Utopia Distance","paret"
"1364",0.5,"x3",0,"sig","Utopia Distance","paret"
"1365",0.5,"x3",0.915333333333333,"rad","Threshold Cutoff","paret"
"1366",0.5,"x3",1,"lin","Threshold Cutoff","paret"
"1367",0.5,"x3",1,"pol","Threshold Cutoff","paret"
"1368",0.5,"x3",1,"sig","Threshold Cutoff","paret"
"1369",0.513513513513514,"x1",0.914666666666667,"rad","Pareto Distance","paret"
"1370",0.513513513513514,"x1",0.946666666666667,"lin","Pareto Distance","paret"
"1371",0.513513513513514,"x1",1,"pol","Pareto Distance","paret"
"1372",0.513513513513514,"x1",1,"sig","Pareto Distance","paret"
"1373",0.513513513513514,"x1",0.328666666666667,"rad","Utopia Distance","paret"
"1374",0.513513513513514,"x1",0.00133333333333333,"lin","Utopia Distance","paret"
"1375",0.513513513513514,"x1",0,"pol","Utopia Distance","paret"
"1376",0.513513513513514,"x1",0,"sig","Utopia Distance","paret"
"1377",0.513513513513514,"x1",0.906,"rad","Threshold Cutoff","paret"
"1378",0.513513513513514,"x1",0.961333333333333,"lin","Threshold Cutoff","paret"
"1379",0.513513513513514,"x1",1,"pol","Threshold Cutoff","paret"
"1380",0.513513513513514,"x1",1,"sig","Threshold Cutoff","paret"
"1381",0.513513513513514,"x2",0.900666666666667,"rad","Pareto Distance","paret"
"1382",0.513513513513514,"x2",0.917333333333333,"lin","Pareto Distance","paret"
"1383",0.513513513513514,"x2",1,"pol","Pareto Distance","paret"
"1384",0.513513513513514,"x2",1,"sig","Pareto Distance","paret"
