"","X","pka1","pka2","logA","Na.A","Energy.kJ.mol","Flux.mol.m2s","mConc"
"1",1,7.75,2.75,-0.75,0.7,9.72890120837201,0.0061317,0.5
"2",2,5.89145821298007,4.32628424128052,-0.829777751816437,-3.06708369439002,11.5204127319793,0.0064879,0.5
"3",3,4.00295361049939,4.63493040390313,-1.20235350436997,-1.97742384867743,8.7779761358703,0.0053304,0.5
"4",4,6.61844249791466,4.21574345580302,-0.313761682366021,-6.17019390743226,13.8307770639065,0.0093196,0.5
"5",5,6.38321276002561,4.42351876129015,-0.7922841122359,-3.96327353269283,13.5151488920639,0.0065986,0.5
"6",6,7.21135701303432,4.96871568632372,-0.313242705513493,-3.98530271655871,18.553371505996,0.009348,0.5
"7",7,11.1093258162686,5.5,-0.3,-7,34.179131381617,0.012343,0.5
"8",8,11.3692951320571,5.5,-0.3,-5.21133871405921,34.8837517783853,0.012346,0.5
"9",9,10.2554879041261,5.5,-0.3,-7,31.7993377002368,0.012271,0.5
"10",10,11.2714857602174,5.5,-0.3,-4.14430772023294,34.6188826100397,0.012345,0.5
"11",11,9.92770605179013,5.5,-0.3,-4.96838561183242,30.8473955461253,0.012181,0.5
"12",12,10.0994842946107,5.36580455193126,-0.3,-4.1226910687888,31.3341642172857,0.012194,0.5
"13",13,10.6365278394608,5.5,-0.3,-4.63484415792009,32.8749357511136,0.01232,0.5
"14",1,7.75,2.75,-0.75,0.7,9.72890120837201,0.0061317,3
"15",2,5.89145821298007,4.32628424128052,-0.829777751816437,-3.06708369439002,11.5204127319793,0.0064879,3
"16",3,4.00295361049939,4.63493040390313,-1.20235350436997,-1.97742384867743,8.7779761358703,0.0053304,3
"17",4,6.61844249791466,4.21574345580302,-0.313761682366021,-6.17019390743226,13.8307770639065,0.0093196,3
"18",5,7.08962190616876,4.6425938497996,0.36044512654189,-3.73480951560196,17.4993090735674,0.01914,3
"19",6,7.85231305397363,2.92704423439531,-0.298612497252914,-2.984248393391,16.557571669383,0.0094483,3
"20",7,6.38321276002561,4.42351876129015,-0.7922841122359,-3.96327353269283,13.5151488920639,0.0065986,3
"21",8,11.1723689423386,5.49999999999963,0.5,-3.73602104640958,38.2535087336262,0.030962,3
"22",9,12.0124985984646,5.5,0.5,-3.75350985950452,40.8014874041224,0.031116,3
"23",10,11.6237306247735,5.5,0.5,-3.13887650729601,39.624934107954,0.031078,3
"24",11,9.64448658598436,5.5,0.499999998852655,-5.46069611621872,33.0543756911974,0.027868,3
"25",1,7.75,2.75,0.5,-3.15,16.3385293141824,0.02247,7
"26",2,7.75,2.75,-0.75,0.7,9.72890120837201,0.0061317,7
"27",3,5.89145821298007,4.32628424128052,-0.829777751816437,-3.06708369439002,11.5204127319793,0.0064879,7
"28",4,4.00295361049939,4.63493040390313,-1.20235350436997,-1.97742384867743,8.7779761358703,0.0053304,7
"29",5,6.61844249791466,4.21574345580302,-0.313761682366021,-6.17019390743226,13.8307770639065,0.0093196,7
"30",6,6.38321276002561,4.42351876129015,-0.7922841122359,-3.96327353269283,13.5151488920639,0.0065986,7
"31",7,12.1248416255744,5.5,0.793204248525418,-7,43.3651941533995,0.043676,7
"32",8,13.5,5.5,0.85,-5.83856082527156,48.148244141921,0.046514,7
"33",9,13.5,4.28771654432479,0.85,-7,48.1437371585604,0.046467,7
