"","pka1","pka2","logA","Na.A","Energy.kJ.mol","Flux.mol.m2s"
"1",7.75,2.75,-0.75,0.7,0.988063793393999,-0.0061317
"2",5.89145821298007,4.32628424128052,-0.829777751816437,-3.06708369439002,1.06146803846308,-0.0064879
"3",4.00295361049939,4.63493040390313,-1.20235350436997,-1.97742384867743,0.943394395821562,-0.0053304
"4",6.61844249791466,4.21574345580302,-0.313761682366021,-6.17019390743226,1.14084658105553,-0.0093196
"5",7.85231305397363,2.92704423439531,-0.298612497252914,-2.984248393391,1.21899664356493,-0.0094483
"6",6.38321276002561,4.42351876129015,-0.7922841122359,-3.96327353269283,1.13082083454422,-0.0065986
"7",13.5,5.5,-0.0973578428858752,-0.147138248394364,1.50604533946321,-0.012624
"8",10.9995422704586,5.5,-0.00772172632574687,-7,1.54518391538655,-0.017207
"9",11.2439173517991,5.5,-0.254735360650736,-5.16859209990926,1.54085508687224,-0.012985
"10",11.6980798039953,5.5,0,-7,1.56929594589056,-0.017394
