"","X","pka1","pka2","logA","Na.A","Energy.kJ.mol","Flux.mol.m2s","mConc"
"275",275,10.3607591362555,4.39812424284654,-0.760198146415855,-7,30.282501297304,0.00077091,0.5
"276",276,10.257863594407,3.56738719348305,-1.01738518331634,-6.12965361006044,28.5234679532244,0.00063059,0.5
"277",277,12.6183238521192,5.5,-0.3,-7,38.0705520622132,0.0012262,0.5
"278",278,13.5,5.5,-0.851271714201871,-0.0526849513782405,25.4975663816359,0.00056483,0.5
"279",279,10.6144770252821,5.49999998786659,-0.404536489525604,-5.97805044613592,32.4259614093143,0.0010999,0.5
"280",280,2,0,-0.3,-7,1168.28944321663,-0.0543,0.5
"281",281,13.5,4.60634463605478,-0.3,-6.22292604856965,39.7511717223315,0.0011785,0.5
"282",282,7.87101985362758,5.5,-1.1315423107094,-1.64409898425839,21.2433842908094,0.00058917,0.5
"283",283,10.4240648910057,1.77879218967351,-0.771797592252975,-4.39664809937006,27.0799656786608,0.00066658,0.5
"284",284,11.3971654025318,3.33231166100483,-0.407420147788666,-7,34.306034028086,0.0010517,0.5
"285",285,5.23241944082598,4.64206149558353,-1.33053488605642,-4.02525974018967,11.0132804130892,0.00052752,0.5
"286",286,13.5,0.483940466759888,-0.840479098600158,-6.39174787739963,35.4100810966233,0.00064602,0.5
"287",287,6.44741811684527,5.49723612643052,-1.13264607289587,-4.80018846030528,16.06886599272,0.00057489,0.5
"288",288,8.20293097369167,0.842239040832404,-1.15508410912187,-6.56451022309916,14.6510080304764,0.00044355,0.5
"289",289,11.0960837846829,2.95656868001337,-0.752030987818562,-6.04706065803721,31.8689064797129,0.00074792,0.5
"290",290,13.5,2.18880003646554,-0.853037160856184,-7,35.6620067271988,0.00067176,0.5
"291",291,13.5,5.5,-1.05072655353321,-3.93541930220047,33.4153360770201,0.00059073,0.5
"292",292,7.52784274512057,5.5,-1.07158937899102,-6.25581533693829,20.3908855263196,0.00059677,0.5
"293",293,11.3709691069519,4.15304431380097,-0.3,-6.02902094238759,34.8391199347423,0.0012208,0.5
"294",294,10.8232788866248,4.62511467885076,-0.712645403579848,-6.12029534952787,31.7497766485611,0.00081125,0.5
"295",295,7.46593646857196,3.69381431370606,-1.04337021393182,-6.45171703304036,16.9254587441913,0.00059125,0.5
"296",296,8.63635660975268,2.56100878286273,-0.952865525847022,-6.6073569985678,20.0611544413323,0.00061132,0.5
"297",297,5.08592836158132,4.36220844512808,-1.37969315780979,-3.47411604407011,10.2539531956087,0.00047546,0.5
"298",298,6.23376631142606,4.7789500506408,-1.29744302912476,-4.23510318062454,14.2294592607296,0.00055135,0.5
"299",299,9.52927258337126,4.85353628320735,-0.898123094599236,-4.1704165116347,27.4547097687665,0.00068997,0.5
"300",300,11.5021330704773,5.5,-1.03059782468398,-4.39531207315093,31.4497924326549,0.00064127,0.5
"301",301,12.6198245584369,4.60256891808248,-0.973554757041213,-3.84774336845034,33.7426630373833,0.00065021,0.5
"302",302,12.7005493078979,1.49871455685979,-0.896796429744271,-5.4218373215051,34.3400950601644,0.00066622,0.5
"303",1,2,2.75,-0.75,-3.15,414.325483723484,-0.04489,0.5
"304",2,13.5,2.75,-0.75,-3.15,36.5759588391818,0.00073139,0.5
"305",3,7.75,0,-0.75,-3.15,23.6057072739458,-0.0014918,0.5
"306",4,7.75,5.5,-0.75,-3.15,21.9707642186262,0.0007042,0.5
"307",5,7.75,2.75,-2,-3.15,213.782293898204,-0.014534,0.5
"308",6,7.75,2.75,-0.75,-7,15.8574317208048,0.00067345,0.5
"309",7,7.75,2.75,-0.75,0.7,9.72890120837201,0.00031514,0.5
"310",8,2,0,-2,-7,21.1200759368147,-0.034131,0.5
"311",9,13.5,0,-2,-7,214.847447944871,-0.014524,0.5
"312",10,2,5.5,-2,-7,83.9814746696355,-0.017067,0.5
"313",11,13.5,5.5,-2,-7,214.847587466069,-0.014524,0.5
"314",12,2,0,-2,0.7,14.6263859683121,-0.053934,0.5
"315",13,13.5,0,-2,0.7,122.223303689916,-0.014515,0.5
"316",14,2,5.5,-2,0.7,25.4639722433978,-0.020953,0.5
"317",15,13.5,5.5,-2,0.7,122.223609363264,-0.014515,0.5
"318",16,5.77757297968492,5.03769879986066,-0.930072337388992,-4.84590432916302,12.8486528821992,0.00061756,0.5
"319",17,2.91663235484157,4.02712177974172,0.234880324103869,-6.72005386087112,3490.68696038306,-0.048192,3
"320",18,13.4835997184273,4.11896405939478,0.241745857172646,-6.51596115170978,43.1043880806402,0.0022703,3
"321",19,7.70583732088562,5.12961188342888,-0.0734388547716662,-0.956525596464052,20.7696731897998,0.0011845,3
"322",20,8.83915653196163,2.9452816991834,-0.417074722237885,-3.20176520119421,21.8766549305413,0.00085117,0.5
"323",21,12.6678504934534,4.50767914659809,0.0913259690860286,-6.99912229550537,40.195122968938,0.001928,3
"324",22,6.7551531183999,3.33373010670766,-0.954951471532695,-6.73817566649523,12.7647313227308,0.00060542,0.5
"325",23,7.32363866339438,0.930684465682134,-0.317516794195399,-5.70477747255936,16.8202898384384,-0.00035285,0.5
"326",24,3.67460982559714,3.04322758980561,-1.25349718949292,-1.06987667335197,247.681349036026,-0.015949,0.5
"327",25,7.11503533786163,1.4339938116027,-0.576620887033641,-6.2886833401164,12.5714711443669,0.00029184,0.5
"328",26,10.5004687514156,0.684897314873524,-0.737810833845288,0.11681686048396,19.5902488375275,0.0005969,0.5
"329",27,6.13728711579461,0.052015176624991,-1.63468550588004,-2.8126339409966,76.923437910566,-0.023284,0.5
"330",28,9.63247163780034,0.246052091475576,-1.15571267192718,-1.05426446474157,19.0364942677321,0.00053294,0.5
"331",29,9.98427739262115,1.51982609496918,-0.0184791365172714,-4.23500904077664,24.4908807083711,0.001241,3
"332",30,7.90584889485035,5.15536402969155,-1.02790641703177,-2.79202929583844,21.5417352383425,0.0006077,0.5
"333",31,9.51491877622902,3.36301377543714,-0.902613460668363,-5.0226547755301,25.9155282583212,0.00063714,0.5
"334",32,10.4681713860482,3.71687104168814,0.391209846246056,-5.90955213978887,33.6352930163443,0.0021578,3
"335",33,4.89697635942139,3.16976766544394,0.411507440265268,-1.98642404114362,3147.81904566349,-0.010193,3
"336",34,2.04867168271448,5.18770853895694,-1.80540970689617,-2.82633102759719,161.448143678041,-0.013427,0.5
"337",35,2.34147747396491,1.40370883815922,-0.257718750392087,-5.18818457634188,1315.04850753376,-0.064848,3
"338",36,4.96101047762204,4.16813096217811,-1.3459608667763,-3.15937445654999,9.57490910161671,0.00041201,0.5
"339",37,10.2152962497203,0.217857779352926,-0.120586461736821,-4.54254634014796,21.9689965710605,0.0009844,3
"340",38,10.5029724771157,2.64503188000526,-1.21094997902401,-5.57122805544641,27.3395388114394,0.00056968,0.5
"341",39,5.68053313624114,2.49574965878855,-0.771974805858918,-0.00336798347998357,1039.28582800793,-0.0038681,0.5
"342",40,8.20684450224508,2.08216670271941,-1.25313729909249,-6.17233008476906,17.5393954491389,0.00055173,0.5
"343",41,11.1494101808639,0.45577781368047,-1.3288464343641,0.29161936591845,18.5261321887047,0.00050179,0.5
"344",42,12.1055304493057,0.841448643710464,-1.14811943541281,-5.1010251368396,30.1069221469232,0.00056215,0.5
"345",43,7.79329164722003,0.0972223373828456,-1.13944048574194,-6.566623062687,17.091713293394,-0.00095517,0.5
"346",44,13.5,5.5,-2,-2.74169886783928,214.500029532166,-0.014523,0.5
"347",45,13.5,3.32102651385802,-2,-1.04743839874494,200.731678720488,-0.014505,0.5
"348",46,13.5,3.48599037934719,-2,-4.79954822313245,214.844551570741,-0.014524,0.5
"349",47,13.5,1.13160153899374,-2,-3.05195953664662,214.677093394088,-0.014524,0.5
"350",48,11.5129720757477,5.5,-2,-0.849121143137462,194.615607502242,-0.014501,0.5
"351",49,13.5,2.44995009580877,-2,0.7,122.223608279532,-0.014515,0.5
"352",50,13.5,2.50788763848611,-2,-7,214.847587033247,-0.014524,0.5
"353",51,11.6841244251424,3.70416602627328,-2,-2.94014156396474,214.627076845403,-0.014524,0.5
"354",52,10.1872740916016,5.5,-2,0.7,122.219979453667,-0.014515,0.5
"355",53,13.5,0,-2,-4.70033627693777,214.843628059359,-0.014524,0.5
"356",54,11.9482654517873,3.91676248609471,-2,0.7,122.223546853817,-0.014515,0.5
"357",55,13.5,5.5,-2,-4.82623591627007,214.844733696007,-0.014524,0.5
"358",56,13.5,0,-2,-1.45770189625042,208.66785858507,-0.014512,0.5
"359",57,11.5882299747617,1.69603269170066,-2,-1.03150886471066,200.301238269832,-0.014504,0.5
"360",58,11.7126899596959,1.79088179799031,-2,-4.66294575233027,214.843199278281,-0.014524,0.5
"361",59,10.1750390468417,5.5,-2,-2.58953735014568,214.352100361215,-0.014523,0.5
"362",60,13.5,2.82823361457216,-2,-2.7643931081504,214.517654273809,-0.014523,0.5
"363",61,10.2127015016043,0.652564162292367,-1.99999999978563,-0.254302174742638,166.720416283092,-0.014498,0.5
"364",62,9.96329273510589,3.54526592215848,-2,-0.684052745429709,188.218178134952,-0.014499,0.5
"365",63,13.5,5.5,-2,-1.04144184105245,200.570981396102,-0.014504,0.5
"366",64,11.53441688318,0,-2,-3.18535541676359,214.709111077731,-0.014524,0.5
"367",65,12.1404073605553,1.22815478927416,-2,0.7,122.223156964613,-0.014515,0.5
"368",66,8.10584973552822,2.97840002017352,-2,0.653418896047662,123.240801431183,-0.014526,0.5
"369",67,10.2813043394261,3.48697697934482,-2,-5.03352810950833,214.843423725027,-0.014524,0.5
"370",68,12.5079313634961,1.04648436279174,-2,-5.86816303940573,214.847210359995,-0.014524,0.5
"371",69,10.7583935769219,2.53141758527168,-2,0.7,122.222140239675,-0.014515,0.5
"372",70,10.0602557653817,1.98840029500229,-2,-2.80545357920664,214.539495836282,-0.014523,0.5
"373",71,7.8069009920171,0.096163667142625,-2,-2.99646325883707,168.547240586808,-0.01514,0.5
"374",72,13.5,1.41698639423261,-2,-0.560660475534306,182.693782582675,-0.014498,0.5
"375",73,10.7363447602271,0,-2,-1.49197324349596,209.02013839045,-0.014513,0.5
"376",74,13.5,4.01713909752509,-2,0.7,122.223609334848,-0.014515,0.5
"377",75,11.8413389460843,5.5,-2,-3.89603453749829,214.823085651666,-0.014524,0.5
"378",76,13.5,5.5,-0.552298845980462,0.7,15.0938731949695,0.00033367,0.5
"379",77,8.2479301124974,5.49999984664464,-2,-0.79763138998157,192.497192355233,-0.014504,0.5
"380",78,11.9134498162008,5.5,-2,0.7,122.223542880573,-0.014515,0.5
"381",79,10.3737776810577,0.357945954050072,-2,-4.69578642466949,214.760028718922,-0.014525,0.5
"382",80,12.554297543679,4.22225940772039,-2,-6.15767979217973,214.84746170675,-0.014524,0.5
"383",81,12.0380018169176,0,-2,-0.232089983061408,165.554889802766,-0.014497,0.5
"384",82,12.3872982223907,4.35398517258716,-1.99999999119611,-1.73859127555223,211.481494764401,-0.014516,0.5
"385",83,9.10751840813744,4.40606019628736,-1.99999999954308,0.7,122.179895846266,-0.014517,0.5
"386",84,13.5,1.98303269476829,-2,-4.34481679631784,214.83890108566,-0.014524,0.5
"387",85,9.13835722241532,0.330625816055865,-2,-1.29730235888962,204.703239116444,-0.014527,0.5
"388",86,7.94183662474326,5.5,-2,-3.1436400610893,214.207350261466,-0.01453,0.5
"389",87,7.70169781238928,5.5,-2,0.7,121.279789050818,-0.014547,0.5
"390",88,10.8536507058394,0,-2,0.7,122.087504795847,-0.014518,0.5
"391",89,12.3308469015779,2.13135513535072,-1.99883520994032,-2.09226469244109,215.755612428388,-0.014469,0.5
"392",90,13.3952037252946,4.24997317639733,-2,-3.71329579886494,214.810358655953,-0.014524,0.5
"393",91,9.23601319234094,3.40906707997294,-2,-3.2337059393984,214.70851789436,-0.014524,0.5
"394",92,9.48825472031776,1.7734058558759,-2,0.7,122.152187016509,-0.014517,0.5
"395",93,11.7999290966283,3.05589892047738,-2,-0.393053199605558,174.270316692149,-0.014497,0.5
"396",94,13.5,0.122915213743498,-0.443525342817938,0.7,15.2271986261356,0.00029595,0.5
"397",95,7.58349365719783,0.984324755196334,-1.1323358849038,-6.00966462829631,13.1296889528599,0.00020115,0.5
"398",96,10.6877729242733,4.31246935830878,-2,-1.64095026571205,210.678021718636,-0.014515,0.5
"399",97,11.8871450709262,0,-2,-5.20960441435188,214.840640817059,-0.014524,0.5
"400",98,10.2215508062043,1.01334371276045,-0.658612814981495,-4.39272291202023,24.1951997874676,0.00069808,0.5
"401",99,7.43695243994953,2.87251371813883,-1.4290422010245,-6.60429807995258,16.3797767972005,0.0005296,0.5
"402",100,9.50109503805225,2.39573216043092,-2,-5.48066153418707,214.827343209202,-0.014524,0.5
"403",101,5.36007410312894,4.37469947126306,-2,-3.24757747025748,174.689578819341,-0.014727,0.5
"404",102,8.94051772949122,2.52948695542588,-2,-1.3475737601235,207.000487222722,-0.014511,0.5
"405",103,13.5,0,-2,-3.01225822349524,214.660680009001,-0.014524,0.5
"406",104,13.5,4.86341942826845,-0.252135927374199,-6.83366143505132,40.0579847638313,0.0012477,3
"407",105,11.3151862092853,2.84769615342978,-2,-5.890330268066,214.84711471054,-0.014524,0.5
"408",106,10.6785863078216,4.19419323471584,-2,0.699999696000506,122.222436294698,-0.014515,0.5
"409",107,9.74217305450424,5.49999997274002,-2,-0.80611530963748,193.056757701878,-0.014501,0.5
"410",108,7.59920799797715,4.22844718936646,-2,-0.47418513191273,177.370193347757,-0.014512,0.5
"411",109,9.47231015094257,0.332940701637068,-2,0.7,120.694172208596,-0.014544,0.5
"412",110,13.5,1.85274809954029,-2,-1.75130894519681,211.574509611694,-0.014517,0.5
"413",111,13.5,1.21235391592534,-2,0.7,122.223590618352,-0.014515,0.5
"414",112,12.3023245847337,0.855315013035876,-2,-3.97745143414009,214.827000706162,-0.014524,0.5
"415",113,10.4387770848114,3.56595818568116,-0.508654832816712,-5.70962434273632,30.8906335247907,0.00089506,0.5
"416",114,7.96849996625633,2.80916168353339,-0.244444410332765,-3.15066854098422,16.8698944804455,0.00099288,3
"417",115,9.93552788565915,2.53621738562501,-0.948029456166923,-4.46210019481613,26.171813636595,0.00061702,0.5
"418",116,7.55757926457097,2.03864598829744,-0.982230790386418,-6.49778501968311,13.6986610329605,0.00057588,0.5
"419",117,10.9209766523426,1.27186591810737,-2,0.7,122.216738882806,-0.014515,0.5
"420",118,7.51505762003906,2.12696816851537,-2,0.7,117.852023002519,-0.014609,0.5
"421",119,12.2987996270413,2.71961411882039,-2,0.7,122.223573778276,-0.014515,0.5
"422",120,12.6488251163795,4.64363188360779,-2,-0.235027965050471,165.721712909042,-0.014497,0.5
"423",121,13.5,3.96887265045738,-2,-7,214.84758745152,-0.014524,0.5
"424",122,10.9205024691655,2.66362984651994,-2,-3.76554695564075,214.813932085685,-0.014524,0.5
"425",123,9.67550511837573,3.22051518855825,-1.99999989359975,0.7,122.210730878201,-0.014516,0.5
"426",124,12.1614489255541,0,-2,-2.04134214881536,213.130943442364,-0.01452,0.5
"427",125,10.0660101864808,2.89218646654084,-0.756335794529589,-5.18816063455468,27.7864100462984,0.00068946,0.5
"428",126,8.05779416478381,0.181914646437238,-2,-6.3753021823863,191.010013124193,-0.014815,0.5
"429",127,9.73152962761628,1.73510912134541,-0.65903798528888,-4.03219385511367,23.5375892321247,0.00070899,0.5
"430",128,13.5,4.77362993348063,-0.110152073378453,0.7,15.846140615379,0.00011001,3
"431",129,7.80748386075421,5.15200425083902,-0.70981682867635,-1.10889776255963,21.008528191962,0.00070504,0.5
"432",130,8.4077985982983,1.12924516441395,-2,0.7,119.030176990005,-0.014576,0.5
"433",131,13.5,1.72493363259174,-2,-5.71315027862956,214.847231327208,-0.014524,0.5
"434",132,10.3199042028688,1.8308740293549e-07,-1.14920848968687,-0.351267904218181,20.0157734880114,0.00052844,0.5
"435",133,13.5,3.44380172223692,-0.821584100137556,0.7,14.9336429311643,0.0003946,0.5
"436",134,13.5,4.2497682035644,-0.806703360401541,-0.223414375971803,28.8546894142817,0.00062688,0.5
"437",135,9.78041476429455,0,-2,-3.06364923748578,213.944773815185,-0.014532,0.5
"438",136,13.4999999329598,2.84559434322143,-0.839873363854667,-0.182365133344623,27.926359785652,0.00060594,0.5
"439",137,13.5,1.91651656114652,-0.785097133978199,0.7,14.9412325190128,0.00038853,0.5
"440",138,9.10699503190473,2.79908767891774,-1.00120147326636,-3.87427259561727,22.8238058014053,0.00060057,0.5
"441",139,12.1577787579621,0,-2,0.7,122.216850723952,-0.014515,0.5
"442",140,13.5,0.821251763555701,-0.0337499261995277,0.7,16.0240610007212,4.7585e-05,3
"443",141,10.8262572659927,2.72124678577034,-1.99999993270975,-1.70001482052451,211.183052503387,-0.014516,0.5
"444",142,11.8369884449371,5.49999537149593,-2,-2.27796945103836,213.844701006565,-0.014521,0.5
"445",143,13.5,3.70137374254066,-0.938674359093809,-2.16530707350355,34.6825963033396,0.00063194,0.5
"446",144,11.0106749104783,5.5,-1.06582055655431,-7,30.1967053168113,0.00062909,0.5
"447",145,10.0133237278206,5.5,-2,-7,214.843275589179,-0.014524,0.5
"448",146,7.75522185258804,3.94451334517838,-1.34322661609257,-7,18.8458644859351,0.0005461,0.5
"449",147,7.51596461473642,5.5,-1.49212832995336,-7,18.9216876912349,0.0005327,0.5
"450",148,6.63275702549629,5.5,-2,-7,206.626247735267,-0.0146,0.5
"451",149,11.9075418310522,5.5,-0.81881892774517,-5.87421052689455,33.7710856528395,0.00074233,0.5
"452",150,8.87515052676986,3.15430038285268,-1.38089052000229,-7,21.9783027972394,0.000542,0.5
"453",151,8.24827824505874,5.49999995949717,-1.58238411511732,-6.04194925121321,21.3587501120155,0.00052567,0.5
"454",152,10.9218991143628,3.67157245382329,-1.12496612613768,-6.99999993061352,29.4841131992526,0.0006065,0.5
"455",153,8.36385435944943,4.68520361290339,-2,-7,214.655727287577,-0.014526,0.5
"456",154,13.5,5.5,-0.263292230600898,-5.36663300246983,39.9909638635822,0.0012312,3
"457",155,9.16242960679873,5.5,-1.59479659934558,-5.09890631342061,23.1962964310875,0.00052293,0.5
"458",156,10.3392117822717,2.28812949545741,-1.37136831946338,-7,25.3317696196154,0.00054144,0.5
"459",157,8.1307357390185,1.5700086067395,-1.36698800153565,-7,16.5186557696458,0.00050825,0.5
"460",158,12.2005908062072,5.5,-0.951354372533359,-7,33.3559516875598,0.00066943,0.5
"461",159,7.33701241113006,5.5,-1.58062394661182,-5.18602305208078,19.1518453708782,0.00052596,0.5
"462",160,10.8813110348431,5.5,-2,-5.42406861161903,214.846298224361,-0.014524,0.5
"463",161,13.5,3.12754603209065,-0.339066702536112,-7,39.5151234936139,0.0011244,0.5
"464",162,11.5355943849867,1.57451278480479,-1.37093202155079,-7,26.7554600768303,0.00053345,0.5
"465",163,5.71955866513698,5.5,-1.59060409582227,-5.1682728747638,14.8901298421445,0.00052241,0.5
"466",164,6.2878821985535,4.76968193586752,-1.62316381175288,-4.82665904007416,16.6359076026338,0.00051622,0.5
"467",165,10.6525222846883,1.20271888539234,-2,-7,214.840440992644,-0.014524,0.5
"468",166,13.5,5.5,-0.460932689781339,-3.66277183894886,38.7268475907597,0.00097868,0.5
"469",167,8.78749315137696,5.5,-0.881407070108925,-6.99989319039014,25.4759376056986,0.00069514,0.5
"470",168,11.9408575919026,2.70454647449353,-1.15616784699295,-6.99228175893627,30.8234719170214,0.00059206,0.5
"471",169,8.33755170757763,5.5,-2,-4.87849187538446,214.641645854562,-0.014527,0.5
"472",170,13.5,1.27552866488593,-0.559997920679546,-6.98308094842186,37.9104067398254,0.00085367,0.5
"473",171,9.43323116669806,4.28224464814526,-1.21850959955124,-5.92939435120808,25.2826435687781,0.00057543,0.5
"474",172,8.12191370397788,2.44403584802145,-1.95206201100969,-7,364.804178183056,-0.012312,0.5
"475",173,11.3842827916347,5.5,0.173906521112081,-7,37.0534973162123,0.002128,3
"476",174,7.14123379222183,4.03140929561162,-1.49673288981426,-5.91521505337832,17.2959304621226,0.0005316,0.5
"477",175,13.5,3.89457349971575,-0.601006994096466,-5.56186874419594,37.7526263364811,0.00084269,0.5
"478",176,6.72498216668742,3.61200949725442,-1.55841506211969,-7,15.8483101899136,0.00051175,0.5
"479",177,5.73266862805308,4.66448577610079,-1.57831506538488,-5.80694220505227,13.9377513519973,0.00051021,0.5
"480",178,9.86229693958557,3.51359435420376,-1.47547896033425,-7,24.0241576113866,0.00053175,0.5
"481",179,11.4133999531185,4.33863203094306,-2,-7,214.847416442786,-0.014524,0.5
"482",180,10.478973034256,4.37821657922831,-0.205956481285646,-6.99999998947659,32.5588542249603,0.0013005,3
"483",181,5.04034774915018,5.5,-1.80162028572842,-6.09652030290835,8918.1047435646,-0.0036438,0.5
"484",182,9.73885695417009,5.5,-1.33093300665671,-4.24591338391821,25.1588629996142,0.00055498,0.5
"485",183,8.09084371957377,3.25625207240785,-1.21223187478443,-5.8273487034903,19.1214065854765,0.00056224,0.5
"486",184,11.4523872280721,4.04922913868528,-0.131392240798846,-6.15367969853511,35.7557229383378,0.0014675,3
"487",185,5.37017639045048,4.63216192328505,-1.47594394405604,-4.78748593371414,11.9320334426111,0.00051085,0.5
"488",186,13.5,5.5,-0.0651863759392643,0.0598546899620996,27.3562464783445,0.0010528,3
"489",187,5.99836553235127,4.88130484708121,-1.33803912110548,-5.32253533304244,13.7094874227673,0.00054641,0.5
"490",188,12.1151614097556,4.3497069839674,-0.804358845825475,-4.89634841101003,34.288554716531,0.00074895,0.5
"491",189,6.13016848851132,3.76097155119705,-1.88153666721556,-5.79705201816253,1117.33341246846,-0.0087232,0.5
"492",190,13.5,3.76240838650261,-0.710319901834634,-3.80290352861515,36.9289328885178,0.00075824,0.5
"493",191,12.1886887500015,0.656684597507522,-1.26865252048055,-7,28.5445412716671,0.00053673,0.5
"494",192,7.49868332081477,0.763492647657938,-1.24452032524372,-6.97001755358548,13.9505398169587,-0.00023586,0.5
"495",193,13.5,5.5,-0.929303436895674,-6.03193946003417,34.8783038538901,0.00063657,0.5
"496",194,12.3406233184627,2.85224862033983,-1.01071347953812,-5.24065780566194,33.0014474939115,0.0006395,0.5
"497",195,13.5,0,-0.400680146163618,-7,37.322651822557,0.00078287,0.5
"498",196,12.4531057704401,5.5,-0.73254690288902,-4.5873657367316,35.3956821592145,0.0007908,0.5
"499",197,9.25156372526811,4.42244255062851,-1.45230900558086,-4.55298728761901,23.0475912339781,0.00053522,0.5
"500",198,5.91623075152981,5.5,-1.54758937703227,-4.19384517039141,14.9285126299361,0.00052774,0.5
"501",199,13.5,5.49991322622774,-0.692735504726834,-2.04101860600769,36.9326323960158,0.00076947,0.5
"502",200,8.66838001202741,3.98345735670593,-1.50416224961713,-5.43069004534652,21.7096832058263,0.00053165,0.5
"503",201,10.3313792346513,5.5,-0.282610108586556,-6.02890127865901,32.0939139597206,0.0012521,3
"504",202,12.3956168597272,3.73203689117248,-0.71786149519855,-7,35.3637289633504,0.00080162,0.5
"505",203,8.60931676466766,0.642406874164984,-1.2919386185601,-7,16.2339912092056,0.00046087,0.5
"506",204,9.22537830634076,1.78893548707778,-1.33790292472757,-7,21.6029243439996,0.00054485,0.5
"507",205,10.6789035082123,4.45209375929346,-1.20523244394263,-4.44212113625,28.3026127816734,0.00058477,0.5
"508",206,11.1730521173347,5.49999995303584,-0.533475410461643,-4.84934280075482,33.420252050103,0.00096355,0.5
"509",207,11.4120651959015,3.53710199344785,-1.09214756713576,-4.83286981342327,30.7237239308691,0.00061743,0.5
"510",208,12.4621307901171,1.56680841377045,-1.28642532325422,-6.99751765078269,29.0781183057029,0.00054437,0.5
"511",209,9.39163306392969,2.94088367518925,-1.21756394490338,-6.15040233420838,23.9334805876096,0.00056236,0.5
"512",210,9.86035434964493,5.5,-0.238098359477628,-7,30.8720270791802,0.001299,3
"513",211,13.5,2.56489758089506,-0.786969427287874,-5.18117901430738,36.2713371594984,0.0007086,0.5
"514",212,6.99133034735945,5.46051916884008,-1.59181692992161,-4.12796879479596,18.3714756635931,0.00052481,0.5
"515",213,13.5,4.48934828060234,-0.849709603382521,-2.89616047298429,35.6827950847089,0.0006742,0.5
"516",214,9.31923054430007,5.5,-1.44669135942778,-6.02808328231596,23.2260093544348,0.00053565,0.5
"517",215,13.5,5.5,-0.599814365670342,-7,37.7607139892112,0.00084377,0.5
"518",216,5.80981705039071,4.34065925179493,-1.50474911924689,-7,12.919417904794,0.00051347,0.5
"519",217,8.77088784148042,5.5,-1.07241147705025,-3.42589403667233,24.6143465044326,0.00062114,0.5
"520",218,7.64017808176092,4.32598769683585,-1.53140983442592,-4.44632948606544,19.3085496299076,0.00052978,0.5
"521",219,8.41820181994491,4.23727797694731,-1.29988884621624,-3.67417137076356,21.5528653729353,0.00055237,0.5
"522",220,10.8271842493734,5.5,-1.05214044514915,-3.63573291427905,29.9150436927605,0.00063432,0.5
"523",221,12.3844530636654,3.35022419328647,-1.14345383414644,-4.06944636883093,31.5126129354112,0.0005905,0.5
"524",222,8.37894208154292,3.41024830736287,-1.45115310610577,-4.46837357529358,20.6646529942423,0.00053596,0.5
"525",223,6.86483633862691,2.51793385643394,-1.25769069660444,-6.99976078236718,12.28814939082,0.00049372,0.5
"526",224,13.5,4.637640226861,-0.819295589929739,-4.55723087230208,35.986011545724,0.0006906,0.5
"527",225,11.1284283775398,3.36626544432582,-0.0976050608250287,-7,34.4711288645496,0.0013876,3
"528",226,9.96731377465736,1.69791763143714,-0.486176702177459,-4.88316596113162,24.7019877116491,0.00080095,0.5
"529",227,13.5,4.05405261280402,-0.680838563005463,-7,37.1503751047621,0.00077933,0.5
"530",228,10.0546227792359,4.75090669352375,-0.97949337168507,-5.24910728028512,28.5207615724053,0.00066053,0.5
"531",229,13.5,0.945657607790233,-0.847358873538921,0.404951918063854,17.8753379067533,0.00049854,0.5
"532",230,12.4797510590205,5.5,0.198074386528575,-5.96018574109434,40.284147442089,0.0021886,3
"533",231,7.90596278368389,5.10224875891647,-1.13707986243895,-3.88258637314679,21.1679469187661,0.00058252,0.5
"534",232,7.1795823471802,3.04720112624522,-1.22998379334165,-7,14.6713478991118,0.00055457,0.5
"535",233,11.4710053653407,0,-1.54754330211005,-7,24.2376493272385,0.00050909,0.5
"536",234,6.70543501179478,4.46582013820397,-1.45674671878156,-6.23066737589514,15.9183339369203,0.00053521,0.5
"537",235,7.68333358100929,4.58562502362291,-1.54703602577766,-5.84964305257629,19.6093214277544,0.00052866,0.5
"538",236,13.5,3.41521775573699,-1.20856234707936,0.155467053297957,20.1055998803637,0.00050811,0.5
"539",237,10.3768104107281,0.560229155805434,-1.26778585411842,0.124829079192277,19.1182971761858,0.00051912,0.5
"540",238,13.5,3.1009082812081,-1.03253905708332,-6.01251612241609,33.6567360247469,0.00059676,0.5
"541",239,12.4361867249711,5.5,-0.856031576287748,-3.13869504674324,34.504519949759,0.00071383,0.5
"542",240,9.1708406779027,4.02898798312857,-0.838292101009786,-7,25.6392537907966,0.00066818,0.5
"543",241,13.5,2.86083364809284,-1.04820927168386,-4.02658601519388,33.4466828262682,0.00059149,0.5
"544",242,7.5467948767858,1.49294697435008,-0.653114941604041,-5.61686954526779,12.8093558963204,0.00057942,0.5
"545",243,9.68909926393251,0.027570646154709,-1.59316967210333,-7,20.8751639017608,0.00045662,0.5
"546",244,5.02573984166706,4.81382393274106,-1.43940011197041,-3.73268437165986,11.2052550996614,0.00050675,0.5
"547",245,10.6549098578335,0.566003070002989,-1.16583623084513,-0.600108022619025,23.2215104104428,0.00054569,0.5
"548",246,8.21517167603668,3.51844218758931,-0.854307722235929,-6.54835953361738,20.0499727558205,0.00063909,0.5
"549",247,13.5,0.875900147786129,-1.00650619193851,-5.499517889883,33.8854332311874,0.00059914,0.5
"550",248,9.88559711932786,4.54371760046214,-1.31635696931316,-3.65413901369944,25.5899650207407,0.00055763,0.5
