"","X","pka1","pka2","logA","Na.A","Energy.kJ.mol","Flux.mol.m2s","mConc"
"213",213,7.68333358100929,4.58562502362291,-1.54703602577766,-5.84964305257629,19.6093214277544,0.00052866,0.5
"214",214,13.5,3.41521775573699,-1.20856234707936,0.155467053297957,20.1055998803637,0.00050811,0.5
"215",215,10.3768104107281,0.560229155805434,-1.26778585411842,0.124829079192277,19.1182971761858,0.00051912,0.5
"216",216,13.5,3.1009082812081,-1.03253905708332,-6.01251612241609,33.6567360247469,0.00059676,0.5
"217",217,12.4361867249711,5.5,-0.856031576287748,-3.13869504674324,34.504519949759,0.00071383,0.5
"218",218,9.1708406779027,4.02898798312857,-0.838292101009786,-7,25.6392537907966,0.00066818,0.5
"219",219,13.5,2.86083364809284,-1.04820927168386,-4.02658601519388,33.4466828262682,0.00059149,0.5
"220",220,7.5467948767858,1.49294697435008,-0.653114941604041,-5.61686954526779,12.8093558963204,0.00057942,0.5
"221",221,9.68909926393251,0.027570646154709,-1.59316967210333,-7,20.8751639017608,0.00045662,0.5
"222",222,5.02573984166706,4.81382393274106,-1.43940011197041,-3.73268437165986,11.2052550996614,0.00050675,0.5
"223",223,10.6549098578335,0.566003070002989,-1.16583623084513,-0.600108022619025,23.2215104104428,0.00054569,0.5
"224",224,8.21517167603668,3.51844218758931,-0.854307722235929,-6.54835953361738,20.0499727558205,0.00063909,0.5
"225",225,13.5,0.875900147786129,-1.00650619193851,-5.499517889883,33.8854332311874,0.00059914,0.5
"226",226,9.88559711932786,4.54371760046214,-1.31635696931316,-3.65413901369944,25.5899650207407,0.00055763,0.5
"227",227,5.96295151203612,3.05566230146674,-1.48708402243383,-7,11.2878634908744,0.00028482,0.5
"228",228,5.59116794980373,4.29152123372796,-1.45564869334846,-3.92798880403262,11.8148700335899,0.00050684,0.5
"229",229,10.856104721206,2.90638300065176,-1.5210485958339,-7,24.609113308719,0.00051653,0.5
"230",230,11.8246493666353,1.82093711272005,-1.07281080496805,-5.71559958651449,31.2253514326483,0.00060475,0.5
"231",231,7.78889333838038,1.09652126030442,-0.616639533243774,-6.28898046421518,13.4915697843629,0.00052691,0.5
"232",232,11.6246344672241,4.41501428753915,-1.05155850614657,-3.8506296547112,31.4935234344039,0.00063247,0.5
"233",233,5.23478722829945,3.57904013683392,-1.54878901171427,-6.98302832474391,11.0905857530038,2.9685e-05,0.5
"234",234,6.77010097363086,5.5,-1.54025777077023,-5.76156761812279,17.1481797982423,0.00052922,0.5
"235",235,10.0468436173206,3.02848791648276,-0.70763694554379,-7,28.0469250003004,0.0007141,0.5
"236",236,9.83403826800991,3.65775716377094,-1.11045339324027,-4.07765728817129,26.787157528918,0.00059706,0.5
"237",237,11.9354603079639,0,-2,-7,214.842418418693,-0.014524,0.5
"238",238,11.2973534566801,0.654185811330461,-1.3079554552562,-5.9625277011428,26.2641731305558,0.00053173,0.5
"239",239,10.551258414508,0,-1.59034825209247,-6.37222163419097,23.1455557046469,0.00050142,0.5
"240",240,10.028153539221,1.69347717112173,-1.27629121645874,-5.93739735842645,24.35859260762,0.00055072,0.5
"241",241,11.9746270483921,3.64793654891284,-1.09920969336926,-5.69688533947559,31.5822328083466,0.00061217,0.5
"242",242,11.9388053988129,5.5,-2,-7,214.847537660511,-0.014524,0.5
"243",243,9.33117637579885,0.78143429257926,-1.66704479875008,-6.35878227488935,23.4885391273481,0.00045875,0.5
"244",244,7.20955987452226,4.58465098914832,-1.50219209822471,-3.55561810767559,17.9258263863574,0.00053202,0.5
"245",245,10.9002161531385,1.46353391387734,-1.19596750438373,-5.29569131538237,27.2030009711806,0.000561,0.5
"246",246,13.5,0.993828978805752,-1.3150960153842,-7,28.6733193850333,0.00052692,0.5
"247",247,13.5,2.59829768477117,-1.05432476710591,0.468279789556715,17.1798689878863,0.00048999,0.5
"248",248,6.85022713100996,1.62100674538592,-1.51241240717756,-7,14.3199020824915,-0.00036016,0.5
"249",249,13.5,4.52836951071671,-1.18031560344885,-5.64075805085436,31.4303003800808,0.00055456,0.5
"250",250,11.6656680407725,4.63052868254933,-0.502405304194042,-7,34.7965579185873,0.0009927,0.5
"251",251,5.77647166375989,3.73553035559626,-1.43313962740943,-6.77648607637117,11.2296923199095,0.00047133,0.5
"252",252,8.8638381035652,3.67500093700758,-1.56263033085789,-6.25610429693323,22.3813189774655,0.00052679,0.5
"253",253,9.41555583759557,5.5,-0.692429360599667,-5.52732329312057,28.021345207961,0.00081848,0.5
"254",254,9.21662432659399,0.53112563957374,-2,-7,214.031977144319,-0.014534,0.5
"255",255,13.5,4.55877991700316,-0.914160324427915,0.552109589144772,16.3399549080667,0.00047155,0.5
"256",256,7.67257307890924,3.71992416617495,-1.55993529108715,-3.84163320798319,19.4490016646668,0.00052644,0.5
"257",257,11.2570817919396,4.37011242686718,-1.09845756025918,-5.44277311336221,30.4038589295232,0.00061681,0.5
"258",258,13.5,4.49419015201823,-1.13050853715919,-1.6213508586334,31.9110985390997,0.00056573,0.5
"259",259,9.93353175406395,0.492336797918344,-1.44460331672809,-5.73690871591196,21.8938181088137,0.00051848,0.5
"260",260,8.83384697838284,1.36415928531143,-1.41852566414047,-5.87940167333081,19.4657684009606,0.00052558,0.5
"261",261,12.5458645701056,5.49982774323757,-1.22998065721515,-5.46318346895485,30.2687036805571,0.00056065,0.5
"262",262,7.68520098912904,2.83915013207606,-1.15564369258383,0.55392697642631,10.9039555472011,0.0004723,0.5
"263",263,13.5,2.08460195842762,-0.4944767059732,-6.10981973809546,38.4878170852813,0.00093714,0.5
"264",264,9.57787552187448,5.5,-2,-3.94908977611997,214.814207755919,-0.014524,0.5
"265",265,10.2986183212713,5.49985391335985,-1.0335315684476,-4.81183522238002,28.8458804812501,0.00064151,0.5
"266",266,5.83657130183441,4.98691670353697,-1.50773171777264,-5.06901684820287,13.9943672861829,0.00052852,0.5
"267",267,9.7114780860161,0.584691165200882,-1.31258328953506,-6.46868927792667,21.0314033168535,0.00053253,0.5
"268",268,7.8888621227336,2.806618527883,-0.976073994209419,0.7,10.3251787470704,0.00040932,0.5
"269",269,2,0,-0.3,0.7,60.5809470975437,-2.0475,0.5
"270",270,13.5,5.5,-0.3,-5.31917644479352,39.75122858387,0.0011785,0.5
"271",271,11.3807439731631,5.5,-0.3,-7,34.9146531658154,0.0012346,0.5
"272",272,9.97283880153932,1.45764861375958,-1.06544526495028,-4.6516268854894,24.0065569359289,0.00058279,0.5
"273",273,10.0144156772937,5.5,-0.549143446656731,-7,30.238617717861,0.00094391,0.5
"274",274,8.89864015715393,3.36852753312009,-0.780630382508266,-3.39364783022203,23.1347006713918,0.00066641,0.5
