"","pka1","pka2","logA","Na.A","Energy.kJ.mol","Flux.mol.m2s"
"1",7.75,0,-0.75,-3.15,1.37301701728878,-0.0040575
"2",2,0,-2,-7,1.32469547536179,0.029458
"3",13.5,0,-2,-7,2.33213019930434,0.0099342
"4",2,0,0.5,-7,3.8760190033387,0.1052
"5",13.5,0,0.5,-7,1.60887231291758,-0.018359
"6",2,0,-2,0.7,1.16513702961718,0.049217
"7",13.5,0,-2,0.7,2.08715401850105,0.0099253
"8",2,0,0.5,0.7,2.25586603715745,27.862
"9",13.5,0,0.5,0.7,1.23527982739678,-0.0039371
"10",3.49285136465915,0.190547680598684,-0.430580024141818,-2.61782897443045,2.94449985082831,0.044144
"11",11.8982131602243,0.452906096470542,0.352157077402808,0.0387009489117194,1.39767144361106,-0.0129
"12",9.05485799803864,0.970032363315113,-0.714426891529001,-5.69356309641153,1.25951144850307,-0.006783
"13",7.61305833084043,0.23359954461921,-0.311517708352767,-3.03008509732317,1.49281246135726,-0.0055266
"14",5.38858229015023,0.891936305677518,-0.570657699019648,-0.548210691660643,2.22181456122178,0.068964
"15",5.96887124120258,0.229995183413848,0.00839692493900657,-5.04035900132731,3.30167466472203,0.052086
"16",6.62428253423423,0.566153731080703,-1.91291121172253,-3.87747774731833,2.09963547300443,0.010608
"17",13.5,0.870853336793669,-1.9999999996189,-2.71538223221024,2.33138355427004,0.0099331
"18",13.5,0,-2,-1.20295263720147,2.31050372809445,0.0099173
"19",13.5,0,-2,-4.22263007290777,2.33210692696995,0.0099342
"20",11.8158247902915,0.847564680387142,-1.99999999969354,0.7,2.08714735272279,0.0099253
"21",11.530271315239,0,-2,-2.48676155736182,2.33084266401663,0.0099326
"22",11.0733714212707,0,-2,-0.265677739316774,2.22368501003663,0.0099072
"23",13.4999999983833,0.499837778291713,-0.481680126811852,0.57764087152483,1.2118228419696,-0.0050211
"24",12.3427507977096,0.113063617521982,-0.477897073342341,0.245433273666231,1.30409889646397,-0.0052567
"25",7.74827874118372,0.483567465446637,-2,-2.99070008019749,2.27683950538816,0.010237
"26",10.2802657774195,0,-2,0.7,2.08534312782199,0.0099347
"27",12.3996692043035,0,-2,-0.337334517564507,2.23377801147373,0.0099069
"28",8.77065800797993,0.635216836946688,-2,0.7,2.07293872147023,0.009998
"29",9.88364967805811,0,-2,-1.37950244977742,2.31594405249297,0.0099273
"30",13.5,0,-0.174671866811743,-0.17025529132352,1.48060989640754,-0.0078373
"31",11.7610085074061,0.834785902962225,-0.529380266459183,-0.0791051895255424,1.39561655477781,-0.0068697
"32",11.8035600248668,0,-2,-4.40992529934211,2.33210121629072,0.0099343
"33",12.9000455437136,0,-0.0102010176349544,0.7,1.20623236058726,-0.0046255
"34",8.72354685914995,0,-2,-0.403320156538475,2.22156284145633,0.010022
"35",13.5,0.890299353121578,-0.631654181664461,-0.914683090586342,1.55163646712197,-0.0076113
"36",10.3275006369562,0.54855091662157,-1.56196184441113,-7,1.36911254526184,-0.0051601
"37",11.2862980571591,0,-2,-7,2.33208388905642,0.0099345
"38",8.94755605404416,0.739399470887593,-1.70167296608151,-7,1.39713102845523,-0.0049296
"39",13.5,0.706190993490859,-0.444644540257991,-7,1.5829083239767,-0.0089234
"40",9.46019557988511,0,-1.87000725589266,-7,3.24621543460719,0.0033592
"41",13.5,0,-0.791876873164346,-5.80820354325824,1.54697267727056,-0.0062567
"42",11.7060965954401,0.824835908860303,-1.52950352985389,-6.08002492600326,1.39161138902583,-0.0051129
"43",12.4975989495921,0,-1.57751937826526,-5.72961752553545,1.38857286579754,-0.0050997
"44",13.5,0,-1.60736270163088,-5.50387753033239,1.38950480629614,-0.0050968
"45",13.2974788622266,0.352745341112876,0.052350168610353,0.269098397359449,1.32254302453022,-0.005207
"46",8.64810925286868,0.925295805599592,-1.56816526386698,-6.14884566860818,1.28073485250836,-0.0051646
"47",12.6441415915039,7.95089444056385e-11,-0.635778852357541,-7,1.51881865547178,-0.0064389
"48",13.5,0,-0.612892377559103,-7,1.56028304034696,-0.0068533
"49",13.5,0.822571093260421,-1.57409641872793,-6.02335034837154,1.38917139666865,-0.0050991
"50",12.2563310648389,0.722092113279046,-1.55308424719589,-7,1.39008593621606,-0.0051025
"51",12.2571102738681,0.498768395183956,-0.0364085378364162,-0.0727904522606718,1.42434216501361,-0.0094942
"52",13.4993630457715,0.578313252374064,-1.1300093049265,-0.299933759087007,1.4182879447714,-0.0053291
"53",13.5,0,-0.0369189301509918,0.7,1.20455828993608,-0.0046431
"54",12.5608746822326,0.945257207229573,-1.60957309912858,-5.53785686476376,1.38963596365921,-0.0050971
"55",12.134878445121,0.741456055159455,-0.477687637317258,0.481404167982682,1.23674661936521,-0.0051108
"56",9.03615707775269,0.405528084916164,-1.63634025653219,-5.62023941678956,1.31927005407333,-0.0050109
"57",9.75684054474419,0.665601386666881,-1.65533946844363,-4.60721950653353,1.37591109792079,-0.0051207
"58",8.46605455065117,0.758907506210345,-1.68578159651363,-4.08909231501291,1.35914837873725,-0.0047462
"59",12.878249574054,0.943626057963967,-0.888524272938222,0.229550582170889,1.29878012265644,-0.0051138
"60",7.67904680862236,0.580871252020532,-1.69986921135098,-4.55598720884632,2.92155784198129,-0.0024396
"61",9.16110687824982,0.884920810317072,-1.71709474071799,-3.49304171666473,1.43169726426911,-0.0049244
"62",9.75161519714745,0.879651952521174,-1.60583564574118,-6.64397903752033,1.36263282378875,-0.0051746
"63",10.3359896205558,1.03224523104209e-06,-1.62094499032971,-5.7871920145425,1.3627529787291,-0.0051045
"64",12.4134269725625,0.588193849463509,-1.64540089319035,-3.373714271553,1.39492346583062,-0.0050926
"65",10.618385211167,0.301283272491233,-1.66957129726614,-4.1834107142944,1.39666187562396,-0.0050911
"66",11.1265493855836,0.377956687981469,-1.63140662714065,-5.23306437990573,1.38909171770522,-0.0051016
"67",13.5,0,-1.65693509031303,-2.96378481829621,1.39821993739601,-0.0050898
"68",11.075389664074,0.954916536635077,-0.727224975060809,-7,1.45098204902092,-0.0066955
"69",10.3037184435806,0.564830555156203,-1.71628762960049,-3.29932167323824,1.4402400186666,-0.0049825
"70",13.5,0.910607560132928,-1.63891899782331,-3.70011189237145,1.39356922051185,-0.0050933
"71",13.4999999999254,0,0.0338115353449419,-6.46438270214576,1.58984439679146,-0.011254
"72",10.5039740420707,1,-2,-5.65411207360705,2.33209889226012,0.0099344
"73",13.5,1,-1.79086861827521,-0.715083837242717,3.50199799862426,-0.0017833
"74",13.5,1,-1.69501976622017,-7,1.41957908166786,-0.0050657
"75",13.5,1,-1.71538527122109,-4.96817038148775,1.44199106619204,-0.0049964
"76",7.83005009527962,0.999999999908559,-1.68906164823912,-6.99999999987117,1.36273428497592,-0.0041716
"77",11.3139871569735,1,-1.71632047882205,-3.75998486054812,1.4431540633836,-0.0049902
"78",11.3400713344854,0.999999897252706,-1.65487111050962,-7,1.39729181257039,-0.0050939
"79",13.5,1,-2,-5.80902226671614,2.33212988780183,0.0099342
"80",8.95377582099933,1,-1.67341006202601,-5.14841695907006,1.3669862693707,-0.0050902
"81",13.5,1,-0.665944265549185,-5.94399839058435,1.56919929541415,-0.0076245
"82",6.45992090297773,1,-2,-7,2.02548315474358,0.011934
"83",12.2490952905023,1,-0.653553634556177,-7,1.52947764446026,-0.0072779
"84",12.3145690743686,0.999999993937099,-1.69442359148494,-4.41329641362285,1.41904442962863,-0.0050667
"85",9.4138900031185,0,-1.74677748623387,-4.07299612037854,1.52306681599473,-0.0039927
"86",12.25990212072,1,-2,-7,2.33212994454497,0.0099342
"87",13.5,1,0.325341274533966,-7,1.62834003074906,-0.02031
"88",10.0316992786257,1,-2,-3.87203223745827,2.3319869552301,0.0099346
"89",11.9253395310148,1,-1.7249671962487,-2.8669555952661,1.45706059353337,-0.0049083
"90",11.5604303412614,1,-2,-1.41591295859752,2.31826757705379,0.0099212
"91",10.2524123173574,1,-1.63755398459699,-7,1.38637497441216,-0.0051325
"92",13.5,1,-2,0.7,2.08715499603349,0.0099253
"93",10.3096036268743,0.0220739773646131,-1.66644364278375,-4.927461427403,1.38287714396374,-0.0050799
"94",7.95895040292422,0,-1.6742048399984,-6.99999338286122,3.31803229061651,-0.0017253
"95",9.27189035033544,0.976786519962597,-1.63809786881876,-5.93745186830136,1.35553610313577,-0.0051584
"96",11.7753008193531,0,-0.804452228196905,-7,1.45597944647774,-0.0059032
"97",11.668327101384,1,-1.69503697366212,-5.07376103501106,1.41947942823927,-0.0050661
"98",8.4658467834537,0.990652527828668,-2,-7,2.32864951832956,0.0099531
"99",13.5,1,-0.822469245964018,-4.47643288663235,1.55418183552824,-0.0067507
"100",9.44525347316513,1,-0.758877808192783,-7,1.30654775546393,-0.0066126
"101",9.79622192147029,0.98680234331814,-0.776468680268274,-6.17845190554985,1.34224750894205,-0.0065334
"102",8.71796988326952,0.30621696895008,-1.74368269888044,-3.46896117086563,1.5270966382616,-0.0036292
"103",13.1440151445121,0.181317638955113,-0.608271927779149,0.265495893913288,1.2961818770221,-0.0051196
"104",12.3423382652198,0.997159718687666,-2,-3.53836941489564,2.33201744805824,0.009934
