"","pka1","pka2","logA","Na.A","Energy.kJ.mol","Flux.mol.m2s"
"1",13.5,0,0.5,-7,1.60887231291758,-0.018359
"2",2,0,-2,0.7,1.16513702961718,0.049217
"3",11.8982131602243,0.452906096470542,0.352157077402808,0.0387009489117194,1.39767144361106,-0.0129
"4",9.05485799803864,0.970032363315113,-0.714426891529001,-5.69356309641153,1.25951144850307,-0.006783
"5",11.7610085074061,0.834785902962225,-0.529380266459183,-0.0791051895255424,1.39561655477781,-0.0068697
"6",13.5,1,0.325341274533966,-7,1.62834003074906,-0.02031
"7",7.78414222555857,0.386805814085984,-0.716206966902482,-2.95980063507367,1.19217457592771,-0.0056627
"8",8.82168774462018,0.630874743945165,-0.851716126217601,-7,1.21455778941316,-0.0062095
"9",8.76675789087806,0.663547534563251,-0.902125621013802,-5.83515339502479,1.21110388717009,-0.0060854
"10",12.7899356826815,0.397363283069855,0.236771651407028,-7,1.57064035538016,-0.015216
