"","x","var","prob","method","psd","cat"
"356",3.87755102040816,"x2",0.463,"SVM-rad",0.011149686094236,"adapt"
"357",3.97959183673469,"x1",0,"SVM-pol",0,"adapt"
"358",3.97959183673469,"x1",0,"SVM-rad",0,"adapt"
"359",3.97959183673469,"x2",0.4865,"SVM-pol",0.0111762639106277,"adapt"
"360",3.97959183673469,"x2",0.438,"SVM-rad",0.0110940524606656,"adapt"
"361",4.08163265306122,"x1",0,"SVM-pol",0,"adapt"
"362",4.08163265306122,"x1",0,"SVM-rad",0,"adapt"
"363",4.08163265306122,"x2",0.4805,"SVM-pol",0.0111718340034213,"adapt"
"364",4.08163265306122,"x2",0.44,"SVM-rad",0.0110995495404093,"adapt"
"365",4.18367346938776,"x1",0,"SVM-pol",0,"adapt"
"366",4.18367346938776,"x1",0,"SVM-rad",0,"adapt"
"367",4.18367346938776,"x2",0.4335,"SVM-pol",0.0110810141683873,"adapt"
"368",4.18367346938776,"x2",0.4015,"SVM-rad",0.0109612442268202,"adapt"
"369",4.28571428571429,"x1",0,"SVM-pol",0,"adapt"
"370",4.28571428571429,"x1",0,"SVM-rad",0,"adapt"
"371",4.28571428571429,"x2",0.398,"SVM-pol",0.0109452272703677,"adapt"
"372",4.28571428571429,"x2",0.3595,"SVM-rad",0.0107298590391487,"adapt"
"373",4.38775510204082,"x1",0,"SVM-pol",0,"adapt"
"374",4.38775510204082,"x1",0,"SVM-rad",0,"adapt"
"375",4.38775510204082,"x2",0.376,"SVM-pol",0.0108310664294888,"adapt"
"376",4.38775510204082,"x2",0.3505,"SVM-rad",0.0106688741205434,"adapt"
"377",4.48979591836735,"x1",0,"SVM-pol",0,"adapt"
"378",4.48979591836735,"x1",0,"SVM-rad",0,"adapt"
"379",4.48979591836735,"x2",0.33,"SVM-pol",0.0105142760093123,"adapt"
"380",4.48979591836735,"x2",0.3295,"SVM-rad",0.0105102271621502,"adapt"
"381",4.59183673469388,"x1",0,"SVM-pol",0,"adapt"
"382",4.59183673469388,"x1",0,"SVM-rad",0,"adapt"
"383",4.59183673469388,"x2",0.2335,"SVM-pol",0.00945985597141944,"adapt"
"384",4.59183673469388,"x2",0.3035,"SVM-rad",0.0102807526475448,"adapt"
"385",4.69387755102041,"x1",0,"SVM-pol",0,"adapt"
"386",4.69387755102041,"x1",0,"SVM-rad",0,"adapt"
"387",4.69387755102041,"x2",0,"SVM-pol",0,"adapt"
"388",4.69387755102041,"x2",0.267,"SVM-rad",0.00989219389215557,"adapt"
"389",4.79591836734694,"x1",0,"SVM-pol",0,"adapt"
"390",4.79591836734694,"x1",0,"SVM-rad",0,"adapt"
"391",4.79591836734694,"x2",0,"SVM-pol",0,"adapt"
"392",4.79591836734694,"x2",0.2505,"SVM-rad",0.00968890473686268,"adapt"
"393",4.89795918367347,"x1",0,"SVM-pol",0,"adapt"
"394",4.89795918367347,"x1",0,"SVM-rad",0,"adapt"
"395",4.89795918367347,"x2",0,"SVM-pol",0,"adapt"
"396",4.89795918367347,"x2",0.2055,"SVM-rad",0.00903520198999447,"adapt"
"397",5,"x1",0,"SVM-pol",0,"adapt"
"398",5,"x1",0,"SVM-rad",0,"adapt"
"399",5,"x2",0,"SVM-pol",0,"adapt"
"400",5,"x2",0.1705,"SVM-rad",0.00840921369689224,"adapt"
"401",0,"x1",0,"SVM-pol",0,"rando"
"402",0,"x1",0.2815,"SVM-rad",0.0100562853479801,"rando"
"403",0,"x2",0,"SVM-pol",0,"rando"
"404",0,"x2",0,"SVM-rad",0,"rando"
"405",0.102040816326531,"x1",0,"SVM-pol",0,"rando"
"406",0.102040816326531,"x1",0.31,"SVM-rad",0.0103416633091587,"rando"
"407",0.102040816326531,"x2",0,"SVM-pol",0,"rando"
"408",0.102040816326531,"x2",0,"SVM-rad",0,"rando"
"409",0.204081632653061,"x1",0.342,"SVM-pol",0.0106074502119972,"rando"
"410",0.204081632653061,"x1",0.3475,"SVM-rad",0.0106476229741666,"rando"
"411",0.204081632653061,"x2",0,"SVM-pol",0,"rando"
"412",0.204081632653061,"x2",0,"SVM-rad",0,"rando"
"413",0.306122448979592,"x1",0.544,"SVM-pol",0.0111369654753887,"rando"
"414",0.306122448979592,"x1",0.399,"SVM-rad",0.0109498630128418,"rando"
"415",0.306122448979592,"x2",0,"SVM-pol",0,"rando"
"416",0.306122448979592,"x2",0,"SVM-rad",0,"rando"
"417",0.408163265306122,"x1",0.6445,"SVM-pol",0.0107032646888695,"rando"
"418",0.408163265306122,"x1",0.849,"SVM-rad",0.00800621633482384,"rando"
"419",0.408163265306122,"x2",0,"SVM-pol",0,"rando"
"420",0.408163265306122,"x2",0,"SVM-rad",0,"rando"
"421",0.510204081632653,"x1",0.7245,"SVM-pol",0.00998998873873239,"rando"
"422",0.510204081632653,"x1",0.8585,"SVM-rad",0.00779351493230108,"rando"
"423",0.510204081632653,"x2",0,"SVM-pol",0,"rando"
"424",0.510204081632653,"x2",0,"SVM-rad",0,"rando"
"425",0.612244897959184,"x1",0.7495,"SVM-pol",0.00968890473686267,"rando"
"426",0.612244897959184,"x1",0.853,"SVM-rad",0.00791804900212167,"rando"
"427",0.612244897959184,"x2",0,"SVM-pol",0,"rando"
"428",0.612244897959184,"x2",0,"SVM-rad",0,"rando"
"429",0.714285714285714,"x1",0.7585,"SVM-pol",0.00957020767799738,"rando"
"430",0.714285714285714,"x1",0.822,"SVM-rad",0.00855324499824482,"rando"
"431",0.714285714285714,"x2",0,"SVM-pol",0,"rando"
"432",0.714285714285714,"x2",0.064,"SVM-rad",0.00547284204047586,"rando"
"433",0.816326530612245,"x1",0.7755,"SVM-pol",0.00933005225065755,"rando"
"434",0.816326530612245,"x1",0.78,"SVM-rad",0.00926282894152753,"rando"
"435",0.816326530612245,"x2",0.133,"SVM-pol",0.00759312188760328,"rando"
"436",0.816326530612245,"x2",0.162,"SVM-rad",0.00823881059376898,"rando"
"437",0.918367346938776,"x1",0.79,"SVM-pol",0.00910768905925098,"rando"
"438",0.918367346938776,"x1",0.7435,"SVM-rad",0.00976493087533138,"rando"
"439",0.918367346938776,"x2",0.2055,"SVM-pol",0.00903520198999447,"rando"
"440",0.918367346938776,"x2",0.1845,"SVM-rad",0.00867351572316555,"rando"
"441",1.02040816326531,"x1",0.803,"SVM-pol",0.00889356508943404,"rando"
"442",1.02040816326531,"x1",0.7525,"SVM-rad",0.00964996761652597,"rando"
"443",1.02040816326531,"x2",0.257,"SVM-pol",0.00977115653338948,"rando"
"444",1.02040816326531,"x2",0.235,"SVM-rad",0.00948090185583629,"rando"
"445",1.12244897959184,"x1",0.803,"SVM-pol",0.00889356508943404,"rando"
"446",1.12244897959184,"x1",0.8055,"SVM-rad",0.00885069912492793,"rando"
"447",1.12244897959184,"x2",0.2955,"SVM-pol",0.0102024445600062,"rando"
"448",1.12244897959184,"x2",0.2705,"SVM-rad",0.00993301943016322,"rando"
"449",1.22448979591837,"x1",0.812,"SVM-pol",0.00873658972368509,"rando"
"450",1.22448979591837,"x1",0.798,"SVM-rad",0.00897763888781455,"rando"
"451",1.22448979591837,"x2",0.312,"SVM-pol",0.010359922779635,"rando"
"452",1.22448979591837,"x2",0.429,"SVM-rad",0.0110670456762408,"rando"
"453",1.3265306122449,"x1",0.809,"SVM-pol",0.00878973833512693,"rando"
"454",1.3265306122449,"x1",0.77,"SVM-rad",0.00941010095588777,"rando"
"455",1.3265306122449,"x2",0.339,"SVM-pol",0.0105848712793307,"rando"
"456",1.3265306122449,"x2",0.5605,"SVM-rad",0.0110981924203899,"rando"
"457",1.42857142857143,"x1",0.798,"SVM-pol",0.00897763888781455,"rando"
"458",1.42857142857143,"x1",0.765,"SVM-rad",0.00948090185583629,"rando"
"459",1.42857142857143,"x2",0.3595,"SVM-pol",0.0107298590391487,"rando"
"460",1.42857142857143,"x2",0.5365,"SVM-rad",0.0111505100780189,"rando"
"461",1.53061224489796,"x1",0.7905,"SVM-pol",0.00909971840223641,"rando"
"462",1.53061224489796,"x1",0.756,"SVM-rad",0.00960374926786409,"rando"
"463",1.53061224489796,"x2",0.372,"SVM-pol",0.0108077749791527,"rando"
"464",1.53061224489796,"x2",0.502,"SVM-rad",0.0111802504444221,"rando"
"465",1.63265306122449,"x1",0.7735,"SVM-pol",0.00935942706579842,"rando"
"466",1.63265306122449,"x1",0.739,"SVM-rad",0.00982036150047441,"rando"
"467",1.63265306122449,"x2",0.385,"SVM-pol",0.0108806020054039,"rando"
"468",1.63265306122449,"x2",0.4835,"SVM-rad",0.0111742505341522,"rando"
"469",1.73469387755102,"x1",0.762,"SVM-pol",0.00952249967182987,"rando"
"470",1.73469387755102,"x1",0.6875,"SVM-rad",0.0103644524698606,"rando"
"471",1.73469387755102,"x2",0.3965,"SVM-pol",0.01093818426431,"rando"
"472",1.73469387755102,"x2",0.475,"SVM-rad",0.0111663557170636,"rando"
"473",1.83673469387755,"x1",0.747,"SVM-pol",0.00972087958983136,"rando"
"474",1.83673469387755,"x1",0.628,"SVM-rad",0.0108077749791527,"rando"
"475",1.83673469387755,"x2",0.429,"SVM-pol",0.0110670456762408,"rando"
"476",1.83673469387755,"x2",0.469,"SVM-rad",0.0111588305838918,"rando"
"477",1.93877551020408,"x1",0.7255,"SVM-pol",0.00997872111044296,"rando"
"478",1.93877551020408,"x1",0.599,"SVM-rad",0.0109589917419441,"rando"
"479",1.93877551020408,"x2",0.4135,"SVM-pol",0.0110117607583892,"rando"
"480",1.93877551020408,"x2",0.4265,"SVM-rad",0.0110588821767844,"rando"
"481",2.04081632653061,"x1",0.706,"SVM-pol",0.0101873450908468,"rando"
"482",2.04081632653061,"x1",0.5725,"SVM-rad",0.011062182198825,"rando"
"483",2.04081632653061,"x2",0.43,"SVM-pol",0.0110702303499069,"rando"
"484",2.04081632653061,"x2",0.4185,"SVM-rad",0.0110308147931148,"rando"
"485",2.14285714285714,"x1",0.6675,"SVM-pol",0.0105343189148611,"rando"
"486",2.14285714285714,"x1",0.564,"SVM-rad",0.0110883722881224,"rando"
"487",2.14285714285714,"x2",0.4365,"SVM-pol",0.0110898095114389,"rando"
"488",2.14285714285714,"x2",0.4005,"SVM-rad",0.0109567273854924,"rando"
"489",2.24489795918367,"x1",0.613,"SVM-pol",0.0108910743271727,"rando"
"490",2.24489795918367,"x1",0.546,"SVM-rad",0.011132924144177,"rando"
"491",2.24489795918367,"x2",0.4565,"SVM-pol",0.0111379475218731,"rando"
"492",2.24489795918367,"x2",0.385,"SVM-rad",0.0108806020054039,"rando"
"493",2.3469387755102,"x1",0.537,"SVM-pol",0.011149686094236,"rando"
"494",2.3469387755102,"x1",0.519,"SVM-rad",0.0111722647659282,"rando"
"495",2.3469387755102,"x2",0.448,"SVM-pol",0.0111197122264922,"rando"
"496",2.3469387755102,"x2",0.342,"SVM-rad",0.0106074502119972,"rando"
"497",2.44897959183673,"x1",0.4635,"SVM-pol",0.0111505100780189,"rando"
"498",2.44897959183673,"x1",0.4735,"SVM-rad",0.0111646260573295,"rando"
"499",2.44897959183673,"x2",0.464,"SVM-pol",0.0111513227914898,"rando"
"500",2.44897959183673,"x2",0.3315,"SVM-rad",0.0105263419572043,"rando"
"501",2.55102040816327,"x1",0.34,"SVM-pol",0.0105924501414923,"rando"
"502",2.55102040816327,"x1",0.414,"SVM-rad",0.0110137187180352,"rando"
"503",2.55102040816327,"x2",0.468,"SVM-pol",0.0111574190563947,"rando"
"504",2.55102040816327,"x2",0.325,"SVM-rad",0.0104731800328267,"rando"
"505",2.6530612244898,"x1",0.165,"SVM-pol",0.00829984939622401,"rando"
"506",2.6530612244898,"x1",0.3885,"SVM-rad",0.0108988015396189,"rando"
"507",2.6530612244898,"x2",0.451,"SVM-pol",0.0111265223677482,"rando"
"508",2.6530612244898,"x2",0.297,"SVM-rad",0.0102174116096005,"rando"
"509",2.75510204081633,"x1",0,"SVM-pol",0,"rando"
"510",2.75510204081633,"x1",0.355,"SVM-rad",0.0106998831769324,"rando"
"511",2.75510204081633,"x2",0.475,"SVM-pol",0.0111663557170636,"rando"
"512",2.75510204081633,"x2",0.413,"SVM-rad",0.0110097910970191,"rando"
"513",2.85714285714286,"x1",0,"SVM-pol",0,"rando"
"514",2.85714285714286,"x1",0.2945,"SVM-rad",0.0101923929967403,"rando"
"515",2.85714285714286,"x2",0.455,"SVM-pol",0.0111349674449457,"rando"
"516",2.85714285714286,"x2",0.527,"SVM-rad",0.0111640270512033,"rando"
"517",2.95918367346939,"x1",0,"SVM-pol",0,"rando"
"518",2.95918367346939,"x1",0.2735,"SVM-rad",0.00996739058129057,"rando"
"519",2.95918367346939,"x2",0.4895,"SVM-pol",0.0111778743506983,"rando"
"520",2.95918367346939,"x2",0.57,"SVM-rad",0.0110702303499069,"rando"
"521",3.06122448979592,"x1",0,"SVM-pol",0,"rando"
"522",3.06122448979592,"x1",0.2245,"SVM-rad",0.00933005225065755,"rando"
"523",3.06122448979592,"x2",0.4895,"SVM-pol",0.0111778743506983,"rando"
"524",3.06122448979592,"x2",0.6045,"SVM-rad",0.0109334292424655,"rando"
"525",3.16326530612245,"x1",0,"SVM-pol",0,"rando"
"526",3.16326530612245,"x1",0.1945,"SVM-rad",0.00885069912492793,"rando"
"527",3.16326530612245,"x2",0.488,"SVM-pol",0.0111771194858067,"rando"
"528",3.16326530612245,"x2",0.6535,"SVM-rad",0.0106404358463364,"rando"
"529",3.26530612244898,"x1",0,"SVM-pol",0,"rando"
"530",3.26530612244898,"x1",0.1555,"SVM-rad",0.00810307811883854,"rando"
"531",3.26530612244898,"x2",0.4765,"SVM-pol",0.0111679843749891,"rando"
"532",3.26530612244898,"x2",0.6175,"SVM-rad",0.0108672386096929,"rando"
"533",3.36734693877551,"x1",0,"SVM-pol",0,"rando"
"534",3.36734693877551,"x1",0.1295,"SVM-rad",0.00750765442731616,"rando"
"535",3.36734693877551,"x2",0.4945,"SVM-pol",0.0111796634564731,"rando"
"536",3.36734693877551,"x2",0.6215,"SVM-rad",0.010845223603043,"rando"
"537",3.46938775510204,"x1",0,"SVM-pol",0,"rando"
"538",3.46938775510204,"x1",0.11,"SVM-rad",0.00699642765988472,"rando"
"539",3.46938775510204,"x2",0.501,"SVM-pol",0.0111803175267968,"rando"
"540",3.46938775510204,"x2",0.612,"SVM-rad",0.0108962378828658,"rando"
"541",3.57142857142857,"x1",0,"SVM-pol",0,"rando"
"542",3.57142857142857,"x1",0.0665,"SVM-rad",0.00557125434709276,"rando"
"543",3.57142857142857,"x2",0.4925,"SVM-pol",0.0111790820285031,"rando"
"544",3.57142857142857,"x2",0.577,"SVM-rad",0.0110469679097932,"rando"
"545",3.6734693877551,"x1",0,"SVM-pol",0,"rando"
"546",3.6734693877551,"x1",0.0035,"SVM-rad",0.0013205585939291,"rando"
"547",3.6734693877551,"x2",0.489,"SVM-pol",0.0111776339177842,"rando"
"548",3.6734693877551,"x2",0.5825,"SVM-rad",0.0110270973061817,"rando"
"549",3.77551020408163,"x1",0,"SVM-pol",0,"rando"
"550",3.77551020408163,"x1",0,"SVM-rad",0,"rando"
"551",3.77551020408163,"x2",0.484,"SVM-pol",0.0111746140872963,"rando"
"552",3.77551020408163,"x2",0.539,"SVM-rad",0.0111462774054839,"rando"
"553",3.87755102040816,"x1",0,"SVM-pol",0,"rando"
"554",3.87755102040816,"x1",0,"SVM-rad",0,"rando"
"555",3.87755102040816,"x2",0.483,"SVM-pol",0.0111738757823774,"rando"
"556",3.87755102040816,"x2",0.5395,"SVM-rad",0.011145397031959,"rando"
"557",3.97959183673469,"x1",0,"SVM-pol",0,"rando"
"558",3.97959183673469,"x1",0,"SVM-rad",0,"rando"
"559",3.97959183673469,"x2",0.4695,"SVM-pol",0.0111595194789023,"rando"
"560",3.97959183673469,"x2",0.5125,"SVM-rad",0.0111768454851984,"rando"
"561",4.08163265306122,"x1",0,"SVM-pol",0,"rando"
"562",4.08163265306122,"x1",0,"SVM-rad",0,"rando"
"563",4.08163265306122,"x2",0.4815,"SVM-pol",0.0111726843238319,"rando"
"564",4.08163265306122,"x2",0.5045,"SVM-rad",0.0111798870745639,"rando"
"565",4.18367346938776,"x1",0,"SVM-pol",0,"rando"
"566",4.18367346938776,"x1",0,"SVM-rad",0,"rando"
"567",4.18367346938776,"x2",0.459,"SVM-pol",0.0111426881855323,"rando"
"568",4.18367346938776,"x2",0.485,"SVM-rad",0.0111753076020305,"rando"
"569",4.28571428571429,"x1",0,"SVM-pol",0,"rando"
"570",4.28571428571429,"x1",0,"SVM-rad",0,"rando"
"571",4.28571428571429,"x2",0.48,"SVM-pol",0.0111713920350152,"rando"
"572",4.28571428571429,"x2",0.496,"SVM-rad",0.011179982110898,"rando"
"573",4.38775510204082,"x1",0,"SVM-pol",0,"rando"
"574",4.38775510204082,"x1",0,"SVM-rad",0,"rando"
"575",4.38775510204082,"x2",0.4575,"SVM-pol",0.0111398776923268,"rando"
"576",4.38775510204082,"x2",0.472,"SVM-rad",0.0111627953488362,"rando"
"577",4.48979591836735,"x1",0,"SVM-pol",0,"rando"
"578",4.48979591836735,"x1",0,"SVM-rad",0,"rando"
"579",4.48979591836735,"x2",0.4245,"SVM-pol",0.0110521434572666,"rando"
"580",4.48979591836735,"x2",0.4455,"SVM-rad",0.0111137246231855,"rando"
"581",4.59183673469388,"x1",0,"SVM-pol",0,"rando"
"582",4.59183673469388,"x1",0,"SVM-rad",0,"rando"
"583",4.59183673469388,"x2",0.4155,"SVM-pol",0.0110195224488178,"rando"
"584",4.59183673469388,"x2",0.4445,"SVM-rad",0.0111112499296884,"rando"
"585",4.69387755102041,"x1",0,"SVM-pol",0,"rando"
"586",4.69387755102041,"x1",0,"SVM-rad",0,"rando"
"587",4.69387755102041,"x2",0.3655,"SVM-pol",0.0107682345349644,"rando"
"588",4.69387755102041,"x2",0.3975,"SVM-rad",0.0109428915282936,"rando"
"589",4.79591836734694,"x1",0,"SVM-pol",0,"rando"
"590",4.79591836734694,"x1",0,"SVM-rad",0,"rando"
"591",4.79591836734694,"x2",0.262,"SVM-pol",0.00983249713958768,"rando"
"592",4.79591836734694,"x2",0.379,"SVM-rad",0.010848018252197,"rando"
"593",4.89795918367347,"x1",0,"SVM-pol",0,"rando"
"594",4.89795918367347,"x1",0,"SVM-rad",0,"rando"
"595",4.89795918367347,"x2",0,"SVM-pol",0,"rando"
"596",4.89795918367347,"x2",0.346,"SVM-rad",0.0106368228339105,"rando"
"597",5,"x1",0,"SVM-pol",0,"rando"
"598",5,"x1",0,"SVM-rad",0,"rando"
"599",5,"x2",0,"SVM-pol",0,"rando"
"600",5,"x2",0.3125,"SVM-rad",0.0103644524698606,"rando"
