"","x","var","ncond","prob","method"
"231",0.714285714285714,"x2",1,0.553,"pol"
"232",0.714285714285714,"x2",1,0.307,"rad"
"233",0.816326530612245,"x1",1,1,"pol"
"234",0.816326530612245,"x1",1,1,"rad"
"235",0.816326530612245,"x2",1,0.6815,"pol"
"236",0.816326530612245,"x2",1,0.439,"rad"
"237",0.918367346938776,"x1",1,1,"pol"
"238",0.918367346938776,"x1",1,1,"rad"
"239",0.918367346938776,"x2",1,0.7705,"pol"
"240",0.918367346938776,"x2",1,0.5395,"rad"
"241",1.02040816326531,"x1",1,1,"pol"
"242",1.02040816326531,"x1",1,1,"rad"
"243",1.02040816326531,"x2",1,0.8495,"pol"
"244",1.02040816326531,"x2",1,0.6585,"rad"
"245",1.12244897959184,"x1",1,1,"pol"
"246",1.12244897959184,"x1",1,1,"rad"
"247",1.12244897959184,"x2",1,0.8835,"pol"
"248",1.12244897959184,"x2",1,1,"rad"
"249",1.22448979591837,"x1",1,1,"pol"
"250",1.22448979591837,"x1",1,1,"rad"
"251",1.22448979591837,"x2",1,0.9225,"pol"
"252",1.22448979591837,"x2",1,1,"rad"
"253",1.3265306122449,"x1",1,1,"pol"
"254",1.3265306122449,"x1",1,1,"rad"
"255",1.3265306122449,"x2",1,0.9485,"pol"
"256",1.3265306122449,"x2",1,1,"rad"
"257",1.42857142857143,"x1",1,1,"pol"
"258",1.42857142857143,"x1",1,1,"rad"
"259",1.42857142857143,"x2",1,0.97,"pol"
"260",1.42857142857143,"x2",1,1,"rad"
"261",1.53061224489796,"x1",1,1,"pol"
"262",1.53061224489796,"x1",1,1,"rad"
"263",1.53061224489796,"x2",1,0.977,"pol"
"264",1.53061224489796,"x2",1,1,"rad"
"265",1.63265306122449,"x1",1,1,"pol"
"266",1.63265306122449,"x1",1,1,"rad"
"267",1.63265306122449,"x2",1,0.992,"pol"
"268",1.63265306122449,"x2",1,1,"rad"
"269",1.73469387755102,"x1",1,1,"pol"
"270",1.73469387755102,"x1",1,1,"rad"
"271",1.73469387755102,"x2",1,0.9985,"pol"
"272",1.73469387755102,"x2",1,1,"rad"
"273",1.83673469387755,"x1",1,1,"pol"
"274",1.83673469387755,"x1",1,1,"rad"
"275",1.83673469387755,"x2",1,1,"pol"
"276",1.83673469387755,"x2",1,1,"rad"
"277",1.93877551020408,"x1",1,1,"pol"
"278",1.93877551020408,"x1",1,1,"rad"
"279",1.93877551020408,"x2",1,1,"pol"
"280",1.93877551020408,"x2",1,1,"rad"
"281",2.04081632653061,"x1",1,1,"pol"
"282",2.04081632653061,"x1",1,0.7845,"rad"
"283",2.04081632653061,"x2",1,1,"pol"
"284",2.04081632653061,"x2",1,1,"rad"
"285",2.14285714285714,"x1",1,1,"pol"
"286",2.14285714285714,"x1",1,0.5905,"rad"
"287",2.14285714285714,"x2",1,1,"pol"
"288",2.14285714285714,"x2",1,1,"rad"
"289",2.24489795918367,"x1",1,1,"pol"
"290",2.24489795918367,"x1",1,0.2995,"rad"
"291",2.24489795918367,"x2",1,1,"pol"
"292",2.24489795918367,"x2",1,0.9805,"rad"
"293",2.3469387755102,"x1",1,1,"pol"
"294",2.3469387755102,"x1",1,0.2595,"rad"
"295",2.3469387755102,"x2",1,1,"pol"
"296",2.3469387755102,"x2",1,0.954,"rad"
"297",2.44897959183673,"x1",1,0.049,"pol"
"298",2.44897959183673,"x1",1,0.2625,"rad"
"299",2.44897959183673,"x2",1,1,"pol"
"300",2.44897959183673,"x2",1,0.9425,"rad"
"301",2.55102040816327,"x1",1,0,"pol"
"302",2.55102040816327,"x1",1,0.2435,"rad"
"303",2.55102040816327,"x2",1,1,"pol"
"304",2.55102040816327,"x2",1,0.917,"rad"
"305",2.6530612244898,"x1",1,0,"pol"
"306",2.6530612244898,"x1",1,0.2365,"rad"
"307",2.6530612244898,"x2",1,1,"pol"
"308",2.6530612244898,"x2",1,0.908,"rad"
"309",2.75510204081633,"x1",1,0,"pol"
"310",2.75510204081633,"x1",1,0.154,"rad"
"311",2.75510204081633,"x2",1,1,"pol"
"312",2.75510204081633,"x2",1,0.9205,"rad"
"313",2.85714285714286,"x1",1,0,"pol"
"314",2.85714285714286,"x1",1,0.124,"rad"
"315",2.85714285714286,"x2",1,1,"pol"
"316",2.85714285714286,"x2",1,0.9415,"rad"
"317",2.95918367346939,"x1",1,0,"pol"
"318",2.95918367346939,"x1",1,0,"rad"
"319",2.95918367346939,"x2",1,1,"pol"
"320",2.95918367346939,"x2",1,1,"rad"
"321",3.06122448979592,"x1",1,0,"pol"
"322",3.06122448979592,"x1",1,0,"rad"
"323",3.06122448979592,"x2",1,1,"pol"
"324",3.06122448979592,"x2",1,1,"rad"
"325",3.16326530612245,"x1",1,0,"pol"
"326",3.16326530612245,"x1",1,0,"rad"
"327",3.16326530612245,"x2",1,1,"pol"
"328",3.16326530612245,"x2",1,1,"rad"
"329",3.26530612244898,"x1",1,0,"pol"
"330",3.26530612244898,"x1",1,0,"rad"
"331",3.26530612244898,"x2",1,1,"pol"
"332",3.26530612244898,"x2",1,1,"rad"
"333",3.36734693877551,"x1",1,0,"pol"
"334",3.36734693877551,"x1",1,0,"rad"
"335",3.36734693877551,"x2",1,1,"pol"
"336",3.36734693877551,"x2",1,1,"rad"
"337",3.46938775510204,"x1",1,0,"pol"
"338",3.46938775510204,"x1",1,0,"rad"
"339",3.46938775510204,"x2",1,1,"pol"
"340",3.46938775510204,"x2",1,1,"rad"
"341",3.57142857142857,"x1",1,0,"pol"
"342",3.57142857142857,"x1",1,0,"rad"
"343",3.57142857142857,"x2",1,1,"pol"
"344",3.57142857142857,"x2",1,1,"rad"
"345",3.6734693877551,"x1",1,0,"pol"
"346",3.6734693877551,"x1",1,0,"rad"
"347",3.6734693877551,"x2",1,1,"pol"
"348",3.6734693877551,"x2",1,0.996,"rad"
"349",3.77551020408163,"x1",1,0,"pol"
"350",3.77551020408163,"x1",1,0,"rad"
"351",3.77551020408163,"x2",1,1,"pol"
"352",3.77551020408163,"x2",1,0.98,"rad"
"353",3.87755102040816,"x1",1,0,"pol"
"354",3.87755102040816,"x1",1,0,"rad"
"355",3.87755102040816,"x2",1,1,"pol"
"356",3.87755102040816,"x2",1,0.951,"rad"
"357",3.97959183673469,"x1",1,0,"pol"
"358",3.97959183673469,"x1",1,0,"rad"
"359",3.97959183673469,"x2",1,1,"pol"
"360",3.97959183673469,"x2",1,0.92,"rad"
"361",4.08163265306122,"x1",1,0,"pol"
"362",4.08163265306122,"x1",1,0,"rad"
"363",4.08163265306122,"x2",1,1,"pol"
"364",4.08163265306122,"x2",1,0.9215,"rad"
"365",4.18367346938776,"x1",1,0,"pol"
"366",4.18367346938776,"x1",1,0,"rad"
"367",4.18367346938776,"x2",1,1,"pol"
"368",4.18367346938776,"x2",1,0.8795,"rad"
"369",4.28571428571429,"x1",1,0,"pol"
"370",4.28571428571429,"x1",1,0,"rad"
"371",4.28571428571429,"x2",1,0.9905,"pol"
"372",4.28571428571429,"x2",1,0.8405,"rad"
"373",4.38775510204082,"x1",1,0,"pol"
"374",4.38775510204082,"x1",1,0,"rad"
"375",4.38775510204082,"x2",1,0.977,"pol"
"376",4.38775510204082,"x2",1,0.84,"rad"
"377",4.48979591836735,"x1",1,0,"pol"
"378",4.48979591836735,"x1",1,0,"rad"
"379",4.48979591836735,"x2",1,0.967,"pol"
"380",4.48979591836735,"x2",1,0.8355,"rad"
"381",4.59183673469388,"x1",1,0,"pol"
"382",4.59183673469388,"x1",1,0,"rad"
"383",4.59183673469388,"x2",1,0.9265,"pol"
"384",4.59183673469388,"x2",1,0.6675,"rad"
"385",4.69387755102041,"x1",1,0,"pol"
"386",4.69387755102041,"x1",1,0,"rad"
"387",4.69387755102041,"x2",1,0.899,"pol"
"388",4.69387755102041,"x2",1,0.5505,"rad"
"389",4.79591836734694,"x1",1,0,"pol"
"390",4.79591836734694,"x1",1,0,"rad"
"391",4.79591836734694,"x2",1,0.764,"pol"
"392",4.79591836734694,"x2",1,0.471,"rad"
"393",4.89795918367347,"x1",1,0,"pol"
"394",4.89795918367347,"x1",1,0,"rad"
"395",4.89795918367347,"x2",1,0.2875,"pol"
"396",4.89795918367347,"x2",1,0.36,"rad"
"397",5,"x1",1,0,"pol"
"398",5,"x1",1,0,"rad"
"399",5,"x2",1,0,"pol"
"400",5,"x2",1,0.233,"rad"
