"","x1","x2","f1","f2","order","f1.norm","f2.norm","theta","dist"
"1",0,0,201.25,86.25,0,2.21389414595075,9.34099274128816,85.1849387005583,9.14294303943981
"2",0.833333333333333,0,190.138888888889,97.3171325953316,0,2.08794487360154,10.7202262642464,87.7540664793482,10.4437044797992
"3",1.66666666666667,0,206.805555555556,111.766648518106,0,2.27686878212537,12.5209869020665,88.5485675489299,12.2378277884958
"4",2.5,0,251.25,129.76193719046,0,2.78066587152223,14.7636369451942,88.148387489191,14.5400968109875
"5",3.33333333333333,0,323.472222222222,151.472361256989,0,3.59933614179215,17.469283092673,87.0642344525508,17.3644317966403
"6",4.16666666666667,0,423.472222222222,177.07325658474,0,4.73287959293511,20.6597764521429,85.6632729345935,20.7344600846887
"7",5,0,551.25,206.745932263218,0,6.18129622495111,24.3577125398417,84.1783903678181,24.6804528190743
"8",0,0.833333333333333,19.6041666666667,25.9039555047617,0,0.154859697926696,1.82040989574874,94.5973728180218,1.22004889633246
"9",0.833333333333333,0.833333333333333,8.4930555555556,26.5392205418436,0,0.0289104255774786,1.89957934886221,99.0311787862436,1.04450158528155
"10",1.66666666666667,0.833333333333333,25.1597222222222,29.5108025656572,0,0.217834334101305,2.26991064363612,93.9092639956625,1.69222617868782
"11",2.5,0.833333333333333,69.6041666666667,34.9367198693123,0,0.721631423498176,2.94611172585293,84.7074933025636,2.57997542020821
"12",3.33333333333333,0.833333333333333,141.826388888889,42.9409639683737,0,1.54030169376809,3.94363494989227,76.2949095799559,3.84785182856181
"13",4.16666666666667,0.833333333333333,241.826388888889,53.6534996008612,0,2.67384514491105,5.27867707873093,70.1512220937152,5.55753664979058
"14",5,0.833333333333333,369.604166666667,67.2102647272497,0,4.12226177692706,6.96817928394289,65.9912552740493,7.74901647283306
"15",0,1.66666666666667,46.0092592592594,16.7728623095863,0,0.454172895778266,0.682453905110837,62.618050130686,0.480669916100241
"16",0.833333333333333,1.66666666666667,34.8981481481483,13.4407539821003,0,0.328223623429048,0.267192276336682,43.4972278712593,0.0947827471617054
"17",1.66666666666667,1.66666666666667,51.5648148148149,11.7435242405532,0,0.517147531952874,0.0556762277541507,6.82756601416131,0
"18",2.5,1.66666666666667,96.0092592592594,11.7538202490262,0,1.02094462134975,0.0569593604821903,3.54807712063281,0.41278008787982
"19",3.33333333333333,1.66666666666667,168.231481481482,13.5502623940556,0,1.83961489161967,0.280839684236935,9.64431581827085,1.38111193105216
"20",4.16666666666667,1.66666666666667,268.231481481482,17.2174442846326,0,2.97315834276263,0.737859617331677,15.4863506395938,2.63900627234161
"21",5,1.66666666666667,396.009259259259,22.8459327522034,0,4.42157497477862,1.43930598667689,20.0344946874954,4.25755433874844
"22",0,2.5,79.25,21.0046039028309,0,0.830971135556341,1.20983168934029,61.6853672229242,1.13063197666177
"23",0.833333333333333,2.5,68.1388888888889,17.5519073124669,0,0.705021863207123,0.779541834130432,53.1929314752173,0.722921662287862
"24",1.66666666666667,2.5,84.8055555555557,15.3772788471671,0,0.893945771730951,0.508530309375966,32.9264796341193,0.687100394952331
"25",2.5,2.5,129.25,14.507994541984,0,1.39774286112782,0.400196371532326,17.7525257377038,1.04390641064182
"26",3.33333333333333,2.5,201.472222222222,14.9773036544252,0,2.21641313139773,0.458683685652129,12.9913679291053,1.82487303004435
"27",4.16666666666667,2.5,301.472222222222,16.8244286644535,0,3.34995658254069,0.68888032538519,12.9113714755236,2.98065844057344
"28",5,2.5,429.25,20.0945652744864,0,4.7983732145567,1.09641877297846,14.3011158453435,4.48956905362379
"29",0,3.33333333333333,52.1388888888887,20.6305383742651,0,0.523654911024247,1.16321403907389,73.0707899052118,0.904636216259375
"30",0.833333333333333,3.33333333333333,41.0277777777778,18.2863295307217,0,0.397705638675032,0.871068680375108,72.7332052569321,0.587934155574409
"31",1.66666666666667,3.33333333333333,57.6944444444443,17.2080062912858,0,0.586629547198857,0.736683414128071,57.1880927169002,0.610405495318409
"32",2.5,3.33333333333333,102.138888888889,17.3774735619809,0,1.09042663659573,0.757803152124661,38.6641824470286,0.990812748945009
"33",3.33333333333333,3.33333333333333,174.361111111111,18.7826094712864,0,1.90909690686564,0.932917214754038,28.9370488570814,1.77378693028086
"34",4.16666666666667,3.33333333333333,274.361111111111,21.4172653701361,0,3.0426403580086,1.26125933100247,25.01707909239,2.92861400084455
"35",5,3.33333333333333,402.138888888889,25.2812658319193,0,4.49105699002461,1.74280763845344,23.5659226671037,4.44635364679119
"36",0,4.16666666666667,31.5162037037042,17.5654984150716,0,0.289887813657759,0.78123561561944,77.379957327252,0.44153001361643
"37",0.833333333333333,4.16666666666667,20.4050925925928,14.941144236056,0,0.163938541308538,0.454177343873364,77.9473241877691,0.087933466349728
"38",1.66666666666667,4.16666666666667,37.0717592592598,13.9151210801083,0,0.352862449832368,0.326309938307862,47.5123768580006,0.154691190846663
"39",2.5,4.16666666666667,81.5162037037042,14.4239627242249,0,0.856659539229239,0.389723966051492,27.1804723502052,0.584214119651562
"40",3.33333333333333,4.16666666666667,153.738425925926,16.4101761678553,0,1.67532980949915,0.637254402829751,23.1395424451843,1.41961226407533
"41",4.16666666666667,4.16666666666667,253.738425925926,19.8222416329051,0,2.80887326064211,1.06248063296544,23.0217314276581,2.62977379974549
"42",5,4.16666666666667,381.516203703704,24.6146125637352,0,4.25728989265812,1.65972644937859,23.66508926581,4.19878671856415
"43",0,5,218.25,33.6077913178457,0,2.40659653264506,2.78049495095569,54.5809900690719,3.34825148595495
"44",0.833333333333333,5,207.138888888889,26.6969496290735,0,2.28064726029584,1.91923622409878,44.5351817359826,2.65384937921152
"45",1.66666666666667,5,223.805555555556,22.0615123222477,0,2.46957116881967,1.34154814888387,31.6802115182611,2.46624086821008
"46",2.5,5,268.25,19.5926420453366,0,2.97336825821654,1.03386694777607,21.3033600083616,2.76693925670769
"47",3.33333333333333,5,340.472222222223,19.1874746687612,0,3.79203852848646,0.983373251837383,16.1533610614565,3.49750865418459
"48",4.16666666666667,5,440.472222222223,20.7491192853984,0,4.92558197962942,1.1779921007271,14.9445626730428,4.63648292929396
"49",5,5,568.25,24.1866582105805,0,6.37399861164542,1.60639294270173,15.7169683672764,6.15049366998319
