"","x","var","ncond","prob","method"
"107",2.6530612244898,"x2",0,0.3755,"pol"
"108",2.6530612244898,"x2",0,0.16,"rad"
"109",2.75510204081633,"x1",0,0.158,"pol"
"110",2.75510204081633,"x1",0,0.1055,"rad"
"111",2.75510204081633,"x2",0,0.3915,"pol"
"112",2.75510204081633,"x2",0,0.156,"rad"
"113",2.85714285714286,"x1",0,0.157,"pol"
"114",2.85714285714286,"x1",0,0.0745,"rad"
"115",2.85714285714286,"x2",0,0.4005,"pol"
"116",2.85714285714286,"x2",0,0.2565,"rad"
"117",2.95918367346939,"x1",0,0.137,"pol"
"118",2.95918367346939,"x1",0,0,"rad"
"119",2.95918367346939,"x2",0,0.408,"pol"
"120",2.95918367346939,"x2",0,0.361,"rad"
"121",3.06122448979592,"x1",0,0.1335,"pol"
"122",3.06122448979592,"x1",0,0,"rad"
"123",3.06122448979592,"x2",0,0.4135,"pol"
"124",3.06122448979592,"x2",0,0.36,"rad"
"125",3.16326530612245,"x1",0,0.101,"pol"
"126",3.16326530612245,"x1",0,0,"rad"
"127",3.16326530612245,"x2",0,0.428,"pol"
"128",3.16326530612245,"x2",0,0.36,"rad"
"129",3.26530612244898,"x1",0,0.0945,"pol"
"130",3.26530612244898,"x1",0,0,"rad"
"131",3.26530612244898,"x2",0,0.439,"pol"
"132",3.26530612244898,"x2",0,0.368,"rad"
"133",3.36734693877551,"x1",0,0.076,"pol"
"134",3.36734693877551,"x1",0,0,"rad"
"135",3.36734693877551,"x2",0,0.437,"pol"
"136",3.36734693877551,"x2",0,0.36,"rad"
"137",3.46938775510204,"x1",0,0.0515,"pol"
"138",3.46938775510204,"x1",0,0,"rad"
"139",3.46938775510204,"x2",0,0.4685,"pol"
"140",3.46938775510204,"x2",0,0.367,"rad"
"141",3.57142857142857,"x1",0,0.029,"pol"
"142",3.57142857142857,"x1",0,0,"rad"
"143",3.57142857142857,"x2",0,0.4895,"pol"
"144",3.57142857142857,"x2",0,0.417,"rad"
"145",3.6734693877551,"x1",0,0,"pol"
"146",3.6734693877551,"x1",0,0,"rad"
"147",3.6734693877551,"x2",0,0.4935,"pol"
"148",3.6734693877551,"x2",0,0.4245,"rad"
"149",3.77551020408163,"x1",0,0,"pol"
"150",3.77551020408163,"x1",0,0,"rad"
"151",3.77551020408163,"x2",0,0.5235,"pol"
"152",3.77551020408163,"x2",0,0.4445,"rad"
"153",3.87755102040816,"x1",0,0,"pol"
"154",3.87755102040816,"x1",0,0,"rad"
"155",3.87755102040816,"x2",0,0.5535,"pol"
"156",3.87755102040816,"x2",0,0.469,"rad"
"157",3.97959183673469,"x1",0,0,"pol"
"158",3.97959183673469,"x1",0,0,"rad"
"159",3.97959183673469,"x2",0,0.5615,"pol"
"160",3.97959183673469,"x2",0,0.456,"rad"
"161",4.08163265306122,"x1",0,0,"pol"
"162",4.08163265306122,"x1",0,0,"rad"
"163",4.08163265306122,"x2",0,0.5755,"pol"
"164",4.08163265306122,"x2",0,0.4575,"rad"
"165",4.18367346938776,"x1",0,0,"pol"
"166",4.18367346938776,"x1",0,0,"rad"
"167",4.18367346938776,"x2",0,0.5895,"pol"
"168",4.18367346938776,"x2",0,0.4465,"rad"
"169",4.28571428571429,"x1",0,0,"pol"
"170",4.28571428571429,"x1",0,0,"rad"
"171",4.28571428571429,"x2",0,0.5795,"pol"
"172",4.28571428571429,"x2",0,0.4165,"rad"
"173",4.38775510204082,"x1",0,0,"pol"
"174",4.38775510204082,"x1",0,0,"rad"
"175",4.38775510204082,"x2",0,0.582,"pol"
"176",4.38775510204082,"x2",0,0.4025,"rad"
"177",4.48979591836735,"x1",0,0,"pol"
"178",4.48979591836735,"x1",0,0,"rad"
"179",4.48979591836735,"x2",0,0.6005,"pol"
"180",4.48979591836735,"x2",0,0.384,"rad"
"181",4.59183673469388,"x1",0,0,"pol"
"182",4.59183673469388,"x1",0,0,"rad"
"183",4.59183673469388,"x2",0,0.584,"pol"
"184",4.59183673469388,"x2",0,0.321,"rad"
"185",4.69387755102041,"x1",0,0,"pol"
"186",4.69387755102041,"x1",0,0,"rad"
"187",4.69387755102041,"x2",0,0.4685,"pol"
"188",4.69387755102041,"x2",0,0.29,"rad"
"189",4.79591836734694,"x1",0,0,"pol"
"190",4.79591836734694,"x1",0,0,"rad"
"191",4.79591836734694,"x2",0,0.1715,"pol"
"192",4.79591836734694,"x2",0,0.2395,"rad"
"193",4.89795918367347,"x1",0,0,"pol"
"194",4.89795918367347,"x1",0,0,"rad"
"195",4.89795918367347,"x2",0,0,"pol"
"196",4.89795918367347,"x2",0,0.1935,"rad"
"197",5,"x1",0,0,"pol"
"198",5,"x1",0,0,"rad"
"199",5,"x2",0,0,"pol"
"200",5,"x2",0,0.1275,"rad"
"201",0,"x1",1,0.439,"pol"
"202",0,"x1",1,NA,"rad"
"203",0,"x2",1,0.768,"pol"
"204",0,"x2",1,0,"rad"
"205",0.102040816326531,"x1",1,0.6125,"pol"
"206",0.102040816326531,"x1",1,NA,"rad"
"207",0.102040816326531,"x2",1,0.741,"pol"
"208",0.102040816326531,"x2",1,0,"rad"
"209",0.204081632653061,"x1",1,0.7495,"pol"
"210",0.204081632653061,"x1",1,NA,"rad"
"211",0.204081632653061,"x2",1,0.7275,"pol"
"212",0.204081632653061,"x2",1,0,"rad"
"213",0.306122448979592,"x1",1,0.8195,"pol"
"214",0.306122448979592,"x1",1,NA,"rad"
"215",0.306122448979592,"x2",1,0.7245,"pol"
"216",0.306122448979592,"x2",1,0,"rad"
"217",0.408163265306122,"x1",1,0.8705,"pol"
"218",0.408163265306122,"x1",1,NA,"rad"
"219",0.408163265306122,"x2",1,0.7355,"pol"
"220",0.408163265306122,"x2",1,0,"rad"
"221",0.510204081632653,"x1",1,0.9145,"pol"
"222",0.510204081632653,"x1",1,NA,"rad"
"223",0.510204081632653,"x2",1,0.7245,"pol"
"224",0.510204081632653,"x2",1,0,"rad"
"225",0.612244897959184,"x1",1,0.969,"pol"
"226",0.612244897959184,"x1",1,NA,"rad"
"227",0.612244897959184,"x2",1,0.727,"pol"
"228",0.612244897959184,"x2",1,0,"rad"
"229",0.714285714285714,"x1",1,0.9875,"pol"
"230",0.714285714285714,"x1",1,NA,"rad"
"231",0.714285714285714,"x2",1,0.722,"pol"
"232",0.714285714285714,"x2",1,0,"rad"
"233",0.816326530612245,"x1",1,1,"pol"
"234",0.816326530612245,"x1",1,NA,"rad"
"235",0.816326530612245,"x2",1,0.7455,"pol"
"236",0.816326530612245,"x2",1,0.7145,"rad"
"237",0.918367346938776,"x1",1,1,"pol"
"238",0.918367346938776,"x1",1,NA,"rad"
"239",0.918367346938776,"x2",1,0.725,"pol"
"240",0.918367346938776,"x2",1,0.941,"rad"
"241",1.02040816326531,"x1",1,1,"pol"
"242",1.02040816326531,"x1",1,NA,"rad"
"243",1.02040816326531,"x2",1,0.764,"pol"
"244",1.02040816326531,"x2",1,1,"rad"
"245",1.12244897959184,"x1",1,1,"pol"
"246",1.12244897959184,"x1",1,NA,"rad"
"247",1.12244897959184,"x2",1,0.7585,"pol"
"248",1.12244897959184,"x2",1,1,"rad"
"249",1.22448979591837,"x1",1,1,"pol"
"250",1.22448979591837,"x1",1,NA,"rad"
"251",1.22448979591837,"x2",1,0.7915,"pol"
"252",1.22448979591837,"x2",1,1,"rad"
"253",1.3265306122449,"x1",1,1,"pol"
"254",1.3265306122449,"x1",1,NA,"rad"
"255",1.3265306122449,"x2",1,0.795,"pol"
"256",1.3265306122449,"x2",1,1,"rad"
"257",1.42857142857143,"x1",1,1,"pol"
"258",1.42857142857143,"x1",1,NA,"rad"
"259",1.42857142857143,"x2",1,0.806,"pol"
"260",1.42857142857143,"x2",1,1,"rad"
"261",1.53061224489796,"x1",1,1,"pol"
"262",1.53061224489796,"x1",1,NA,"rad"
"263",1.53061224489796,"x2",1,0.831,"pol"
"264",1.53061224489796,"x2",1,0.9605,"rad"
"265",1.63265306122449,"x1",1,1,"pol"
"266",1.63265306122449,"x1",1,NA,"rad"
"267",1.63265306122449,"x2",1,0.843,"pol"
"268",1.63265306122449,"x2",1,0.923,"rad"
"269",1.73469387755102,"x1",1,1,"pol"
"270",1.73469387755102,"x1",1,NA,"rad"
"271",1.73469387755102,"x2",1,0.862,"pol"
"272",1.73469387755102,"x2",1,0.871,"rad"
"273",1.83673469387755,"x1",1,1,"pol"
"274",1.83673469387755,"x1",1,NA,"rad"
"275",1.83673469387755,"x2",1,0.875,"pol"
"276",1.83673469387755,"x2",1,0.819,"rad"
"277",1.93877551020408,"x1",1,1,"pol"
"278",1.93877551020408,"x1",1,NA,"rad"
"279",1.93877551020408,"x2",1,0.9095,"pol"
"280",1.93877551020408,"x2",1,0.776,"rad"
"281",2.04081632653061,"x1",1,1,"pol"
"282",2.04081632653061,"x1",1,NA,"rad"
"283",2.04081632653061,"x2",1,0.9215,"pol"
"284",2.04081632653061,"x2",1,0.723,"rad"
"285",2.14285714285714,"x1",1,1,"pol"
"286",2.14285714285714,"x1",1,NA,"rad"
"287",2.14285714285714,"x2",1,0.939,"pol"
"288",2.14285714285714,"x2",1,0.6985,"rad"
"289",2.24489795918367,"x1",1,1,"pol"
"290",2.24489795918367,"x1",1,NA,"rad"
