"","x1","x2","f1","f2","order","f1.norm","f2.norm","dist","theta","rad"
"1",0,0,201.25,86.25,0,2.21389414595075,9.34099274128816,9.14294303943981,85.1849387005583,9.59976419930579
"2",0.833333333333333,0,190.138888888889,97.3171325953316,0,2.08794487360154,10.7202262642464,10.4437044797992,87.7540664793482,10.9216649349738
"3",1.66666666666667,0,206.805555555556,111.766648518106,0,2.27686878212537,12.5209869020665,12.2378277884958,88.5485675489299,12.7263209315473
"4",2.5,0,251.25,129.76193719046,0,2.78066587152223,14.7636369451942,14.5400968109875,88.148387489191,15.0232179821286
"5",3.33333333333333,0,323.472222222222,151.472361256989,0,3.59933614179215,17.469283092673,17.3644317966403,87.0642344525508,17.8362292100534
"6",4.16666666666667,0,423.472222222222,177.07325658474,0,4.73287959293511,20.6597764521429,20.7344600846887,85.6632729345935,21.1949643145191
"7",5,0,551.25,206.745932263218,0,6.18129622495111,24.3577125398417,24.6804528190743,84.1783903678181,25.1297947304421
"8",0,0.833333333333333,19.6041666666667,25.9039555047617,0,0.154859697926696,1.82040989574874,1.22004889633246,94.5973728180218,1.8269848698284
"9",0.833333333333333,0.833333333333333,8.4930555555556,26.5392205418436,0,0.0289104255774786,1.89957934886221,1.04450158528155,99.0311787862436,1.89979933554332
"10",1.66666666666667,0.833333333333333,25.1597222222222,29.5108025656572,0,0.217834334101305,2.26991064363612,1.69222617868782,93.9092639956625,2.28033903777616
"11",2.5,0.833333333333333,69.6041666666667,34.9367198693123,0,0.721631423498176,2.94611172585293,2.57997542020821,84.7074933025636,3.03320395169664
"12",3.33333333333333,0.833333333333333,141.826388888889,42.9409639683737,0,1.54030169376809,3.94363494989227,3.84785182856181,76.2949095799559,4.23376734432074
"13",4.16666666666667,0.833333333333333,241.826388888889,53.6534996008612,0,2.67384514491105,5.27867707873093,5.55753664979058,70.1512220937152,5.91725270378777
"14",5,0.833333333333333,369.604166666667,67.2102647272497,0,4.12226177692706,6.96817928394289,7.74901647283306,65.9912552740493,8.0962068087892
"15",0,1.66666666666667,46.0092592592594,16.7728623095863,0,0.454172895778266,0.682453905110837,0.480669916100241,62.618050130686,0.819766034829845
"16",0.833333333333333,1.66666666666667,34.8981481481483,13.4407539821003,0,0.328223623429048,0.267192276336682,0.0947827471617054,43.4972278712593,0.423228613766687
"17",1.66666666666667,1.66666666666667,51.5648148148149,11.7435242405532,0,0.517147531952874,0.0556762277541507,0,6.82756601416131,0.520135955440384
"18",2.5,1.66666666666667,96.0092592592594,11.7538202490262,0,1.02094462134975,0.0569593604821903,0.41278008787982,3.54807712063281,1.02253229220867
"19",3.33333333333333,1.66666666666667,168.231481481482,13.5502623940556,0,1.83961489161967,0.280839684236935,1.38111193105216,9.64431581827085,1.8609282301344
"20",4.16666666666667,1.66666666666667,268.231481481482,17.2174442846326,0,2.97315834276263,0.737859617331677,2.63900627234161,15.4863506395938,3.06334904084204
"21",5,1.66666666666667,396.009259259259,22.8459327522034,0,4.42157497477862,1.43930598667689,4.25755433874844,20.0344946874954,4.64993838463183
"22",0,2.5,79.25,21.0046039028309,0,0.830971135556341,1.20983168934029,1.13063197666177,61.6853672229242,1.4677212762169
"23",0.833333333333333,2.5,68.1388888888889,17.5519073124669,0,0.705021863207123,0.779541834130432,0.722921662287862,53.1929314752173,1.05106674324682
"24",1.66666666666667,2.5,84.8055555555557,15.3772788471671,0,0.893945771730951,0.508530309375966,0.687100394952331,32.9264796341193,1.02846590529276
"25",2.5,2.5,129.25,14.507994541984,0,1.39774286112782,0.400196371532326,1.04390641064182,17.7525257377038,1.45390585720721
"26",3.33333333333333,2.5,201.472222222222,14.9773036544252,0,2.21641313139773,0.458683685652129,1.82487303004435,12.9913679291053,2.26337754087022
"27",4.16666666666667,2.5,301.472222222222,16.8244286644535,0,3.34995658254069,0.68888032538519,2.98065844057344,12.9113714755236,3.42005339250873
