"","x1","x2","f1","f2"
"1",1.66666666666667,1.66666666666667,51.5648148148149,11.7435242405532
"2",0.828921886218584,1.06016616862706,5.94194948287031,19.3208856207753
"3",1.31780125090342,1.54972167891133,33.9045311873183,12.5238653737694
"4",1.0439696079569,1.44594925800375,22.9556534239709,13.508725887094
"5",1.52174262192589,1.55175398232908,39.4937345568743,12.2692285272321
"6",0.679988277995917,1.13971300421299,7.537328703193,17.7074500612657
"7",1.16613617175806,1.49672486319054,27.6888127468427,13.0056988046571
"8",0.859273795483198,1.26111230072284,11.9772878925895,15.5931321968179
"9",0.934807977780037,1.38909423241641,18.7135178844355,14.114477458524
"10",0.780320726130864,1.20201592082579,9.42107154576149,16.5430906771105
"11",1.82370567398161,1.64723570101456,56.5983257551541,11.6650819078387
"12",1.74969635211209,1.76336625783919,60.7400856056684,11.5867752930364
"13",1.89956923001165,1.71968206426204,64.4952472828612,11.4696888528294
"14",0.944659289508902,1.29471167966583,14.0013226804592,15.059426610135
"15",1.56952658677705,1.66559889348708,48.1248600163727,11.8565289674722
"16",2.05296646219671,1.7468571361574,73.6963273687642,11.3650441895001
"17",1.08010342414257,1.39784546692812,20.6887844532916,13.8145983502763
"18",1.07135130479427,1.48448724724542,25.5579992209236,13.2331615158554
"19",0.957595637391986,1.34683453696102,16.6573113824247,14.4623132485684
"20",1.40232458468372,1.58561459620482,38.1942784273156,12.2707718532306
"21",0.881460434654326,1.30126556797972,13.8961396616602,15.0637629678751
"22",1.23810422687388,1.52084286965791,30.4502934942742,12.77118632305
"23",2.3736047236392,1.87160091653235,99.8724189087284,11.3320138410032
"24",1.49139663886077,1.62661343238229,43.2417017214788,12.0338939854518
"25",1.04794902899849,1.43771968641558,22.5283922751339,13.5570553633202
"26",1.07987425458431,1.43143054597778,22.5692030178169,13.5499603609929
"27",1.32899825754926,1.54848457230085,34.0850365226637,12.5128564598378
"28",0.928941533283269,1.33218551005823,15.6940534724483,14.6542687973823
"29",0.915335373978022,1.332389845279,15.6105882360748,14.6721505065062
"30",1.13362680903875,1.47291976722588,25.7490066435682,13.1916092232943
"31",1.04278229977471,1.41087992131081,20.9465919645124,13.762604515609
