"","x","prob","var","ncond"
"1",0,0.388094108420393,"x1",0
"2",0.102040816326531,0.374572683367527,"x1",0
"3",0.204081632653061,0.416116403170038,"x1",0
"4",0.306122448979592,0.436263441776451,"x1",0
"5",0.408163265306122,0.454114995278258,"x1",0
"6",0.510204081632653,0.498713485618348,"x1",0
"7",0.612244897959184,0.482332379300778,"x1",0
"8",0.714285714285714,0.531599186593604,"x1",0
"9",0.816326530612245,0.546054918509634,"x1",0
"10",0.918367346938776,0.567961559790187,"x1",0
"11",1.02040816326531,0.583155853650921,"x1",0
"12",1.12244897959184,0.581933216687052,"x1",0
"13",1.22448979591837,0.583401054883744,"x1",0
"14",1.3265306122449,0.531236619579063,"x1",0
"15",1.42857142857143,0.505887439335347,"x1",0
"16",1.53061224489796,0.472122846305784,"x1",0
"17",1.63265306122449,0.467503672495244,"x1",0
"18",1.73469387755102,0.424299415341841,"x1",0
"19",1.83673469387755,0.416121783784203,"x1",0
"20",1.93877551020408,0.359751141962824,"x1",0
"21",2.04081632653061,0.351357804357424,"x1",0
"22",2.14285714285714,0.294217161619434,"x1",0
"23",2.24489795918367,0.247018736450779,"x1",0
"24",2.3469387755102,0.217399681261662,"x1",0
"25",2.44897959183673,0.199789003395599,"x1",0
"26",2.55102040816327,0.157918371509776,"x1",0
"27",2.6530612244898,0.0766999473032635,"x1",0
"28",2.75510204081633,0.0237792934341488,"x1",0
"29",2.85714285714286,0.0124312003565741,"x1",0
"30",2.95918367346939,0.00791334768820055,"x1",0
"31",3.06122448979592,0.00542729752293941,"x1",0
"32",3.16326530612245,0.00342582403595551,"x1",0
"33",3.26530612244898,0.00182900902586101,"x1",0
"34",3.36734693877551,0.00102260315340485,"x1",0
"35",3.46938775510204,0.000552481124910874,"x1",0
"36",3.57142857142857,0.00019827035463879,"x1",0
"37",3.6734693877551,6.79893159477821e-05,"x1",0
"38",3.77551020408163,2.52387621939743e-05,"x1",0
"39",3.87755102040816,6.92449329145611e-06,"x1",0
"40",3.97959183673469,1.42845492640952e-06,"x1",0
"41",4.08163265306122,2.4996663655709e-07,"x1",0
"42",4.18367346938776,7.2718242937771e-08,"x1",0
"43",4.28571428571429,2.96702215481425e-08,"x1",0
"44",4.38775510204082,8.00976031633633e-09,"x1",0
"45",4.48979591836735,1.10040374826333e-09,"x1",0
"46",4.59183673469388,2.6842423060213e-10,"x1",0
"47",4.69387755102041,5.65240540885167e-10,"x1",0
"48",4.79591836734694,3.5350059519132e-09,"x1",0
"49",4.89795918367347,1.70830370270433e-08,"x1",0
"50",5,4.41218031071729e-08,"x1",0
"51",0,0,"x2",0
"52",0.102040816326531,0,"x2",0
"53",0.204081632653061,0,"x2",0
"54",0.306122448979592,0,"x2",0
"55",0.408163265306122,0,"x2",0
"56",0.510204081632653,2.55308195729944e-188,"x2",0
"57",0.612244897959184,4.17424222530597e-142,"x2",0
"58",0.714285714285714,1.56133943429797e-302,"x2",0
"59",0.816326530612245,0,"x2",0
"60",0.918367346938776,0,"x2",0
"61",1.02040816326531,5.01068451934305e-173,"x2",0
"62",1.12244897959184,0.357842192500491,"x2",0
"63",1.22448979591837,0.497597674364635,"x2",0
"64",1.3265306122449,0.515276147309754,"x2",0
"65",1.42857142857143,0.498895504946974,"x2",0
"66",1.53061224489796,0.337180149899566,"x2",0
"67",1.63265306122449,0.266,"x2",0
"68",1.73469387755102,0.262342173346169,"x2",0
"69",1.83673469387755,0.275928395465222,"x2",0
"70",1.93877551020408,0.266688447755257,"x2",0
"71",2.04081632653061,0.355837066192515,"x2",0
"72",2.14285714285714,0.344850153564067,"x2",0
"73",2.24489795918367,0.329042505701614,"x2",0
"74",2.3469387755102,0.288084358829637,"x2",0
"75",2.44897959183673,0.246011457683686,"x2",0
"76",2.55102040816327,0.0660073648867434,"x2",0
"77",2.6530612244898,0.0747242695192728,"x2",0
"78",2.75510204081633,0.0808637853813175,"x2",0
"79",2.85714285714286,0.0711923929726197,"x2",0
"80",2.95918367346939,0.0750103419135753,"x2",0
"81",3.06122448979592,0.152291939042283,"x2",0
"82",3.16326530612245,0.216945024198838,"x2",0
"83",3.26530612244898,0.214178630260405,"x2",0
"84",3.36734693877551,0.245108171307412,"x2",0
"85",3.46938775510204,0.27178763199444,"x2",0
"86",3.57142857142857,0.321720651252857,"x2",0
"87",3.6734693877551,0.407685581387445,"x2",0
"88",3.77551020408163,0.474219032885471,"x2",0
"89",3.87755102040816,0.521431089338189,"x2",0
"90",3.97959183673469,0.525843597938068,"x2",0
"91",4.08163265306122,0.538721343596116,"x2",0
"92",4.18367346938776,0.536194291558467,"x2",0
"93",4.28571428571429,0.49074683543988,"x2",0
"94",4.38775510204082,0.401451813375178,"x2",0
"95",4.48979591836735,0.310652046017533,"x2",0
"96",4.59183673469388,0.16928634998131,"x2",0
"97",4.69387755102041,0.00363726283324336,"x2",0
"98",4.79591836734694,0.000983166097474343,"x2",0
"99",4.89795918367347,4.65443183145322e-06,"x2",0
"100",5,0,"x2",0
"101",0,0.522624354296913,"x1",1
"102",0.102040816326531,0.5570260684758,"x1",1
"103",0.204081632653061,0.586121914471615,"x1",1
"104",0.306122448979592,0.632666545299839,"x1",1
"105",0.408163265306122,0.659501239190527,"x1",1
"106",0.510204081632653,0.697439162964033,"x1",1
"107",0.612244897959184,0.705423713703296,"x1",1
"108",0.714285714285714,0.750845675583278,"x1",1
"109",0.816326530612245,0.773259633474071,"x1",1
"110",0.918367346938776,0.796035481474653,"x1",1
"111",1.02040816326531,0.81070231784666,"x1",1
