pka1,pka2,logA,Na.A,Energy.kJ.mol,Flux.mol.m2s,DIC.cyc,pCO2.lean
7.51258505659644,0.355305713484995,-1.8044192395173,4.91130956541747,-2.52763878991414,0.0012015,-0.016891047411678,0.365035285745821
11.4506797018694,2.2636756132124,-0.756104556960054,-0.393730497919023,40.8137421566608,-7.044E-05,0.242553671985735,4.17146724525076E-10
9.07638404401951,4.47798567928839,-1.73309562832583,4.45743684563786,21.7890307473395,0.00011052,0.005975486656893,0.047416430028436
6.8865858761128,1.17410337529145,-1.57801709591877,1.11802867520601,35.4033020243907,0.00036227,0.004291252296962,0.117780477134906
9.83639473828953,1.6826880130684,-1.09040250175167,-0.717115097213537,45.4327595771242,-5.6732E-05,0.07100538839875,1.07130140569913E-05
10.811958200894,0,-2,5,-3.2681044571877,0.0014518,-0.009995353602408,0.441997532622396
13.5,0,-2,2.45263408896333,-3.57098922597549,0.0014502,-0.009936824357941,0.441518102447239
13.5,2.40820817409918,-2,5,-3.271757062931,0.0014515,-0.00998724325849,0.44191695340132
11.5037289542282,6.90552656305109E-10,-1.99999999999316,3.05870048796734,-3.46769531032243,0.0014505,-0.009948021307822,0.441609015605079
11.3872938180967,2.03426266933959,-2,5,-3.27174208729134,0.0014515,-0.009987263116852,0.441917150762007
9.11742464537748,0,-2,3.881541036362,-3.21461804393229,0.0014623,-0.010303112923597,0.445061643118252
12.1307044544869,0,-0.722202290523229,5,14.961290627168,-3.7602E-05,0.302919953461692,0.003963436295639
13.4999999989469,1.65810114799415,-2,3.29642653676471,-3.43563639025994,0.0014505,-0.009951102768929,0.441630853320142
5.31218378063346,0,-2,5,-0.56689805904429,0.0050493,-0.047611660933086,1.46336342938631
13.5,0,-0.62382086485209,3.53061907227184,16.459231401908,-4.5874E-05,0.394708509986219,0.0015135561586
12.1656048361458,0,-2,0.85283465364248,-4.18487912182633,0.0014497,-0.009917175697764,0.441373275051818
9.26960447344833,1.54281779033036,-2,5,-3.26728369744197,0.0014519,-0.009995458109081,0.441997833947979
9.6503528548283,0,-0.572184409967306,4.99999999999966,13.4567231965984,5.8239E-05,0.346554794620152,0.028993799387644
12.1735834738791,3.91540875087183,-2,5,-3.27175611762364,0.0014515,-0.009987243236371,0.441916953181475
10.0208464431729,0,-2,1.81298175225721,-3.71456573447119,0.0014508,-0.009954892839681,0.441717202197081
13.5,1.48850264807881,-2,1.0574007344991,-4.0473257186276,0.0014497,-0.009918896569253,0.441381864156394
6.864935237349,0,-2,3.04849259444968,-0.356201288797236,0.0024417,-0.033545950976447,0.728110921842192
13.5,1.49928844020887,-0.605861968181626,5,15.052897896587,-3.5018E-05,0.395067106473777,0.004703189280257
13.5,3.69787822050389,-2,3.41506617614228,-3.42059943028874,0.0014506,-0.009953305722442,0.441648212599159
11.7387161746729,2.13781731071435,-2,2.53264540815856,-3.55544717774637,0.0014502,-0.009938068003459,0.44152792550912
6.79452869526331,2.20900212063465,-1.99870834178574,4.98789262516156,-2.84256225550268,0.0014858,-0.010847994733907,0.448365489990698
10.078924617636,3.33168478620969,-2,5,-3.2716233722781,0.0014515,-0.009987263669361,0.441917155965639
11.1113393347813,0,0.492004472221068,5,17.1461537474332,0.00013551,2.47581925271666,0.043109370388303
12.3219467067538,0.978294232306551,-2,5,-3.27174462896299,0.0014515,-0.009987269534667,0.441917214561907
3.8637985615959,0,-2,4.01181840231177,-0.594582125850146,0.0053744,-0.047887980365647,1.55335073852142
13.5,0,-0.826013913146263,1.1876379300277,22.7222912593724,-5.1797E-05,0.250668379363495,4.51452636526737E-07
8.13634511274589,0,-2,1.4464489256146,-3.01699603262053,0.0015125,-0.011835967859765,0.459646900382888
8.26318969769466,3.05125664645073,-1.99999999078533,4.99999999869828,-3.26336319326427,0.0014526,-0.009990121255122,0.441943496922054
8.0461639686412,0,-0.613051730468555,5,-1.21331900045592,0.0029545,-0.343407070588382,0.679565429296558
10.5341270612108,1.31161214335749,-2,3.56365270998797,-3.4024814642072,0.0014507,-0.00995672814145,0.441676407122962
10.7695108656822,0,-2,-0.244567308964631,-7.22953781521834,0.0016446,-0.011862213193241,0.498714515136495
13.5,3.6584433090695,-0.824583978055197,5,14.9425241512076,-3.9582E-05,0.237653071276362,0.003360472022849
4.43493080038619,1.51199244860504,-2,5,-0.540233600589414,0.0041918,-0.045672044212393,1.21970835526786
10.8449822880652,0,-0.545916029340833,3.46986968992466,16.1149542469092,-4.4097E-05,0.468548185363333,0.002972345118533
10.8799796001217,1.51408898142074,-0.54091317972958,5,15.0284446365485,-3.4563E-05,0.455738696058699,0.005312939933286
13.5,2.8695576456457,-2,1.9758631410522,-3.68190236764981,0.00145,-0.009929838136998,0.441462973580657
10.8496825473573,4.97226568828659,-2,5,-3.27173597160277,0.0014515,-0.009987243272794,0.441916953543289
8.82701040572841,0.027166356926191,-1.99999694714115,5,-2.95485818633536,0.0014765,-0.01074171766753,0.449175469445035
12.5355236484331,0,-2,3.86031999707675,-3.3702186090316,0.0014508,-0.009962123976802,0.441717935714059
13.5,0,-2,0.413110903085079,-4.64760994372583,0.0014497,-0.009914529979291,0.441383666377932
6.43887534862821,0,-0.96018791172217,5,-1.12066151041309,0.016603,-0.234404545396822,4.01850057120871
11.4773900855137,1.7104305198344,-2,0.1722915058068,-5.12070104414987,0.00145,-0.009916413561111,0.441479410694217
7.74507806960982,1.4225367444339,-2,3.54712250047167,-3.2237746391281,0.0014636,-0.01031381398872,0.44478263170852
5.19155165079188,0,-2,2.58871334565554,-0.547656278274582,0.0047232,-0.046869594216258,1.3727370289656
8.59962728525188,0,-2,2.69998253304038,-3.12380236380119,0.0014803,-0.010845589594148,0.450279474130372
11.1287606364601,3.30823719743599,-2,3.54977585735037,-3.40440535777657,0.0014507,-0.009955866295875,0.441668385815652
11.2130637422562,1.02073496717316,-1.99999998459159,1.69923428171033,-3.76422014011502,0.0014499,-0.009926334602694,0.441436027838213
13.5,4.15262524867969,-2,5,-3.27175709150302,0.0014515,-0.009987243194698,0.441916952767282
12.2183646312305,0,-0.524269861194054,2.31048556968089,18.4914337903921,-5.0668E-05,0.511569886794519,0.000282438687783
3.3863211455082,0,-2,5,-0.595645240423655,0.0053892,-0.047907786090681,1.55744415957102
12.2202729641733,2.58437370775738,-0.576633659119485,5,15.0740396018784,-3.4282E-05,0.421542954691344,0.004942056444198
5.88636706262682,1.21853224758262,-2,3.93838925035719,-0.576586182807933,0.0023864,-0.030786161035393,0.706416885628268
13.5,0,0.392499679048492,2.56904989496188,19.8751179889845,-4.544E-05,3.39443958715824,0.001727561056521
8.0328477816866,3.01538671293349,-0.230690133936205,1.18939435016691,14.0992740776845,-9.2402E-05,1.01909430774723,0.000400543949668
9.23364440790345,0,-2,0.292081330633209,-4.78978859638961,0.0014532,-0.010014451628777,0.442404822517678
12.382120487757,2.66153600626646,-2,3.86389553308959,-3.36990762642587,0.0014508,-0.009962068597268,0.441717234416173
6.6451980419407,0,-2,5,-0.362828023992173,0.0030743,-0.041746170227251,0.90885016451934
13.4999999993079,1.31395532154162,-0.749290845842094,2.4048063423393,18.1873913740153,-5.0116E-05,0.298951895029369,0.000271649026459
5.39812804463586,2.89118081018384,-1.99999999599496,4.99999999359561,-1.89833985889558,0.0016273,-0.014441150054789,0.486990078701327
6.33811965031707,0,-2,1.36111108552084,-0.428892765112533,0.0028191,-0.034390908229829,0.836163859943964
13.5,1.88294211015708,-2,-0.387717639624016,-8.09239963705885,0.0017873,-0.013286891992573,0.540675562822371
12.2352840754661,0,0.383284878533766,3.79366344917683,18.0475975889179,-1.0947E-05,2.83228064745763,0.011911828487344
10.4143340373161,4.5451138825514,-2,3.20406145799453,-3.44784318324697,0.0014505,-0.00994942049965,0.441617590903955
10.1146747507503,0,-2,3.25978084141052,-3.4261150005971,0.0014516,-0.009980784065706,0.441927369211485
13.4999999968472,2.46437356396231,-0.601995356704187,3.68294337205174,16.2927425995842,-4.4871E-05,0.413586561375606,0.001808303058934
13.5,2.43903687791656,0.389746187456917,5,17.0212909551989,4.6923E-05,2.34808921932553,0.028776835764024
11.954577708819,0,-2,-1,-9.68556074287835,0.0023991,-0.019403410167495,0.720614522239148
7.94668695356532,1.52221440358803,-1.12795662946657,5,9.98224919561121,1.2574E-05,0.092954729154749,0.018288291388137
10.0824957268989,2.17189159902601,-2,2.1841679231666,-3.62864832230688,0.0014501,-0.009932960359305,0.441487910330273
4.506997299645,0,-0.743874341635223,5,-1.36958414695225,0.05386,-0.374897359381802,10.9002665960557
7.03397630503656,2.7653638058928,-2,3.55244444626306,-3.2684319008822,0.001462,-0.01006569720934,0.442590966650773
7.77548357682358,0,-2,3.90762680326139,-1.39140932068749,0.0016816,-0.017448371780411,0.50877632705359
7.80027323571078,1.23589762951679,-1.99999999086584,2.11020075310274,-3.46832111200796,0.0014619,-0.010268076710899,0.444495286557757
9.82088294976823,1.43754713125473,-2,0.449738913623864,-4.59437493646006,0.0014497,-0.009915597187129,0.441389021873546
12.272093085797,4.86913989117245,-2,3.68638567103737,-3.38888701983176,0.0014507,-0.009958522079076,0.441689298650111
12.5158089633916,1.08822830747666,-2,2.10939926799318,-3.64750729544526,0.00145,-0.009931717069449,0.441477762416227
11.8902452430312,0,-2,5,-3.27145197904733,0.0014515,-0.009987920266904,0.441923682076299
7.92356869783166,2.59889799881708,-0.816930383967332,-0.06356899834979,17.027158453781,-6.5065E-05,0.255523243504513,4.35408567234069E-05
13.5,1.00714130534105,-2,4.13964027489329,-3.34278610838747,0.001451,-0.009967786533863,0.441762320329971
10.0211505122335,2.42936352981409,-2,4.08280875912217,-3.34795099809411,0.001451,-0.009966748408037,0.441754457615616
9.21019818258494,0,-0.639990489504554,3.13463059547527,13.3831026022307,8.36E-05,0.265355095814226,0.034750016161242
13.5,0,-0.44216532099057,-0.356098034910576,44.8205428550793,-7.25E-05,0.540701943561353,1.9546081683022E-10
10.2848368550909,1.12612867296028,-2,5,-3.27076430880873,0.0014516,-0.009989287297727,0.441937250055903
11.9644695725939,1.34054885846044,-0.829680069804491,3.69047109887432,16.1853584639656,-4.651E-05,0.24038631822791,0.001366988661538
12.2482532379821,1.21234393928882,0.274885456518947,5,16.7729569018673,3.0344E-05,2.00852071536952,0.023748285185037
5.05992569227728,2.26978580764111,-1.99964512332019,3.7089538363099,-0.77113656835129,0.0021555,-0.026328850743378,0.639004519128812
12.3088283635051,2.40304931146957,-2,1.12097462317141,-4.01091551310324,0.0014497,-0.009919529546808,0.441385886226283
6.2047714578952,0.769026095765721,-0.570456198437738,1.12725417102416,-2.12271779909306,0.0079323,-0.265592996122808,1.59061778598269
9.49593827401101,2.34677883482518,-0.848519011048271,4.9999999999606,13.9289539813803,-4.5047E-05,0.224048160433448,0.003418264571612
13.5,0,-0.668967493748261,5,15.0045422834152,-3.6584E-05,0.342614946817765,0.004242653166028
7.66184037682363,1.35063042146761,-2,5,-2.96289543212437,0.0014747,-0.010673674083253,0.447735814271415
13.5,4.85796439333058,-2,2.79780403916656,-3.50856312686901,0.0014503,-0.009942363854679,0.441561882642876
4.72644351127256,0.761397001806885,-1.12598306094926,3.66502905789153,-1.20789405441991,0.016953,-0.169689123085048,4.21286949502375
9.60394272367684,4.54408869314329,-2,5,-3.271383892338,0.0014516,-0.009987246958379,0.441916990010829
11.6878697619889,0,-2,1.86087419378773,-3.71385452979076,0.00145,-0.009928873167773,0.441456695297042
5.73499083527611,1.55425548393173,-2,5,-0.626189559874766,0.0022865,-0.029342417040803,0.677171095647035
7.01908196612241,4.61732807028479,-0.26959176933044,2.053967132674,11.0188531593942,-8.4286E-05,0.914522223296554,0.000487775414372
9.01417617561016,0,0.5,5,-1.13441834557866,0.010202,-4.95918870660689,0.848456680110655
7.29989122323743,0,-0.690676430220725,3.66731410304682,-1.04012187779888,0.0080075,-0.367456458275678,1.84007740713212
9.4907466690547,1.08067186108259,-2,2.57838762699333,-3.54197994207253,0.0014506,-0.00994805304654,0.441625563579026
9.02187614915561,3.42431514313876,-1.9999998809495,3.78138356954502,-3.37716767593818,0.0014509,-0.009960560236576,0.441705547523088
10.761635986597,0,-2,0.934787679510091,-4.12401849449859,0.0014498,-0.009921540674774,0.441413123943273
12.2149062207161,3.72733208527502,-2,2.62851346071451,-3.53772143858076,0.0014502,-0.009939590249634,0.441539955110934
13.5,0,-2,3.53098578061439,-3.40661384508957,0.0014507,-0.009955517297444,0.441665661165823
13.5,1.16670630580675,0.32542925489937,3.96567497166462,17.7485542159364,-9.4998E-06,2.52529597128398,0.012211902502459
5.69178309117116,0,-2,3.6716483969586,-0.513954331381123,0.0044325,-0.046639062070956,1.2916620181407
7.2115038693293,2.17320629136359,-1.04199313099375,3.97846800431771,8.62236761790606,1.3379E-05,0.113399378250038,0.018388627879707
7.27768735905817,3.85670086177165,-2,5,-3.21188391203263,0.0014583,-0.009993377262667,0.441967911710424
10.6534344867755,0,-0.849685758872976,2.20047865152373,17.3626259934382,-5.1013E-05,0.232170055804592,0.00092860301409
11.903070633939,1.37538789369171,-2,3.67672589516436,-3.38994616832015,0.0014507,-0.009958354574995,0.441688026091687
12.0346829616322,5.5,-2,5,-3.27175575829394,0.0014515,-0.009987243195063,0.441916952770909
6.6573040103475,1.74065400647906,-2,2.7688467296522,-2.53425062962488,0.0015331,-0.012256192462105,0.462291796724635
13.4999999999985,4.94283172446299,-0.380739745152266,4.99999999986133,15.3297769755914,-2.7166E-05,0.639612480034745,0.007012893756317
2.30304682831936,3.18822975016471,-0.352693859990034,2.49737441449805,-1.3919709698807,0.11751,-0.864773931595633,17.8090164695373
13.5,0,-1.98785628970278,1.48013613126017,-4.27661747526601,0.001396,-0.009385975267113,0.425588478449689
12.5234010041445,1.0047293474065,-1.99999983774009,-0.218252901001935,-7.06232641867681,0.0016184,-0.011598386416858,0.490997781459098
11.1305644454864,3.09406760083545,-1.10137142802053,5,14.972615074506,-4.2662E-05,0.116317593655213,0.002524592519116
7.28308021602292,0.000659709771807,-2,0.516997532429424,-1.8816627251558,0.0017266,-0.01764872536301,0.521825703901631
3.75965973366118,0,-2,2.78173711776295,-0.593855817869904,0.005357,-0.047866921061916,1.54853488959784
7.11959661535075,0,0.09581519921259,5,-1.06836951574638,0.14277,-2.49518665599144,16.1218897110519
11.8262018239873,2.98099792087395,-2,5,-3.27175454134159,0.0014515,-0.00998724401329,0.441916960903173
13.5,1.38078753585732,-2,5,-3.27175678210231,0.0014515,-0.009987243885491,0.441916959633172
8.98359654139317,1.23692723180188,-0.293209570414636,5,12.8290373131746,5.3087E-05,0.6664822808935,0.024385289530988
10.0434769440973,0,0.144816910367613,4.06120932441678,16.3693510087744,0.00021979,1.28309955682807,0.049035097394717
8.16653138154822,2.40325991967797,-2,2.8737491934245,-3.4820813841236,0.0014515,-0.009954608841095,0.441674155872023
13.5,2.4077648903292,-1.25312715412095,2.73140619671946,17.4581975812325,-4.9099E-05,0.075935375873881,0.000562053398227
2.80421401492097,1.32237307576176,-2,5,-0.594269238662772,0.0053491,-0.047873224426192,1.54615086195982
9.37489749119888,1.15181356465791,-2,-0.593953122430146,-9.08662412199263,0.0019934,-0.015349207562825,0.601281960565484
9.74301922862156,1.10536044114126,-0.899793431807325,3.94390057339115,14.8484719149223,-4.7378E-05,0.199928829237935,0.002563541931633
2.55712347222081,0.003237913913595,-2,3.53887751812798,-0.596037348528534,0.0053925,-0.04790067551704,1.55834893668528
13.5,2.68167310855586,-2,0.503667747136938,-4.52406334979259,0.0014497,-0.009914756470531,0.441374056824719
6.08195660965855,2.74355929190267,-1.45424911065402,3.86452085563354,9.30971921476677,0.00011525,0.023680629171151,0.046992675212897
10.8084851353268,0,-0.615221814996986,5,14.7714381248444,-3.0724E-05,0.382561502911133,0.006367619718071
11.3516820190836,4.27324807979832,-2,4.20141792753844,-3.33705674983638,0.001451,-0.009969100693605,0.441772692846555
8.74165232515947,1.01759563610419,-2,0.864001394016361,-4.15342224406586,0.0014511,-0.009955041954846,0.441746007018392
11.0807457907118,3.00493083707058,-2,1.94440854787805,-3.69045569634417,0.00145,-0.00992940931799,0.441459616816599
11.6806937169908,1.16011591391916E-07,-0.956334690980812,3.92153490587293,15.8861114288823,-4.5875E-05,0.173780572366426,0.001559359422753
8.66351249411344,4.08760396214632,-2,5,-3.26851321793257,0.0014519,-0.009987341662494,0.441917898087823
13.5,4.94666479238584,-2,3.94457414642601,-3.3616921433076,0.0014509,-0.009963714675232,0.441730204563889
13.5,0,0.5,3.73764261307851,18.4090576430412,-6.4757E-06,3.44397437308717,0.013102290872219
4.2873349011493,1.02793601727224,-2,3.35364875090379,-0.566356549308606,0.0046719,-0.046747517756368,1.35554657161761
13.5,0,-0.478565112183046,2.09839832507057,19.1412090191707,-5.0681E-05,0.571643929333298,0.000125296646025
7.72867438036897,3.74133630980884,-0.019217488020733,1.80773665721232,12.8985525117739,-0.00010699,1.5840241939903,0.000650545527835
6.98125125242661,1.08482528305482,-0.710092196133327,5,-1.85407310726869,0.0024765,-0.214982681145905,0.552620556507249
13.5,3.04179823598712,-2,4.12863768334811,-3.34381894253954,0.001451,-0.009967552155225,0.441760467647716
11.0264711807564,1.56443623670082,-1.23678167827697,-0.322511411453908,33.8615758828931,-5.508E-05,0.065273032836415,1.67036025479458E-07
10.1605255164404,0.827279538724791,0.120283906629739,5,15.7790406425286,5.9362E-05,1.52436247795929,0.024938305605688
10.7556010615268,1.98268322039703,-2,1.20674257526744,-3.96542011221415,0.0014497,-0.009920461022454,0.44139226538984
9.88393853939146,0,-2,-1,-9.68066020905377,0.0023993,-0.019412785614657,0.720671969976322
8.5643420127164,0,-0.218809402409412,3.92525450738928,-1.8824276078921,0.0022558,-0.562454075007727,0.406851441023084
11.0712326430044,1.21619369275434,-1.00697308601453,2.75187672047639,17.3757683099387,-5.0287E-05,0.15422556386696,0.000492306456967
9.82502518440286,0,-2,5,-3.23647120864482,0.0014542,-0.010066146639703,0.442698322389798
12.6652775325587,0.899769082730242,-0.27012080223832,3.14482234896702,17.355295317663,-4.5544E-05,0.877877314209757,0.001666189278499
5.8890607052498,0.915683008244927,-2,2.07951668996394,-0.581936229555785,0.0024787,-0.030908461740827,0.733734227148979
8.54613293457018,2.15839150205485,-2,4.17500869882348,-3.33106140230563,0.0014518,-0.009978277209025,0.441861391281955
13.5,0,0.202069679624193,0.67691499391127,31.5952616448921,-0.00010772,2.73810333251722,6.3871996908898E-09
12.3275566761346,0,0.5,5,17.1901550896338,6.9247E-05,2.68343171715127,0.034754526093096
7.27378574717384,3.19522159363053E-05,-2,2.05816838972562,-0.898816249774737,0.0018846,-0.022469948753554,0.567584646920525
9.0867414883005,0,-1.10493439531585,1.81408819698973,13.3176526833887,-7.2964E-06,0.104246176297791,0.013006560363752
11.1601297500555,4.98527112350863,-2,2.78554112426381,-3.51058030991486,0.0014503,-0.009942159650004,0.441560268796515
13.5,1.25951183544737,0.5,5,17.1936290400509,6.5416E-05,2.69517934851922,0.03419575796715
8.45747786190248,0.96783672050555,-1.01657242543579,3.49206080820616,11.5263038127465,-1.0919E-06,0.130914843150908,0.014721632093505
5.61778208618814,0,-0.243565397445246,5,-1.38051323300181,0.21053,-1.14243475031984,28.4207013468154
7.89576668968251,0,-2,5,-1.43422950760414,0.001662,-0.016919804644278,0.503083626124433
10.7207733328779,2.50294836870576,-2,2.9843636727831,-3.47919002838763,0.0014504,-0.009945556740955,0.441587150051317
13.5,2.76001323956333,-0.558288645721903,5,15.096333493425,-3.3669E-05,0.438905189301055,0.005100093932702
12.0767493640869,1.60396819760487,-1.00351890682994,5,14.9544022443746,-4.177E-05,0.151450460975014,0.002727477653756
7.54738311467693,2.48692235532438,-0.742386747181223,2.43089197331225,10.3559206212038,-4.5629E-05,0.286702853326898,0.004738995551486
9.21353177173324,2.63840587818541,-1.99906304083179,5,-3.29825776041242,0.0014476,-0.009947336338112,0.440723553828516
12.5208007025463,1.95054601259875,-0.997176560922879,2.0309154922569,18.8564064158194,-5.0616E-05,0.159413541197806,0.000142546714393
11.5901055162287,0,-0.779540251882421,1.11632986209045,21.4482030931922,-5.4285E-05,0.281809554567952,2.36114835133813E-05
4.24832988651377,1.60203192242681E-07,-0.696399765219803,3.52860754112443,-1.39171859493709,0.061597,-0.411605982239908,12.0696401312057
8.76251810799216,2.06856270248075,-2,1.855855695781,-3.7112041848515,0.0014503,-0.009932581949762,0.441493117694301
13.5,1.8204616360812,-2,2.0961911705691,-3.65077828018847,0.00145,-0.009931521558677,0.441476206902914
12.6840460158486,1.84523660359949,-0.239639478677346,4.13040296170518,16.278972123493,-3.4171E-05,0.891034756070315,0.004978246799367
11.8665984007786,1.83754645508827,-1.05239742574565,0.380621875942983,27.5256352772796,-5.9262E-05,0.138684837816549,5.42880344430455E-09
13.5,1.2797770333032,-0.862410312121085,3.72029019464206,16.1564671183539,-4.6408E-05,0.221495985479254,0.001354454187478
7.22154807481111,0.326769360385692,-1.0096193499854,0.978100946409909,-6.66745667788384,0.00097584,-0.035716317193594,0.266444147424823
10.9946317483949,2.13828598475151,-0.973266292226309,3.92124378168504,15.8807262259233,-4.6806E-05,0.166387861270521,0.001447228861758
13.5,0.990337239940687,-2,-0.039561231553363,-5.98136681906553,0.001458,-0.009995479564525,0.443836454233
13.5,4.0560274781643,-1.999996239155,1.71918597127457,-3.75790487761234,0.0014499,-0.009926263911975,0.441431566209872
5.24933141157297,0,-2,1.01883151715503,-0.565756344126157,0.0038886,-0.037779074546522,1.13910100708183
11.5023128949818,0,0.069846695024722,2.88430704360621,18.2095077896373,-4.6909E-05,1.7762877283929,0.003005305453133
11.2019552081687,3.73228267598531,-2,5,-3.27174747461426,0.0014515,-0.009987243805464,0.441916958837095
8.05074031430406,0,-1.04825541469188,3.06127828948472,-8.02731488155388,0.00072393,-0.029148562374744,0.208600615215586
6.96978618751443,0.853230292879377,-1.99999985295394,4.08785380835474,-1.30697264168046,0.0017199,-0.018231087136882,0.517553353642199
12.3168164173203,0,-1.0006284231809,0.082342933324161,29.2138747038671,-5.5232E-05,0.160021454033738,6.2816394502067E-08
13.5,2.01963724813931,-1.00630165466155,1.40281799908847,20.7294681391722,-5.1042E-05,0.156334505309901,1.62056057157356E-05
12.3412470076564,2.32786294244561,-0.871981011133687,3.165765766548,16.8585862518471,-4.8393E-05,0.217993865303187,0.000791999739027
13.5,4.05476798107323,0.254737053510245,5,16.7330864222679,2.6911E-05,1.95195695529315,0.022905164605653
