"","x1","x2","f1","f2"
"1",0.833333333333333,0.833333333333333,0.25,3.22222222222222
"2",2.5,1.66666666666667,63.0277777777778,0.0277777777777778
"3",1.18029057349903,1.25320056967952,3.95944166678668,1.80254292920202
"4",2.07255769877986,1.36819870517665,35.5254584780125,0.200078502189481
"5",1.42337397769195,1.49481844723366,10.0480314595444,1.15915044039993
"6",2.33359853283339,1.37899612941974,50.7302385283021,0.0423313849706032
"7",1.82833423952379,1.40356827023711,23.9075640375557,0.460433972301148
"8",0.919013791490862,1.27669500308011,0.877553733200333,2.54938251314549
"9",2.26511099466639,1.57062835628529,47.2136934071672,0.0601612095381728
"10",1.95542505859146,1.5165953462785,30.1284744447911,0.296837272328214
"11",1.30593838400098,1.35202743787423,6.67704300417752,1.44767902194426
"12",1.68200327749764,1.44534647602229,18.1659361201487,0.672105645707789
"13",1.55558582254159,1.40522490227615,13.636199235299,0.900900457733014
"14",1.82003858591131,1.4805734398617,23.8234548311837,0.462724915888294
"15",1.68685053454226,1.39981760812116,18.1931949604972,0.671248564816779
