"","x1","x2","f1","f2","order"
"80",1.88458800163718,1.45733379279707,26.5824154613174,0.380552332966008,47
"81",1.60728107718132,1.4198201225816,15.403612647161,0.803375887901376,48
"82",1.60703662110134,1.4223135667551,15.4036303928377,0.803418777964423,49
"83",1.60753217976206,1.41661839989493,15.4015123510736,0.803451301396336,50
"84",1.50039619945659,1.41260248452539,11.942852364124,1.00684608377196,51
"85",1.55828243962104,1.40805586581709,13.7324484025056,0.895285687336753,52
"86",1.55826765351982,1.40817844987312,13.7323705822921,0.895291009474765,53
"87",1.55891968607447,1.40169683196956,13.732462549634,0.895295670102989,54
"88",1.50263830153237,1.38936226248708,11.935700144467,1.00697106653221,55
"89",1.60729823907133,1.41881966076672,15.4008450472751,0.803506681443178,56
"90",1.55850740293847,1.40577525896565,13.7322986552808,0.89528661214465,57
"91",1.60791931953617,1.41248013273126,15.4010706162601,0.803467667623547,58
"92",1.60812292727033,1.41060113574352,15.4018723368353,0.803436869791201,59
"93",1.60795433305047,1.41231142702491,15.4017156034229,0.803434757753833,60
"94",1.55701348250143,1.4207304488252,13.7334716610562,0.895507233927544,61
"95",1.5591762575907,1.39936408313424,13.7332910005603,0.895276902044462,62
"96",1.55884510319043,1.40260956748373,13.7329858744204,0.895257436134346,63
"97",1.55747429152709,1.41606725135923,13.7327424601582,0.895399417426748,64
"98",1.55947169285225,1.39638435836542,13.7333706688087,0.895329697737563,65
"99",1.95344983060916,1.4406092050187,29.7423757820531,0.302244354189667,66
