"","x1","x2","f1","f2","order"
"1",0,0,15.25,8.5,0
"2",2.5,0,65.25,2.25,0
"3",5,0,365.25,8.5,0
"4",0,2.5,20.25,7.25,0
"5",2.5,2.5,70.25,1,0
"6",5,2.5,370.25,7.25,0
"7",0,5,75.25,18.5,0
"8",2.5,5,125.25,12.25,0
"9",5,5,425.25,18.5,0
"10",2.39281050977297,1.98249197390396,57.8376893355534,0.244288091696871,0
"11",0.871147068100981,0.866677380981855,0.364631925156706,3.05425941351603,0
"12",0.47065414080862,0.789605939062312,1.73774482445882,4.62290433803274,0
"13",1.66609064384829,2.39284489303827,24.5445089391788,1.49257681730188,0
"14",1.88329657772556,1.47843471029773,26.60282174976,0.38078817276495,0
"15",0.218501350027509,1.35297435510438,6.14817987989702,5.22685263008327,0
"16",0.0249184726271778,4.97112131095491,73.5940822920272,18.1747117225075,0
"17",0.27808458020445,4.32518388784956,48.6814748208735,12.91857213289,0
"18",1.75962110748515,2.58479265845381,30.432966694747,1.7249360163168,0
"19",0.261629183078185,3.20002776919864,24.1306098373982,7.90039833009374,0
"20",1.17759863554966,4.24435021588579,45.7600451557512,9.2802034761325,0
"21",0.684911801945418,4.37410839775112,45.6231593896182,11.5550442487405,0
"22",4.46209449088201,0.47140113718342,276.710577215815,4.90783041173709,0
"23",3.95620872208383,0.0982167187612504,208.848339736615,4.08554020983349,0
"24",3.45407190790866,2.0390371081885,150.558490111586,1.20081420946468,0
"25",3.2316078391159,2.33107367006596,130.254577803801,1.22593347533274,0
"26",3.43076326185837,1.80736491864081,146.337185769999,0.960793442836315,0
"27",4.16090264800005,0.90674671868328,232.71992218058,3.11054706192662,0
"28",4.1186876851134,3.48708663834259,251.703534183183,6.56866313021743,0
"29",4.67116724466905,3.29119722649921,328.50939013618,7.92235470854225,0
"30",2.93387133802753,2.73590385040734,107.439329132599,1.71570266541349,0
"31",4.84171155723743,4.90098606154788,395.712838362171,17.0503192081423,0
"32",3.38520304881968,4.38347562332638,184.677531344746,9.09801610795708,0
"33",4.232608313323,2.82667012768798,255.91810830208,4.7619851950956,0
"34",1.38570029271286,1.3012953086075,8.44541269505976,1.2811473920416,1
"35",1.83881395098089,1.75055297471084,25.9636354684014,0.499943784553953,2
"36",1.25804437763047,0.948188879988656,5.17291936146589,1.84694928010347,3
"37",2.16971745639006,1.58690281768821,41.6897727892144,0.116638658335604,4
"38",1.62823994833866,1.25952688374782,15.6955249507094,0.817792907312608,5
"39",0.997114404098473,1.10323425540114,1.26393982021178,2.41608817045537,6
"40",1.711517880068,1.50601405528487,19.5145335703925,0.621740222313434,7
"41",2.01091280539336,1.60682085635341,33.2709482629212,0.250616979280265,8
"42",0.773935731254785,1.01018502491444,0.011873323544057,3.21921656965702,9
"43",1.21639347008003,1.14235258778009,4.43151441565668,1.77555739512077,10
"44",1.50744921075349,1.34241467036199,11.943577363338,1.009990205351,11
"45",1.09920870838986,1.2299109876325,2.65037068924296,2.03516431725244,12
"46",1.27606286428373,1.41065479126758,6.20939217393206,1.50600467850879,13
"47",2.08664020527765,1.38471593859215,36.3241661809209,0.184156734707592,14
"48",1.79769727389257,1.39373362558336,22.5734962260986,0.504521661429583,15
"49",2.23935371240461,1.458876043933,45.2057585078502,0.0696276669998601,16
"50",1.95372616546212,1.44322454276157,29.7649256095876,0.301638554845351,17
"51",0.941754552211748,0.988605064026884,0.735915544141884,2.68965365609176,18
"52",1.43264650392966,1.45839412285867,10.1606256740333,1.14097453458627,19
"53",1.65770891745497,1.42049897497362,17.1859871283611,0.715774680715115,20
"54",1.55693576070161,1.42359877010067,13.740650110105,0.895207307373579,21
"55",1.23697851714578,1.31298471987481,5.13479926273055,1.63019798115157,22
"56",2.32341681661487,1.52938533525465,50.6338049088603,0.0320451185824539,23
"57",1.02168048687574,1.27388242200742,1.77625206331943,2.23655774196117,24
"58",1.14045594422124,1.34407832764453,3.52267646977262,1.87267160751349,25
"59",1.32987491713567,1.36708039609798,7.26409045925973,1.38686033064973,26
"60",2.13583573206216,1.47124961468098,39.2991183225534,0.133442198698692,27
"61",1.834406822362,1.48568627562751,24.4623277610365,0.443219160823667,28
"62",1.75324163734203,1.44038018061746,20.9056144718572,0.561202575062812,29
"63",1.40832895189488,1.38483989698442,9.26034716330413,1.20500752659749,30
"64",2.01566282043869,1.46603813780432,32.9068136843687,0.235735911589207,31
"65",1.46938134871292,1.39977556762673,10.9894725154055,1.07221974122534,32
"66",0,0.761412285224405,11.4776963905674,6.79551181241744,33
"67",1.69289838745168,1.41989523769097,18.4863954237218,0.657829785922685,34
"68",1.60867034037325,1.40604246241058,15.405776993856,0.803296581000206,35
"69",1.1883331443201,1.30292490354472,4.20977289694122,1.75930853393205,36
"70",2.60280729669643,1.55914839765945,69.9084852962512,0.0140678731997082,37
"71",2.08043438412129,1.47868921084349,36.3176864513558,0.176489455762155,38
"72",1.50057997420062,1.41092971704095,11.9428588828096,1.00677390327523,39
"73",1.55969774845331,1.39415658604005,13.7336465342822,0.895371152542469,40
"74",1.60989208093206,1.39344381104126,15.4074799467799,0.803646328992875,41
"75",1.5582027883956,1.40906197157292,13.7331617297571,0.895251712800018,42
"76",1.60763049202335,1.41632933949801,15.4039216926716,0.803324118195329,43
"77",1.95127904693854,1.46885965142987,29.7407444632272,0.302064405637743,44
"78",1.60894478410172,1.402418497849,15.403485432355,0.803501547341585,45
"79",1.55851291393013,1.40600414645894,13.7332201076031,0.895233153719251,46
