"","marg.p","marg.s","marg.var","marg.name","marg.typ"
"1",0.00414824173073057,0.00137570777493214,2,"pka2","+Base"
"2",0.0024430046345665,0.000871984812202281,2.22972972972973,"pka2","+Base"
"3",0.00167236137798347,0.000977109324052935,2.45945945945946,"pka2","+Base"
"4",0.00160605463200826,0.000653902892464629,2.68918918918919,"pka2","+Base"
"5",0.00128174246106252,0.000530634252100461,2.91891891891892,"pka2","+Base"
"6",0.00133881463876814,0.000542185821951391,3.14864864864865,"pka2","+Base"
"7",0.00102857386659509,0.000551009035954517,3.37837837837838,"pka2","+Base"
"8",0.00102171038504478,0.000442471418952929,3.60810810810811,"pka2","+Base"
"9",0.00107853074436103,0.000383048510654072,3.83783783783784,"pka2","+Base"
"10",0.000973325672290132,0.000519950682248582,4.06756756756757,"pka2","+Base"
"11",0.00116787399610582,0.000397296826041618,4.2972972972973,"pka2","+Base"
"12",0.000916078464568563,0.000308113105683629,4.52702702702703,"pka2","+Base"
"13",0.00103769283650504,0.000539498932256837,4.75675675675676,"pka2","+Base"
"14",0.00110054596215231,0.000324612307002754,4.98648648648649,"pka2","+Base"
"15",0.00109150120859433,0.000380597687290634,5.21621621621622,"pka2","+Base"
"16",0.000919545314195803,0.000828125791141125,5.44594594594595,"pka2","+Base"
"17",0.000634869717780401,0.000500956525702078,5.67567567567568,"pka2","+Base"
"18",0.000486031086744392,0.00096853836832796,5.90540540540541,"pka2","+Base"
"19",0.000425103212400326,0.000702256819338006,6.13513513513514,"pka2","+Base"
"20",0.000324666193433162,0.00155449552826754,6.36486486486486,"pka2","+Base"
"21",0.000475284121468062,0.00290147910532711,6.59459459459459,"pka2","+Base"
"22",0.00052098169097073,0.00103259980474724,6.82432432432432,"pka2","+Base"
"23",0.00202865496426262,0.00316034257794429,7.05405405405405,"pka2","+Base"
"24",0.00660288084968015,0.00865613899849222,7.28378378378378,"pka2","+Base"
"25",0.0188057104186687,0.0246835608681465,7.51351351351351,"pka2","+Base"
"26",0.0428490307495133,0.0301083940654167,7.74324324324324,"pka2","+Base"
"27",0.0779618054407131,0.0428770963417295,7.97297297297297,"pka2","+Base"
"28",0.127816418855848,0.082482787418069,8.2027027027027,"pka2","+Base"
"29",0.156028888922358,0.0777660780967722,8.43243243243243,"pka2","+Base"
"30",0.233163349787663,0.0734865242557597,8.66216216216216,"pka2","+Base"
"31",0.315549585247734,0.0706217228154486,8.89189189189189,"pka2","+Base"
"32",0.400416424683301,0.0740073880177785,9.12162162162162,"pka2","+Base"
"33",0.471358704034504,0.0655364101079196,9.35135135135135,"pka2","+Base"
"34",0.491163289744584,0.0579098656471903,9.58108108108108,"pka2","+Base"
"35",0.522658827066393,0.0561264275671097,9.81081081081081,"pka2","+Base"
"36",0.554699252070453,0.024536821238785,10.0405405405405,"pka2","+Base"
"37",0.578223239341881,0.0368352622579114,10.2702702702703,"pka2","+Base"
"38",0.587541672865195,0.0365420238360169,10.5,"pka2","+Base"
"39",0.553267997648308,0.0291865464335543,10.7297297297297,"pka2","+Base"
"40",0.523391158242064,0.0209929676214601,10.9594594594595,"pka2","+Base"
"41",0.507144789979318,0.0433000254405369,11.1891891891892,"pka2","+Base"
"42",0.472188503617745,0.0391383660606003,11.4189189189189,"pka2","+Base"
"43",0.46310132858918,0.0527199277227782,11.6486486486486,"pka2","+Base"
"44",0.428996316709694,0.0726602109716273,11.8783783783784,"pka2","+Base"
"45",0.413356549065816,0.0778635299408715,12.1081081081081,"pka2","+Base"
"46",0.386072225649521,0.0809459886296371,12.3378378378378,"pka2","+Base"
"47",0.375366351937307,0.0886262640029059,12.5675675675676,"pka2","+Base"
"48",0.352173455117006,0.0736320879095983,12.7972972972973,"pka2","+Base"
"49",0.340724467298855,0.0751669603255574,13.027027027027,"pka2","+Base"
"50",0.327830359405936,0.0507062291519656,13.2567567567568,"pka2","+Base"
"51",0.304726923740549,0.0414511096467438,13.4864864864865,"pka2","+Base"
"52",0.298076003505282,0.0337137373446807,13.7162162162162,"pka2","+Base"
"53",0.293211411776234,0.0221105571951113,13.9459459459459,"pka2","+Base"
"54",0.279453553060976,0.0257040621325783,14.1756756756757,"pka2","+Base"
"55",0.262033620456495,0.0338215838983417,14.4054054054054,"pka2","+Base"
"56",0.260287470084924,0.0182642087851683,14.6351351351351,"pka2","+Base"
"57",0.259368814694705,0.0355716718688639,14.8648648648649,"pka2","+Base"
"58",0.249464547724289,0.0197823115444958,15.0945945945946,"pka2","+Base"
"59",0.256442249034853,0.0452289282775711,15.3243243243243,"pka2","+Base"
"60",0.252047773724596,0.0358081522370857,15.5540540540541,"pka2","+Base"
"61",0.248766483910584,0.0476812501604355,15.7837837837838,"pka2","+Base"
"62",0.239342256828025,0.0420153904969714,16.0135135135135,"pka2","+Base"
"63",0.241629976457673,0.0357304052904128,16.2432432432432,"pka2","+Base"
"64",0.226266177442161,0.0247731360169369,16.472972972973,"pka2","+Base"
"65",0.226964086187761,0.0340160860682167,16.7027027027027,"pka2","+Base"
"66",0.218571491241454,0.0181016503006271,16.9324324324324,"pka2","+Base"
"67",0.208707742351408,0.0309085770330689,17.1621621621622,"pka2","+Base"
"68",0.207395850631333,0.0110997630750449,17.3918918918919,"pka2","+Base"
"69",0.212320607379232,0.0254009571951508,17.6216216216216,"pka2","+Base"
"70",0.215701982794153,0.0339947671353644,17.8513513513514,"pka2","+Base"
"71",0.208061969710846,0.0312942867130458,18.0810810810811,"pka2","+Base"
"72",0.19510890952921,0.0292696452812859,18.3108108108108,"pka2","+Base"
