"","typ","p","s","sd","l","h","region"
"1",-1,0.222394294702212,0.24625418882119,0.0408681020657179,0,0.468648483523402,"Full Viable Region"
"2",1,0.320740218000029,0.288918260301686,0.071346046737183,0.0318219576983431,0.609658478301715,"Full Viable Region"
"3",-1,0.0180475337753344,0.0655136277128469,0.00818234092935995,0,0.0835611614881813,"Maximum Flux"
"4",1,0.0176295240865156,0.0899067552128744,0.0169136002502523,0,0.10753627929939,"Maximum Flux"
"5",-1,0.169212170491989,0.208893677034986,0.0292984862041396,0,0.378105847526975,"Minimum Energy"
"6",1,0.245468393654489,0.241910559304226,0.0610308584897253,0.00355783435026358,0.487378952958715,"Minimum Energy"
