"","marg.p","marg.s","marg.var","marg.name","marg.typ"
"1",0.048527334829213,0.00134450681688378,2,"pka2","+Base"
"2",0.0377893829365186,0.000934951731251257,2.22972972972973,"pka2","+Base"
"3",0.0357570466897557,0.00100621261299013,2.45945945945946,"pka2","+Base"
"4",0.0265456675118766,0.000805353630195488,2.68918918918919,"pka2","+Base"
"5",0.025904330225969,0.000906666473408301,2.91891891891892,"pka2","+Base"
"6",0.0204836590625047,0.000914989625607621,3.14864864864865,"pka2","+Base"
"7",0.016207225319612,0.000884808481967629,3.37837837837838,"pka2","+Base"
"8",0.0161973786298495,0.000783842917541197,3.60810810810811,"pka2","+Base"
"9",0.014584643324914,0.000673417521064163,3.83783783783784,"pka2","+Base"
"10",0.0185731651434582,0.000594162644646843,4.06756756756757,"pka2","+Base"
"11",0.0155604697856103,0.000762137511903692,4.2972972972973,"pka2","+Base"
"12",0.0121410282392438,0.000633611117754707,4.52702702702703,"pka2","+Base"
"13",0.0107392665583548,0.000708577071969894,4.75675675675676,"pka2","+Base"
"14",0.00963903525621134,0.00071010481408452,4.98648648648649,"pka2","+Base"
"15",0.00583973015921684,0.000851164248402718,5.21621621621622,"pka2","+Base"
"16",0.0059501714301486,0.0009824551991848,5.44594594594595,"pka2","+Base"
"17",0.00769674880691276,0.001083088021805,5.67567567567568,"pka2","+Base"
"18",0.00473038274564555,0.00141217350456244,5.90540540540541,"pka2","+Base"
"19",0.00354123132176988,0.00160469122243778,6.13513513513514,"pka2","+Base"
"20",0.0024379241303322,0.00090968573933369,6.36486486486486,"pka2","+Base"
"21",0.00114388694510634,0.00280395446794071,6.59459459459459,"pka2","+Base"
"22",0.00493843896238835,0.00141761632541117,6.82432432432432,"pka2","+Base"
"23",0.00507095180526113,0.00291423518847476,7.05405405405405,"pka2","+Base"
"24",0.00159379118880391,0.00833151513286643,7.28378378378378,"pka2","+Base"
"25",0.00348638990476209,0.0104713632454143,7.51351351351351,"pka2","+Base"
"26",0.00681708147483765,0.0114495092180872,7.74324324324324,"pka2","+Base"
"27",0.0155271736819771,0.014679886358312,7.97297297297297,"pka2","+Base"
"28",0.0282296088016894,0.0359716332341651,8.2027027027027,"pka2","+Base"
"29",0.0854123323586279,0.0562839696566514,8.43243243243243,"pka2","+Base"
"30",0.259707046607325,0.0887667718915781,8.66216216216216,"pka2","+Base"
"31",0.350870711793562,0.0861617882176763,8.89189189189189,"pka2","+Base"
"32",0.420187398907719,0.107278290786839,9.12162162162162,"pka2","+Base"
"33",0.474967896437154,0.111058554628135,9.35135135135135,"pka2","+Base"
"34",0.514233249906976,0.106685366528389,9.58108108108108,"pka2","+Base"
"35",0.531440818067624,0.105556390612111,9.81081081081081,"pka2","+Base"
"36",0.560162931264044,0.0762437779925056,10.0405405405405,"pka2","+Base"
"37",0.555840271112161,0.0808039534312412,10.2702702702703,"pka2","+Base"
"38",0.552649341685025,0.0804613725887279,10.5,"pka2","+Base"
"39",0.566265234352301,0.0939887052600655,10.7297297297297,"pka2","+Base"
"40",0.533647832912696,0.0706320550524977,10.9594594594595,"pka2","+Base"
"41",0.554692418884316,0.0640534276321111,11.1891891891892,"pka2","+Base"
"42",0.52111365798711,0.0504568980037917,11.4189189189189,"pka2","+Base"
"43",0.516413358591704,0.0488956698749378,11.6486486486486,"pka2","+Base"
"44",0.518902989005625,0.0458447587538348,11.8783783783784,"pka2","+Base"
"45",0.499974174210336,0.0394419017995689,12.1081081081081,"pka2","+Base"
"46",0.502155980877496,0.0399600959876374,12.3378378378378,"pka2","+Base"
"47",0.475731599840586,0.0411944885644411,12.5675675675676,"pka2","+Base"
"48",0.474486660287492,0.0407526138441132,12.7972972972973,"pka2","+Base"
"49",0.459131918769539,0.0271547354750582,13.027027027027,"pka2","+Base"
"50",0.440620376603105,0.0248723578606008,13.2567567567568,"pka2","+Base"
"51",0.425413775975644,0.0323178282036627,13.4864864864865,"pka2","+Base"
"52",0.417737345410614,0.0306784553242168,13.7162162162162,"pka2","+Base"
"53",0.416054490946641,0.0541962566807908,13.9459459459459,"pka2","+Base"
"54",0.415880155832338,0.0323620039484444,14.1756756756757,"pka2","+Base"
"55",0.420874823351772,0.0582793531564673,14.4054054054054,"pka2","+Base"
"56",0.40781587916421,0.0339629926903581,14.6351351351351,"pka2","+Base"
"57",0.414986870249353,0.0199763355300386,14.8648648648649,"pka2","+Base"
"58",0.413297294631,0.0267296860775974,15.0945945945946,"pka2","+Base"
"59",0.423948619007613,0.021729868023416,15.3243243243243,"pka2","+Base"
"60",0.427386829745809,0.0372640675976985,15.5540540540541,"pka2","+Base"
"61",0.419478080810396,0.0400835439576161,15.7837837837838,"pka2","+Base"
"62",0.418670004881467,0.0322256050402753,16.0135135135135,"pka2","+Base"
"63",0.402011776045654,0.0230822441250079,16.2432432432432,"pka2","+Base"
"64",0.40731978261495,0.0272475777241807,16.472972972973,"pka2","+Base"
"65",0.399874013454303,0.0309118599140887,16.7027027027027,"pka2","+Base"
"66",0.410255760740401,0.0425589820053154,16.9324324324324,"pka2","+Base"
"67",0.391500869609264,0.0381935174377697,17.1621621621622,"pka2","+Base"
"68",0.392958111544506,0.0290054422202449,17.3918918918919,"pka2","+Base"
"69",0.396716302007433,0.0407607031247783,17.6216216216216,"pka2","+Base"
"70",0.395900943279149,0.0299979168660128,17.8513513513514,"pka2","+Base"
"71",0.382969455456234,0.033485335349433,18.0810810810811,"pka2","+Base"
"72",0.377265067053383,0.0311059834599177,18.3108108108108,"pka2","+Base"
