"","ener","flux"
"1",108.800201659794,0.000364913901151739
"2",41.1786279283649,0.000652910460040591
"3",93.5934203724589,0.000230539874190329
"4",38.059999073193,0.000701725100337247
"5",83.7423547238095,0.000635051531743422
"6",54.224543859933,-0.000395672493944848
"7",413.408379740963,-0.000142079903385791
"8",140.302722549243,-0.000102626080052212
"9",66.3428855538072,-7.05542761702681e-05
"10",154.897609967544,0.000442339096670885
"11",20.9707896849121,0.000904777622296953
"12",132.597519624585,0.000194251840214854
"13",59.7313598521744,0.00185024551866882
"14",124.75303865036,0.000216346674374088
"15",664.680531744271,-0.000263862167955471
"16",86.5162303701102,0.000459397791313574
"17",156.226004699189,-0.000541686016392616
"18",23.038355748619,0.00108484512607397
"19",75.1901188713819,-0.000269127811483989
"20",47.7446920913768,-0.000257013899521336
"21",56.0769314615508,0.00170854886247562
"22",46.0031948357794,0.000220648160410197
"23",148.956122902937,0.00214568053039539
"24",178.867681552377,-0.000998760491592764
"25",25.4710480530905,-0.000217645836734875
"26",400.707876781786,-0.00067831907021417
"27",334.723161920157,-7.83169282459639e-05
"28",103.258897791142,0.00125463438589661
"29",105.56620744535,0.00112003243348071
"30",88.5902141293921,0.000833550353574544
"31",350.248236424632,-0.00080751204876288
"32",104.281447693297,0.00175006259634217
"33",55.105182121674,0.000301082409139696
"34",222.946991344348,0.00117528296242524
"35",46.6315729955891,9.95486839669536e-05
"36",22.8754464833427,0.000527293774421838
"37",45.1304398380407,0.000422626466000456
"38",31.2736913034245,0.000387323815541891
"39",90.1218419482373,0.00103593561812316
"40",40.965283971055,0.000595202190812968
"41",37.2954573572938,0.00053844851296219
"42",20.3104332156214,-0.000264777625698517
"43",80.9711696867972,0.00010925407758237
"44",14.2035629287602,0.000556237937737003
"45",265.519528019018,0.000140392203955979
"46",80.8819228146465,-0.000308217136960845
"47",183.087704196507,-0.000692469677981758
"48",307.024002236103,-0.000493484042724201
"49",46.2901551626057,0.000183950172864848
"50",362.682310221325,0.000130287980447228
"51",138.884390682359,0.000568425177706157
"52",33.3749679389268,0.000481694424459355
"53",71.4630035470281,0.00121276343540463
"54",204.732517110295,0.000520018344075997
"55",66.3426714907644,-0.00020421453846931
"56",251.671009648283,0.000621420169176028
"57",661.28036654385,0.00077064110050785
"58",69.7949373154747,-0.000335090224482057
